,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600188.SH,X600111.SH,X600362.SH,X600010.SH,X600795.SH,X600886.SH,X601992.SH,X600688.SH,X600027.SH,X600309.SH,X600583.SH,X000792.SZ,X000883.SZ,X000898.SZ,X601158.SH,X000709.SZ,X002353.SZ,X600489.SH,X000629.SZ,X600547.SH,X000539.SZ,X000825.SZ,X601699.SH,X600315.SH,X000831.SZ,X000027.SZ,X600660.SH,X600352.SH,X000983.SZ,X600808.SH,X000630.SZ,X000937.SZ,X002470.SZ,X600549.SH,X000959.SZ,X600307.SH,X600578.SH,X600490.SH,X600863.SH,X000960.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0375861314920333,0.101090855325885,0,0,0.10310407398515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221581854927654,0.0669215535435371,0.0166063093848033,0.0105084013398139,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0234998369683075,0,0,0.01983935090598,0,0,0,0,0,0,0,-0.0154453203070448,0,0,0,0,0,0
X600028.SH,0,0,0,0.0802260200493453,0,0.078871288898686,0,0,0,0,0,0,0,0,0,0,0.0429973749680851,0,0,0,0,0,0,0,0,0.0950736317998046,0,0,0,0,0,0,0,0,0,0.0224314542699207,0,0,0,0,0,-0.0744922657222881,0,0,0,0,0,0,0.215746082725027,0,0,0,-0.0137549130598139,0.0307770073661617,0,0,0,0,0
X601088.SH,0,0,0,0,0.0190802479540351,0,0.116536146085832,0,0.121242489424875,0.217312513382699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334902802947928,0,0,0,0,0,0,-0.0458111792139435,0,0,0,0.00741867727475248,0,0.0248034398255036,0,0,0,0,0,0,0,0,0.0160662662468915,0,0,-0.014085762022366,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.175072324104189,0,0,0,0,0,0,0.0383206693807934,0,0,0,0.137917547232002,0.31739454930764,0,0,0,-0.0970393915881702,0,0.0383237763049514,0,0.00551633287605494,0,0,0,0,-0.0583594938316953,0,0,0.191350027710982,0,0,0,0,0,0,0.00421644794490545,0,0,0,0,-0.0394182925932475,0,0,0,0,0,0.0140510948542555,-0.0280316150322002,0,0,0,0,0,0
X600585.SH,0,0,0,0.0204889404886868,0,0,0,0,0.197323585755067,0,0,0,0.0842753495403998,0,0,0,0,0,0,0,0,0,0,0,0.00917036902232277,0.0484425725578906,0,0.0337371548321473,0,0,0,0,0,0.0307068128832724,0,0,0,0,0,0,0.110977063194649,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.0178861917593631,0,0,0,0,-0.0649388655409054,0,0
X600019.SH,0,0,0,0.167925033684002,0,0,0,0,0.0393318071088553,0.0731597752724583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235453657154368,0,0,0.169176603224985,0,0,-0.0162069210968407,0,0,0,0,0,0,0,0,0,0,-0.107226525785451,0,0.105736926654169,0,0,-8.67361737988404e-19,0,0,0,0,-0.0013572438232096,0.0124866195405782,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.25883946464061,0.103606397064001,0,0,0.0295665052424188,0,0,0.136204993447132,0,0,0,0,0,0,0,0,0,0,0.0746658649883315,0,0,0,0,0,0,0.102521597394753,-0.0265451544993379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02512945966936,0,0,0,0,0,0
X601991.SH,0,0,0,0.00280950248155998,0,0,0.0390371408907847,0,0.0188743832503923,0,0,0,0,0,0,0,0,0.123046226525143,0,0,0,0,0,0,0,0.0501121432176604,0,0.0989889751403389,0,0.0530748953253149,0,0.0538728899554876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171258937803213,0,0,0,0,0,0.0187621386670569,-0.0417341068946783,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0439551223835386,0,0,0,0,0.446121557591522,0,0,0,0,0,0,0,0,0,-0.0411068665861563,0,0,0,0,0.0589476585191982,0.06772417778674,0,0,0,0.00314086487899732,0,0,0,0,0,0.024293194296968,0.0708147753121236,0,0,0,0,0.0681008664209027,0,0,0.0175103584038412,0,0,0,0,0.00590208325215325,5.42101086242752e-20,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.00600805404693181,0.0101898848087403,0,0,0,0,0,0,0,0,0,0.251783522735459,0,0,0,0,0,0,0,0.0236369504453467,0,0,0,0,0,0,0,0,0,0,0,0.209916283190801,0,0,0,0.311543769744906,0,0,0,0,0,0.0428378408965396,0.134830016178364,0,0.103737161895594,0,-0.0327121725331831,0.0272511133019474,0,0,0,-0.117813713693555,0,0
