,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X000723.SZ,X600096.SH,X600803.SH,X000786.SZ,X000408.SZ,X601699.SH,X601991.SH,X600486.SH,X600219.SH,X600141.SH,X600801.SH,X000807.SZ,X600295.SH,X002353.SZ,X600027.SH,X600985.SH,X601666.SH,X002080.SZ,X000932.SZ,X000830.SZ,X600157.SH,X600688.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0718769354761199,0,0,0,-0.0305949472934566,0,0.202630829663245,0,0,0,0,0,0,0,0,0,0.0317971155351112,0,0,0,0,0,0.0410053010969042,0,0,0,0,0,0,0,0,0,0.0236273593974771,0,0,0.117571647463739,0.118846678685058,0,0,0.0113803289446432,0,0,0.0221856084333089,0,0,0.0929530788648048,0,0.00374974812205658,-0.0501006962458178,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.227628575688473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0849109852522171,0,0.035229326874667,0.0747822603017657,0.129056962290985,0,0,0,0,0,0.0127594931488773,0,0.059986348165672,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.00109697473543956,0,0,-0.049528939460709,0,0,0,0,0,0,0,0,0,0,0,0,0.0190014365670083,0,0,0,0,0,0,0,0,0,0,0,0.079554245512461,0.0601594776447099,0,0,0,0,0,0,0,0,0,0.101564229104016,0,0,-0.0305263888272974,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0324345130646415,0,0,0,0,0,0.0130561858652997,0,0,0.279144752511748,0.0935822234080691,0.121205881655393,0.0637527135137625,0,0,0,0,0,0.0837371930374142,0,0,-0.0352250589806768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.130527767378293,0,0,0,0,0,0,0,0,0.0875951823141498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.362322365127069,0,0,0,0.0175172879409069,0,0,0,0,0,0,0,0,0,-0.00575246528881827,0,0,0,0,0,0,0
X600188.SH,0,0.196021883355108,0,0,0,0,0,0.032871058718584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189068592903685,0,0,0,0.567241816303768,0,0,0,0,0,0,0,0,0.0682340313399132,-0.0687650639952867,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.488440718089703,0,0,0.199115811237872,0,0,0,0,0,0.020145166735791,0,0.0310136658037717,0,0,0,0,0,0,0.0395304927387073,0,-0.043607966145582,0,-0.0552423851431562,0,0.0412281349624359,0,-0.0131642908722318,0.0542957623543654,0,0,0,0.0116258235900502,0,0,0,0.0331188241961988,0,0.0997376480203582,0,0,0,0,0,-0.0417412751432301,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.037662562455001,0.132305853230902,0,0.2874722482434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595424262692237,0,0.0265878941481932,0.0907038562276505,0,1.73472347597681e-18,0,0,1.73472347597681e-18,0,0.417260894085646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124131653757012,0,0,0,0,0,0,0
X002466.SZ,-0.150105963683162,-0.0364715534130384,0,0,0,-0.07264965631956,0.807324971710242,0,0,0,0,0.0647094481924683,-0.0241495252903745,0,0,0,0,0,0,0,0,0,0,0,0,0.175301276697287,0.0484400954629808,0,0.00894601127440298,0.0570807144090789,0,0,0,0,0.0285374929403354,0,0.0560494612946551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443447404812783,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217078874625501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0978492081105789,0.00959656892325392,0,0.484726705503295,0,0,0,0,0,0.00539327113741561,-0.0456330667373729,0,0,0,0,0,0
X601898.SH,0,0.271563367055616,0,0,0,0,0,0,0,0,0,0,0,-0.00435651430880127,0,0,0,0,0,0,0.166524931779498,0,0,0,0,0,0.170785514824725,0.0316225709199096,0,0,0,0,0.0225345276731273,0,0,0,0,0,0.0443206319873611,0,0,-0.00520615350667701,0.00646228947153487,0.167020596939081,0,0,0,0,0,0.0677015983725166,0,0,-0.0330838666202669,0,0,0,0,0,0
X600111.SH,0,-0.137179360513281,0,0,0,0,0.210130595874847,0,0,0,0,0,0,0.0432314824948439,0.0900139028844179,0,0,0.13626392479671,0.238754238271164,0.264866841409598,0,0,0,0.0441193259487099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281154165215329,0,0,0,0,0.00982503806168249,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,-0.0933943572678904,0,0,-0.0436364352178031,0,0,0,0.154358934069873,0.229477268443271,0,0.0648347737479373,0,0,0,0,0,0,0,0.171835178630634,0,0,0,0,0.387449657638471,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0.0246949606786787,0,0,0.0893337212340451,0.0485898064354694,0,0,0,0,0.0278447408467106,0.0434801839751471,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.0117040922018229,0.0298131490391544,0,0,0,0,-0.262097826014236,0.0505635151539041,0,0,0,0,0,0,0,0.252307009187226,0,0,-0.167603305338201,0,0,0.0434872842560665,0,0,0,0,-0.0322390190507653,0,0,0,0,0.799232424402948,0,0.0274317377153628,0,0,0,0,0,0,0,0.0632589755280615,0.115910731525141,0,0,0,0,0,0
X000877.SZ,0,0,0,0.000336827722156943,0,0,0,0,0,0,0,0,0,0,0,0,0.143444638716315,0.00405171318758464,0,0,0,0,0,0,0,0,-0.0313237395047128,0,0.0488470556499147,0,0,0,0,0,0,0,0,0.295300594057115,0,0,0,0.0381813818171512,0,0,0,0.117906440347053,0,0,0,0,0,0.014239008901515,-6.93889390390723e-18,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0376875098205862,0,0,0.204777688089046,0,0,0,0,0,0,0,0.0628419239900241,0.0914667567697663,0,0,0,0,0,0,0,0,0,0,0.0486697407584348,0.194195332034948,0,-0.010985589738255,0,0,0.143257205705125,0,-0.226303359335926,0,-0.0577177306989458,0,0,0,0,0,0,0,0,0,0,-0.0719060775526237,0,0.032190871377405,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.163103913140814,0,0.00327073905228879,0,0.0957164095562582,0.115606336417572,0,0.125785153199148,0,0,-0.0289830544702761,0.293148016577965,0,0,0,0,0,0,0,0,0,0,0.0308713518119937,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0424949094918722,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0.648586256472169,0,0,0,0,0.0851448779722385,0,0,-0.271512324731681,-0.003920565669697,0,0,0,0,0,0,0,0,0,0,0,0.0545666192780969,0,0,0,0,0,3.46944695195361e-18,0,-0.0101953134860038,0,0,0,0.210451572981468,0,0,0,0,0,0,0.018091873372154,0,0,0.437980094304149,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.127026495978822,0,0,0.0507496675959405,0,0,0,0,0,0,0,0,0,0,0,0,0.104240203217097,0,0.102724753297803,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.343035977215363,0,0,0,0.0675314217807643,0,-0.0038145499397222,-0.0145943622391757,0,0,0,0,0,0
