,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600019.SH,X600188.SH,X600011.SH,X600886.SH,X600547.SH,X600585.SH,X601600.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600027.SH,X000708.SZ,X600010.SH,X600803.SH,X600160.SH,X600111.SH,X601991.SH,X002460.SZ,X000983.SZ,X600426.SH,X000301.SZ,X601699.SH,X000807.SZ,X002128.SZ,X600219.SH,X000630.SZ,X000877.SZ,X002466.SZ,X000786.SZ,X000933.SZ,X601168.SH,X600176.SH,X600985.SH,X000408.SZ,X000883.SZ,X600096.SH,X002353.SZ,X000027.SZ,X002409.SZ,X600348.SH,X600282.SH,X600863.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.458150379426122,0,0,0,-3.46944695195361e-18,0.0964645016514625,0,0,0,0.0960232734816506,0,0,-0.187215809557979,0,0.0229003994015367,0,0,0,0,0,0,0,-0.0324491971789938,0,0,0,0,0,0,0,0,0,0,0,0.0421286452513559,0,0,0.0401173090344596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00869430678499396,0,0
X601088.SH,0.342037058998525,0,0,0,0,0,0.0372376922353254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100854719995633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308911674272575,0.0537324350168209,0,0.085137414004272,0.150942345653385,0,0,0,0,0.00270675223685012,0.00521883209622491,0,0,0,0.0511988203472796,0,0
X600028.SH,0.391954578701655,0.114844312444552,0,0,0,0.117323162809454,0,0,0,0,0,0.0683690855761008,0,0,0,0,-0.0136724372385897,0,0,0,0,-0.00354439642705587,0,0,-0.143766868846193,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.0307170884348019,-0.0156302018442323,0,0,0,-0.014861846822261,0.0364059682646512,0,0.0707886506731454,0,0,-0.0174954816012719,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,-0.16969999977058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114363779020256,0,0,0,0,0,0.0374283700064738,0,0,0,0,0,0,0.0520162514548417,0,0,0,0,0,0,0.0637316306656654,0,0,0,0,0,0,0.0915274121648244,0,0,0,0,0,-0.0279504864132304,0,0,-0.0318581773272374,0,0,0,0,0.0470328209328853,0,0
X601898.SH,0,0,0.0473536179719508,0,0,0,0.0453378185166046,0,0,0,0,0,0,0,0,0,0,0.0143268348925307,0.0537603396461117,0,0,0.0870563811179697,0,0,0,0.0116250464077442,0,0,0.219379035563508,0,0.0580882633842112,0,0,0,0,0,0,0,0,0.297541351419652,0,0,0,0,0,0,0.0144224349665703,0,0,0,0,0.00528108927464869,0,0,0,0,0,0,0
X600019.SH,0,0,0.195848823205973,0,0.169499323859059,0,0,0,0,0,0,0,0,0,0,0.050041046616749,0,0,0,-0.0752811169941734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09294900962836,0,0,0,0,0,0,0,0,0,0,0,0.100162720720882,0,0.368702948059963,0,0.0571819094639412,0,0,0,0,0.0518370018471039,0,0
X600188.SH,0.109334827311533,0.105002656436193,0,0,0.322851999253706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2199488754229,-0.028830862884811,0,0,0,0,0,-0.105944816987408,0,0,0,0.0906835039329793,0,-0.276334267625517,0,0,0,0,0.371808105426293,0,0,0,0,-0.0329134000347254,0,0,0,0,0.019150513857026,0,0
X600011.SH,0.0486605749647686,0,0,0,0,0,0,0,0,0,0,0,0,0.186101197588472,0,0,0,0.212579767419013,0,0,0.0451790585802545,0,0,0.246678343791825,0,0,0,0,-0.157005355644976,0,0.0709285435764361,0,0,0,0,-0.0996901249677621,0,0,0,0,0,0.150662198266986,0,0.0292157495678737,0,0,0,0,0,0,0,0.0285234124208121,0.0343678667656304,0,0,0,-0.0314784237449941,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28567278682974,0,0,0,-0.061477029404474,0,0.0946240414703519,0,0,0,0,0,0,0,0,0,0,0,-0.0482954276869808,-0.107636067099195,0,0,0,0,0,0,0,0,0,0.145361051569628,0,0,0,-0.123669373882316,-0.01348322933334,0.020382882837848,0,0,0,0.0399935894641173,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667059111345747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208016679292656,0,0,-0.0677267474272865,0,0.0983667131602868,-0.000295094121715196,0,0,0,0,0.182436713180828,0,0,-0.0538590418629881,0,0,0,0.0313255289199669,-0.014062581718892,0,0,0,0,0.000612063986838822,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.17058075099469,0,0,0.038093959512696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126110573465947,0,0.0228282067497606,0,0,0,0,0.141111268829854,0,-0.061334121730572,0,0,0,0,0,0,0,0,0,0,0.0539895909475686,-0.0206038807636931,0,0,0,0.0810715032770139,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207355519557616,0,0,0,0,0,0,0,0.334847575607718,0.0175540810298407,0,0.172948947239329,0,0,0,0.245236268558019,0.0721651030606944,0,0,0,0.0630547649451387,0,0,0,0,0.0206049509112136,0,0,0.0364721292037702,0,0,0.0124343472666535,0,0,0,-6.93889390390723e-18,0,0
X600660.SH,0,0,0,0,0,0,-0.00424005972397759,0,0,0,0,0,0,0,0,0,0,0.0396138616919758,0,0,0,0.11855392636069,0,0,-0.0537021589083677,0,0.19237237583218,0,0,0,0,0,0,-0.113948307553462,0,0.0959247386597701,0,0,0,-0.109440473049978,0,0.0273265556893717,0.0976180209852205,0,0,0,0,0,0,-0.0961861514869229,0,-4.33680868994202e-19,0.0201299381572543,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.242001144683816,0,0,0,0,0,0,0,0,0,0.298795917628823,0,0,0.0449167253649823,0,-0.0898757251256371,0,0,0,0,0,-0.0436659607256127,0,0,0,0,0,0,0,0.0391583328889257,0,3.46944695195361e-18,0,0.00301709523363069,0,0,-0.0388792034437112,0,0.0186080021140579,0,0,0.209672856982632,0,0,0,0,0.011978835574575,0,0,-0.0303045977915154,0,0
X000792.SZ,-0.0281912235612415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141436680582351,0,0,0,0.0770433096984801,0.0181266156417071,0,0,0.30562298132104,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.00514418449112945,0,0,0,0.0601068857023927,0,0,0,0,0,0,-0.0246866465864162,-0.0105158617236749,0,0,0,0,0,0
X600362.SH,0,0,0,0.0376158882757235,0,0,0,0,0,0.129069194853821,-0.157775657925406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00495098670301404,0,0,0.584195813242821,0,0,-0.0269202124762022,0,0.23476050518209,0,0,0.0588875173742893,0,0,-0.0631048790475862,0,0,0,0,0,0,0,0.0100982944298801,-0.0508801104534047,0,0,0,-0.00805972756920924,0,0
