,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X002460.SZ,X600795.SH,X600362.SH,X002466.SZ,X600489.SH,X000301.SZ,X000708.SZ,X600803.SH,X600160.SH,X600027.SH,X601991.SH,X000786.SZ,X000807.SZ,X000983.SZ,X600219.SH,X600426.SH,X002128.SZ,X000877.SZ,X000408.SZ,X601699.SH,X600176.SH,X000630.SZ,X600096.SH,X601168.SH,X600985.SH,X002353.SZ,X000933.SZ,X600157.SH,X600378.SH,X600352.SH,X600995.SH,X002271.SZ,X000831.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.590744798449295,0,0.0969925919624385,0,0,0,0,0,0,0,0,0,0.0268133049750762,0,0,0,0.470972231864984,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137785625497602,0,0,0,0,0,0,0,0,0,0,0,0,-0.0852472891824772,0,-0.0561046239695233,0,0,0,0,0,0,0,0,0,-0.0449907252996737,0,0
X601088.SH,0,0,0,0,0.509379859660639,0,0,0,0,0,0,0,0,0,0,-0.0504977607080968,0,0,0,0,0,0,0,0,0.0408221221679371,0,0,0,0.0140342592114886,0,0,0.0703957750172046,0,0,0,0,0,0,0,0,0.0731738408637919,0.0427147745993229,0,0,0,0,0,0,0,-0.0582373958465843,0,0,0,0,0,0,-0.0225862072878232,0,0
X600028.SH,0.462647042761442,0,0,0,0.246259338164464,0,0,0,0,0,0,0,0,0,-3.3881317890172e-21,0,0,0,0,-0.00438315532454559,0,0,0,0,0,0,0.0216004299097737,0,0,0,0,0,0,0,-0.018594952711656,0.130134253563962,0,0,0,0,0,0,0.0821538067998391,0,-0.0242559352358296,0,0,0,0,0,0,0,0,0,0,0,-0.0568006867391055,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309818549257979,0,0,0,0,0,0.223761121955407,0.14322007287636,0,0,0,0,0,0,0,0.0613444294849157,0,0.0924923122092155,0,0,0.0676750402489262,0.0732913203180452,0,0,0,0,0,0,0,0,0,0,0.130823721907355,0,0,-0.0264278062878437,0,0,0,0,-0.0053133215042552,0,0
X601898.SH,0.124875370022154,0.0346492457384918,0,0,0,0,0,0.124508888876703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194069845033514,0.0244256182237666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00858781499224453,0,-0.0323901471274598,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504970648141958,0,0,0,0,0,0.248067691837175,0,0,0,0,0,0,0.154285603654442,0,0,0.299803737679983,0,0,0,0,0,0,0,0,0.191424439061087,0,0,0,0,0,0,0,0,0.102811582741792,0,0,-0.0347427335278574,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930920260078611,0,0,0,0.113519061127169,0,0,0,0.146485198122864,0,-0.010406488031151,0,0,0,0,0,-0.0730140375031658,0,0,0,-0.134372706820893,0,0,0,0,0.124096437975001,0,-3.46944695195361e-18,0,-0.0061007869861841,0,-0.104785323189911,0,0.265111099584434,-0.084791602702475,0,-0.0869400543767509,0,0,0,0,0,0
X600019.SH,0.263411234439494,0,0,0,0,0,0,0,0,0.195521270420591,0,0,0,0,0,0,0,0,0,0,0,0.0783959876528389,0,0.145143380532308,0,0,0,0,0,0,0,0,0,0.0851287270242314,0,0,0,0,0,0,0,0,0,0.0651831427208236,0,0,0,0,0,0,0,0,0,0,0,0,-0.00416322377186594,0,0
X600585.SH,0,0,0,0,0.183485178394713,0,0,0,0,0,0,0,0,0.0279856516942855,0,0,0,0,0,0,0,0.10307875831971,0.00406775951383925,0.0528208001985174,0,0,0.0523887055160435,0.0230958759179578,0,2.16840434497101e-19,0,0,0,0.249628189179127,0,0,0,0,0,0,0,0,0,0,0,0,0.0333112810894936,0,0,0,0,0,0,0,0,0,-0.0324220819915794,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.505725604747117,0,0,0,0,0,0,0,0,0,0.194900668046992,0,0.562668898353556,0,0,-0.168757612734576,0.30522762083095,0.0817151713208931,0,0,0,0,0,0,0,0,0,0,0,-0.0434327752040862,0,0,0,-0.0341189002399407,0,0,0,0,0.000653209681939212,0,0
