,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600547.SH,X600660.SH,X601600.SH,X600585.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X000708.SZ,X600111.SH,X600027.SH,X600010.SH,X002460.SZ,X600489.SH,X600160.SH,X601699.SH,X000301.SZ,X600426.SH,X002466.SZ,X000983.SZ,X601991.SH,X600803.SH,X000786.SZ,X000877.SZ,X000933.SZ,X600985.SH,X600176.SH,X000630.SZ,X000807.SZ,X002128.SZ,X601168.SH,X000408.SZ,X600219.SH,X600612.SH,X600096.SH,X000883.SZ,X002271.SZ,X600348.SH,X000027.SZ,X000932.SZ,X600995.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.26845422216775,0,0,0.00679247682902337,0,0,0,0,0.183350802145169,0,0,-0.0439391192502644,0,0,0,0,0,0,-0.0382426282184461,0,0,0,0,0,-0.0440001815199073,0,0,0,-0.05472404700166,0,0.0755643960447596,0,-0.0881137216431567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106053194968668,0,8.67361737988404e-19,0,0,0,0,0,0,0
X601088.SH,0.157193448389915,0,0.028714351450828,0,0.0614056944140577,0.110990958898446,0,0.00981928750406936,0,0,0,0,0,0,0.0600540558128359,0,0,0,0,0,0,0,0,0.0537439973531987,0,0,0,0.182655281980589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00747693842912573,0,0,0,0,0.0375788936134557,0,0,-0.0262643683437314,0,0,0,0,0,0
X600028.SH,0.314894584603571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470318604937196,0,0.0160388490739986,-0.0134994383708648,-0.12374253622915,0.0796546374744375,0,0.0205391760593218,0,0,0,0,0,0,-0.0761560969953717,0,0,0,0,0,0,0,0.0679441464192625,0,0,0,0,0,-0.0332802682535019,0,0.0561116332321407,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0010144356456416,0,0,0,0,0,-0.0419697641941621,0,-0.0625641164533231,0,1.73472347597681e-18,0,0,0,0,0,0.206771678673109,0,0.101508980649826,0,0,0,0.0832714778030747,0,0,0,0.222893032948342,0,0,0,0,0,0,-0.237212154499139,0,0.101086692971263,0,0,0,0,0,0,0,0.0151374594304996,-0.0235360632451681,0.121978313837796,0,0,0,0,0
X600188.SH,0.0421733246109591,0,0,0,0,0.219003477048864,0,0,0.0190004719536132,0,0,0,0,0,0,0,0,0.0292409785048275,0,0,0,0,-0.0160362134735138,0.266472870351016,0,0,-0.0120243025721474,0,0,0,-0.105512960983672,0,0.0114494896587607,0,-0.041252703277613,0,-8.67361737988404e-19,0.0139434781429789,0,0,0,0,0,0,-0.0168697821968738,0.218756255847182,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.162343985966667,0,0,0.156053569432153,0,0,0.200429119111105,0,0,0,0.0828906031036768,0,0,0,0.0156626969563123,0,0,0.117761889797474,0,0,0,0,0,0,0,-0.0250870207388816,0,0,0,0,0,0,0.503325449548079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156431557605999,-0.103238238904976,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.116347378455991,0,0,0,0,0,-3.46944695195361e-18,0,0.0647677981624156,0,0.0675440623040777,0,0,0,0,0.0116812660018793,0,0,0,0,0,0.125193773243521,0,0,0,0,0,0,0,0,0.110599427212967,0,0,-0.0991701483146755,0,0,0,0,0,0.0337298644071334,0,0,-0.0756225355869003,0,0.00268931303958475,0,0,0,0,0,0
X600011.SH,0.0714610006651021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467556372216632,0,0.0299972321203282,0,0.0383737481551834,0,-0.0957523297854916,0,0,-0.0453391173256929,0.0655241040321879,0,0,0,0.244951220491422,0,0,-0.00762872381034181,0,0,0,0,0,0,0.0068263961217927,0,0,0,0,0,0,0,0,0,0,0,-0.0149828082723421,0.0154688088735367,-0.00669793632041444,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.253172285948347,0,0,0,0,0,0,0,0,0,-0.0116295481603561,0.0767092908306405,0.126198125144198,0,0,0,0,0.63723485865627,0,0,-0.115609673590782,0,0,0,0,0,0,0,0.0952213887773149,0,-0.0444373494986445,0,0,0,0,0.0504573209859821,0,0,0,0,0,0,0,0,0,0,0,0.0293498151901209,0,-0.116034654983031,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00877491738587866,0,0,0,0,0,0,0,0.143524690345108,0,0,0,0,0,0,0,0,0,0,0,0.0336153390891225,0,0,0,-0.070558417849758,0,0,-0.0658240994958283,0,0,0.0185525973547308,0.206276524110552,0,0,0.00961703076969147,0.0197287422191828,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.0886229870404503,0,0,0,0,0,0,0,0.273068890354492,0,0.201526835599023,0,0,0,0.0484903268877475,0.0444152828763518,0,0,0,0.0661727723011206,0,0,0,0,0.114077522069717,0,0,0,0.153365722798558,0,0.179145906347976,0.080041802906745,0,0.103761587750856,0,0,0,0,0,0,0,0,0,0,0,0.0186591880542856,0,0,0,0,0
X600585.SH,0,0,0,0.0813520418547465,0,0.0992925251656109,0,0,0.0377197584309101,0,0,0,0,0,0,0,0,0,0,0.101744308638531,0,0,0,0,0,0,0,-0.0371525444748741,0,0,0.195618951666585,0,0,0,0,-1.0842021724855e-19,0,0,-0.00135829668649925,0,0,0,0,0,0.0750934591095068,0,0,0,0,0,0,0.0451284855776483,-0.0493041601985814,-0.254515242461331,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.403271172815836,0,0,-0.0120142670858222,0.0443635726412603,0,0,0,-0.0105738275707859,0,0,0.0217992997438352,-0.0491655639929465,0,0,0,0,0,0,0,0,0.0171787728782335,0,0,0.0755104606622715,0,0,0,0,0,-0.0280391482119132,0,0,0,0,0,-0.111050158821578,-0.040347208260962,0.0119649188066273,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276006532522365,0,0,0,0.237420802784925,0,0,0,0,0.0156505723808439,0.0669863554810808,0,0,0,0,0,0,0,0.0314521281106491,0,0,0,0,0.118200924730636,0,0,0.17511879915932,0.0334853950790397,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0206212001741305,0.0252151884848815,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.336231873622728,0,0,0,0,0.0317417287162475,0,0,0,0,0,0.320973909568293,0,0,0,0,0,0,0,-0.00291100321897832,0,0.113599966181322,0,-0.0825925108236423,0,0.0289559504561946,0,0,0,0,0.0359974907116876,0,-0.00238103476128071,0,0,0,0,0,0,0,0,0,0,0,0.0436586901185733,-0.0272840102104057,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.208288926254733,0,0,-0.0434962707408752,0,0,0,0,0,0,0,0,0,0.122035800227076,0,0,0,0,0,0,0,0,0,0,0,0,0.0334969674107635,0.369522117157617,0.137529296683605,0,0,0.202461184020773,0,0,0,0,0,0,0,-0.063158437928497,0,0,0,0,-0.00513009108667009,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0.128427107466768,0,0.200896286498126,0,0,0,0,0,0,0,0,0,0,0,0,0.0240458385960326,0,0,0,0,0,0.136978845136905,0.141074949158184,0,0,0,0,0,0.0331065415664587,0,0,0,0.047522014368965,0,0.118007953335985,-1.73472347597681e-18,0,0.00638889578094484,0,0,0,0,0,0,0,0,0,0,0,0,0
