,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601600.SH,X601991.SH,X601898.SH,X002466.SZ,X600188.SH,X600688.SH,X600660.SH,X600362.SH,X600795.SH,X002460.SZ,X300072.SZ,X600547.SH,X601992.SH,X600886.SH,X600516.SH,X600111.SH,X600176.SH,X000786.SZ,X000898.SZ,X600027.SH,X000709.SZ,X002271.SZ,X600352.SH,X600299.SH,X000792.SZ,X000553.SZ,X000825.SZ,X000408.SZ,X600489.SH,X601158.SH,X601699.SH,X600219.SH,X600549.SH,X000883.SZ,X600808.SH,X000630.SZ,X600583.SH,X600315.SH,X002470.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.337161104669672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235593608771125,0.149051413414228,0,0.0241276668759448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146311090460311,0,0,0,0,0,0,0,0,0,0.146861764265346,0,0,0.0596623113267538,0,-0.0148980834661089,0.0161970981278615,0,0,0,0,0,0
X600028.SH,0.441794345601988,0,0.156104410177842,0,0,0,0,0,0,0,0,0,0.169527808086742,0,0,0,0,0,0.10606000882995,-0.045629415885831,0,0,0,0,0.117341958755733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122478710474244,-0.168382529774231,0,0,0,-0.0148057753949717,0.0108687337283837,0,0,0,0,0,0
X601088.SH,0,0.0853622637029248,0,0.219303067188909,0.00386680583956029,0,0,0.0411279145667198,0,0,0,0,0,0.00946865661273682,0,0,0,0,0,0,0,-0.0608103279685413,0,0,0,0.0524606575969173,0,0,0,0,-0.171341224674538,0,0,0,0,0,0,0.371369570183363,0,0,0,0,0,0,0,0,0,0,0.0212714837782868,-0.0159353293243947,0,0,0,0,0,0
X600019.SH,0,0,0.164837463570627,0,0.217358149657159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400119874728099,-0.0242248740087904,0,0.152215897199574,0,0,0,0,0,0,0,0.0179438530954127,0,0,0,0.230149272584012,0,0,0,0,0,0,0,0,0,0,0.0120690802471108,-0.0372295918246321,0,0,0,0,0,0
X600585.SH,0,0,0,0.505196478300028,0,0,0,0,0,0,0,0.155788480813409,0,0,0,0,0,0,0,0,0,0,0,0.191294850628211,0.0588895248302344,0,0,0,0,0,0.139720598738172,-0.228845717294541,0,0,0,0,0,0.082491928970728,0,0,0,0,0,0,0,0,0.0208397493170767,0,-0.0584498568564207,0.058092702942274,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233274547632597,0,0,0,0,0.177135586172951,0,0,0,0,0.0704885984773024,0.135405779508198,0,0,0,0,0.0324697063494377,0,-1.73472347597681e-18,0,0,0,0.0520992583926549,0,0,0,0,0.0290590963961601,-0.0421425451535357,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0844878172365344,0,0,0.0487821714325818,0,0,0.0809316467473475,0,0,0,0.158180367407767,0,0,0,0.0257705453622822,0.0120945924190196,0,0,0,0,0,0,0.0956431512171745,0,0.0343826171550246,0,0.0597456772653713,0,0,0.027883118206049,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.204261552035959,0,0,0,0,0,-0.331647801950711,0,0,0,-0.077916209824082,-0.0973389121786845,0,0,0,0,0,0.439451775828772,-0.122571153868379,0,0,-0.00671076468543628,0,-0.193209671086635,0,0,0,0,0,0,0,0,0,0,-0.467963072015158,-0.0254159861756099,0,0.179396806664047,-0.319154889477042,-0.403416705449854,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107688611553075,0,0,0.0956362062604705,0,0.0427588819293523,0,0,0,0,0.225959399239166,0,0.059409370605392,0,0,0,0,0.035411211255969,0.105392971964091,0,0,0.00470161501682845,0,0.0743265704027661,0,0.0291948577574963,0,0,0,0,0,0,0,-0.000486429964096381,0,0,0,0,0,0
X601898.SH,0,0.00427864877257053,0,0,0,0,0,0,0,0,0,0.0491568571831978,0,0,0.279400468254729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793969675631766,0,0,0,0,0,0,0,0.0193354979953194,0,0.164716299976277,0,0.0672120803167718,0,0.134867868579443,0,0.0427066407704616,0,0,-0.00143714179974243,2.16840434497101e-19,0,0,0,0,0,0
