,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X002466.SZ,X601600.SH,X000792.SZ,X002460.SZ,X600795.SH,X600111.SH,X601699.SH,X000708.SZ,X600010.SH,X600426.SH,X600362.SH,X000301.SZ,X000877.SZ,X000983.SZ,X600027.SH,X002271.SZ,X600803.SH,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X600176.SH,X000807.SZ,X000786.SZ,X000408.SZ,X000630.SZ,X600612.SH,X000932.SZ,X000933.SZ,X300037.SZ,X600219.SH,X002128.SZ,X600995.SH,X600348.SH,X600688.SH,X600157.SH,X000723.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.768037522703856,0.102402170415973,0,0,0,0,0,0,0,0,0,-0.218519665095923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.254148922633606,0,0,0,0,0,0,0,0,0.101437823621928,0,0.20086170003553,0,0,0,0,0,0,0,0,0,0,-0.0430388589238837,0,-1.73472347597681e-18,0.039666195584229,0,0,0,0.0300892975507779,0,0
X600028.SH,0.633908670788063,0,0,0,0,0,0,0,0.0709774996004329,0,0,0,0,0,0,0,0,0,-0.0715868885394571,0,0,0,0,0,0,0,0.0548802518707195,0.0147060387093908,0,0.137363142254735,0.0584571229965855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011490511521513,-0.139223588518311,0,0,0,0,0,0,-0.0137863935257237,0.00748607019437774,0,0,0.00912678584629724,0,0
X601088.SH,0.172148511722151,0,0,0,0.0786704793403351,0,0.200255219873588,0,0,0,0,0,-0.0286230908773692,0,0,0,0,-0.0567172782628695,0,0,0,0,0,0,0,0.0940109461853137,0,0,-0.0124446582211319,0,0,0,0.0205055746775059,0.0949077164090681,0,0,0,0,0,0,0,-0.181756421623518,0,0,0,0,0,0,0,-0.0276219898222102,0,0.00023035164200369,0.0109981129287004,0,0,0,1.73472347597681e-18,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694744378938846,0,0,0,0,0,0.123540990467962,0.185938670512077,0,0,0,0,0,0.117580503556743,0,0,0.0487359621940305,0.204973055115673,0,0,0,0,0,0,0.315314482241675,0,0.226715407869459,0,0,0,0,0,0.426174760413706,0,0,0,0,0.00844464810157079,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.215455233502943,0,0,0,0,0,0,0,0,0,0,0,0.241075331359452,0,0,0,0,0,0,0.118814657991078,0,0,0,0,0,0.0180842605052034,0.101204299144223,0,0,0,0,0,0,0,0.251269989017064,0,0,0,0,0.0401585611258871,0,0,0,0,0,-0.00397970128793613,1.73472347597681e-18,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.210814155999178,0,0,0,0.203266158619558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106235763510928,0.642900814497104,0,0,0.289976793444428,0.170531435336906,0,0,0,0,0,0.0568302977761274,0,0,0,0,0.0204022941113134,0.0119608722517193,0,0,0,0.0350608447217192,0,0
X601898.SH,0.0673039922712441,0,0,0,0.238855618445661,0.0349431871436498,0,0,0,0,0,0,0,0,0,0.00800831521212984,0,0,0.144132763461622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112510611278487,0,0,0,0,0.0402412821937083,0,0,0,0,0,0,0,0,0,0,0.00414216661084718,-0.0224027695164214,0,0,0,0.00708368916617829,0,0
X600011.SH,-0.00435029766120205,0,0,0,0,0,0,0,0,0.00400882263560339,0,0.221076268412395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281798203486256,0,0.0959585508780537,0,0,0,-0.0341677235613395,0.103467141536897,0,0,0,0,-0.0339191944131423,0,-0.136315235196613,0.012148341547268,0,0,0.0759949576223747,0,0,0,0,0,0,-0.00722697756689357,-0.00944400566786719,0,0,0,-0.0172794062493225,0,0
X600585.SH,0,0,0,0,0,0.0323727314949692,0,0,0,0,-0.104474584775226,0,0,0,0,0,0,0,0,0,0,0.0534124677284255,0,0,0.32851249165883,0.028736544927788,0,0.265904044122372,0,0,0,0,0,0.0270830816689767,0,0.0284478269568269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043050899186316,0,-0.0396811490320861,0,0,0,0,0
X600547.SH,0,0.119222142031484,0,0,0.0309449147359302,0,0,0,0,0,0,0,0,0,0,-0.0709991698497015,0,0,0,0,0,0,0,0,0,0.0111798706842775,0,0.0537363103268117,0,0.474113159171988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224064466983105,0,0,0,0,0,0,0
