,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X600688.SH,X601600.SH,X600547.SH,X600795.SH,X601991.SH,X600309.SH,X600362.SH,X600660.SH,X600188.SH,X601992.SH,X600886.SH,X600027.SH,X600157.SH,X600111.SH,X600489.SH,X600339.SH,X002466.SZ,X000898.SZ,X000709.SZ,X600299.SH,X000959.SZ,X601158.SH,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X002460.SZ,X000983.SZ,X000539.SZ,X002092.SZ,X000723.SZ,X000825.SZ,X000027.SZ,X600578.SH,X600021.SH,X601699.SH,X600098.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.289475237403829,0,0.0531677428674112,0.0203808377633603,0,0,0,0,0,0,0,0,-0.00666968917304517,0,0,0,0,0,0,0,0,0,0,0,0,0.0431968447823154,0,0,0,0,0,0,0,0,0,0,0,-0.0637236295024155,0,0,0,0,0,0,0,0.0365898127353881,0,0.0478832273039821,0,-0.00879892009912968,0.000942157994432507,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0419495264054075,0,0,0,0.0729599704165789,0.222350575923805,0,0,0,0,0,0.106825200344148,0,0,0.0435013665417284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0358361679887591,0,0,0,0.045656792554307,-0.0383346601619754,0,0,0.0217215355577681,0,0.000748827825554523,0,-0.0023867297974308,0.0102386928215558,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0951719932353636,0,0.0314547869382715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488803003136945,0,0.128602321184828,0.0783938473852348,0,0,0,0,0.0216638842622386,0,0,0,0,0,0,0.0554870697297789,0,0,0,0,0,0,0,0.0973259800480171,0,0,-0.00645884706369626,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.26704639299464,0,0,-0.139031282446898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191519108868088,0,0,0,0,0,0,0,-0.100946388193157,0,0,0,-0.0608292951621951,0,0,-0.0446387601937028,0,0,0,0,0,0,0,0.209612869959968,0.0220884291507897,-0.0214008824413943,0.288249772262038,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.360193827947182,0,0,0,0,0,0,0.0375150926347785,0.247497949341434,0,0,0,0,0,0,0.0106107673274895,0,0,0,-0.0502592754148802,0,0,0,0,0,0,0,0,0.059789440775863,0,0,0,-0.142010314104108,0,0,0,0,0,-0.0803485356350672,0,0,-0.00233466973473192,0,0,0,0,0,0
X600011.SH,0,0,0.00506640090057945,0,0,0,0,0,-0.00922804917581944,0,0,-0.136148482269293,0,0,0.13712775853878,0.0248353970277433,0,0,0,0,0.111499594009735,0,0,-0.12801959136949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0162648728247259,0,0,0,0.0444405410990064,0,0,0,0,0,0,0,0.0591431151296753,-0.023163832418723,0,0,0,0,0,0
X600010.SH,0,0,0,0.102151082394518,0.0342472549534869,0,0,0,-0.0394973017786754,0,0.120070923659755,0,0,0,0,0.0208105342954658,0.127096552838645,0,0,0,0,0,0,0,0.00734804896265809,0,0.203828601520384,0,0.119706639931414,0,0,0,0,0,0,0,0,0,0,0,0,0.0985113331801893,0.041517122967073,0,0,0,0.00718063173823801,0,0.0304577822371512,0,0,-0.00299772013006931,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291571361415964,0,0,0,0,0,0,0,0,0.0459843763486984,0,0,0,0,0,0,0,0.275557144640979,0,0.0659147939285206,0,0,0,0,0.260469719812434,0,0,0,-0.00477090794655275,0,0,0,0,0.0437801524635309,0,-0.00210097657821829,-0.00129471041887088,0,0,0,0,0,0
X300072.SZ,0,0.0562262034028241,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0234966951533308,0,0,0,0,0,0,0,0,0,0,0,0,0.105567981271841,0,0,0,0.168703959463744,0,0,0,0,0,0,0,0,0,-0.00109934881299557,0,0,0,0,0,0,0.0949591731865262,-0.0091531840122442,0,0,0,0,0,0
X600688.SH,0,0.433728383122101,0,0,0,0,0,0,0,0,0,0,0,0,0.0951031162271389,0,0,0,0,0.0488674330745212,0,0,0,0,0,0,-0.0808910380497527,0,0,0,0,0,0,0,0,0.142566307581362,0,0,-0.0884822130669931,0,0,0,0,0,0,0,0,0.0865358722070359,0,-0.0281594934394984,0.00187529954157417,0.000374582662945041,0,0,0,0,0,0
