,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600157.SH,X600362.SH,X600111.SH,X600027.SH,X600886.SH,X600188.SH,X000883.SZ,X600021.SH,X600352.SH,X600583.SH,X600309.SH,X000027.SZ,X601158.SH,X601992.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000060.SZ,X000792.SZ,X600808.SH,X000825.SZ,X002470.SZ,X600489.SH,X600660.SH,X002353.SZ,X000629.SZ,X600547.SH,X600307.SH,X002075.SZ,X600863.SH,X600578.SH,X600008.SH,X600098.SH,X000831.SZ,X002004.SZ,X600549.SH,X600219.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.694167002596907,0,0,0,0,0,0,0,0,0,0,0.0126217838852948,0,0,0,0,0,0,0,0,0.0788391406821863,0.142970943885462,0,0.034565949044909,0,0,0,0,0,0,0.00527301113068405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205469188374718,0,0,0,0,0.00405277423409359,0,0,0,0,0,0,0
X600028.SH,0.541857043500825,0,0,0,0,0.0492837720475035,0,0,0.0463559875189239,0.0918804508422167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071579966943917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114609471521521,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0381161264937098,0.263187504395247,0,0,0,0,0,0,0,0,0,0,0,0.0992824077982884,0,0,0,0,0,0,0.00957041873553214,0.225853001613367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00596156282065719,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0698991026177685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.262666289338666,0,0,-6.93889390390723e-18,0,0,0.0576340776855153,0,0.196257820512511,0,0,0,0,0,0.0217450008934103,0,0,-0.0452443514672449,0,0.11624948069029,0,0,0,0,0,0,0,0,-0.00701826508825527,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0291708092039486,0.110786710102565,0,0,0,0,0.0063273116422703,0.0812531582333881,0,0,0.0762618587727105,0,0,0,0,0,0,0,0,0,0,0,0,0.179368901073047,0,0,0,0,0,0,0,0,0.0862896796341726,0.211512279660879,0,0,0,0,0,0,0,0,-0.0059315511225271,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.00366330107658974,0.347500875805594,0,0,0,0,0,0,0,0,0,0.0452321604843191,0,0,0,0,0,0,0.197958150942365,0,0.196971406126249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00303760981655458,0,0,0,0,0,0,0
X600795.SH,0,0,0,0.036787757059269,0.0841182605346013,0,0,0,0.0472508319713578,0,0.0710406914429322,0,0.0794200768507051,0,0,0,0,0,0,0.162194263291235,0,0.013887722762772,0,0,0,0,0,0,0,0,0,0.0493305733735663,0,0,0,0,0,0,0,0,0,0.330448341371278,0,0,0,0,0,0,0,0,0,0,0.0176103762302494,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0164662019457093,0,0,0,0,0,0,0.246437427008498,0,0,0,0,0,0.0689454011844203,0,0,0.00417090611840588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901757983124521,0,0,0,0.136158589350059,0,0,0,0,0,0,0,0.00329147357784596,0,0,0,0,0,0
X601600.SH,0,0,0.177526882728469,0,0,0,0.0378740817427824,0,0,0.133650318140254,0.108629912466556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884932384919476,0,0.147269397973576,0,0,0,0,0,0,0,0,-0.00661809621881525,0,0,0,0,0.177649764177532,-0.173047741157577,0,0,0,0,-0.0232082470177545,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0702071794989945,0,0,0.0250475738770999,0,0.280688899462077,0.0192989731110201,0,0,0,0,0,0,0,0,0,0,0,0,0.0627163116858017,0,0,0,0.148888200150745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283399182695422,0.0907273239358675,0,0,0,0,0,0
