,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X601600.SH,X600188.SH,X601991.SH,X600027.SH,X600362.SH,X600489.SH,X600157.SH,X600111.SH,X600886.SH,X601992.SH,X600623.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X002075.SZ,X601158.SH,X600583.SH,X000723.SZ,X000709.SZ,X000883.SZ,X600352.SH,X000898.SZ,X000983.SZ,X000408.SZ,X600549.SH,X000539.SZ,X002470.SZ,X600176.SH,X000027.SZ,X002460.SZ,X000630.SZ,X600021.SH,X000060.SZ,X002407.SZ,X600612.SH,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0498101967675129,0,0,0,0.0425607276787824,0,0,0,0.0109219154001969,0,0,0,0,0,0.022425749686381,0,0,0,0,0,0.00609701072016905,0,0,0,0,0,0.113385161153436,0.0630092316463801,0,0,0,0,0,0,-0.0140323171379091,0,0.0424168183141246,0,0,0,0,0,0,-0.00730400099070186,0,0,0,-0.000695029021983849,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0329237785509969,-0.000935288054985706,0,0,0,0,0,0,-0.024948442518868,0,0,0,0,0.026765609305591,0,0,0.0481687036342772,0,0,0,0,0,0,0,0,0,0,0,0.102274824466235,0,0.0303079456402358,0,0,0,0,0,0,0,0,0,0,0.0271004505534729,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.174435809677083,0,0,0,0,0.0716195222862128,0,0,0,0,0.0306878468599634,0.0328406229815728,0,0,0.0146023644362591,0,0,0,0,0,0.0422001774424508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482538945867919,0,0,0,0,0,0,0,0,0.0416109316005795,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0670439483734691,0.011009840976727,0,0,0,0,0,0,0.0921544136623837,0,0,0,0,0,0,0.0957166416880095,0,0,0.0994041032928385,0,0,0,0,0.0194294180689892,0,0,0,0,0,0,0,0,0.0575747939700868,0.16350302241398,0,0,0,-0.0490879009978057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.00696159846725202,0,0.109684833374424,0,0,0,0,0,0,0,0,0,0,0.516475370229869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0334972932296252,0,0.0154417336068635,-0.0510445603413794,0,0,0,0,0,0,0.022276714536633,0,0,-0.0145518426904271,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.126181721730306,0,0,0,0.0246447355785234,0,0,0,0.0966721386752236,0,0.1173750873453,0,0.0385780543633222,0,0,0,0,0.0928633110587933,0,0,0,0,0,0,-0.101515141510999,0,0,0,0,0,0.0935701082477845,0,0.0348391292034482,0,0.054867420762707,0,0,0.0169621132343092,0,0,0,0,0,0,0,0.03486340920769,0,0,0.00465859176564974,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0660109381172033,0,0,0.063492890222242,0,0,0.109377689075407,0.00892837724939632,0,0,0.0455989922503616,0,0,0,6.93889390390723e-18,0,0,0,0.104884954852454,0.0191677152170392,0.00865424478833668,0,0.0484065180717198,0,0,0,0,0,0,0,-0.0139233543045957,0,0,0.00900618255210832,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0480111609511447,0,0,0,0,0,0,0,0,0.0465345035490122,0.0358808550807942,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0640396320445738,0,0.173300424416485,0.0424104831361674,0.106659003300106,0,0,0,0,0.036835276267855,0,0,0.0682663440089416,0,0,0.0435144878983361,0,-0.0193785104745534,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,-0.0151034624161086,0,0,0,0,0,0,0,0.251744418600529,0,0,0,0.00408868133381583,0,0,0,0,0.0372306230864725,0,0.0795219999649661,0,0.0569846769323095,0,0,0,0.0390659718137235,0,0.153953902664225,0,0,0,0,0,0,0.147744790260699,0,0.0781307893962448,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.412181567527272,0,-0.0305389692818386,0,0,0.306635041494183,0,-0.103926792997821,0,0,0.0491898192253796,0,-0.0358788214010417,0,0,0,0,0,0,0,0,0,0.0923109591502245,0,0,-0.0368605910756995,0,0,0,0,0,0,0.13793000502786,0,0,-1.0842021724855e-19,0,0,0,0,0.00662103569750156,0,0
