,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600027.SH,X600489.SH,X002460.SZ,X600111.SH,X600010.SH,X601699.SH,X600160.SH,X000983.SZ,X600426.SH,X600803.SH,X002466.SZ,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600985.SH,X000933.SZ,X002128.SZ,X000877.SZ,X000630.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X600096.SH,X002271.SZ,X600612.SH,X002353.SZ,X000932.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.400834885466205,0,0,0,0,0,0.122494474217871,0,0,0,0,0,-0.143441054107212,0,0,0,0.00965622840983636,0,0,0,0,0,0,-0.0837420971322691,0,0,0,0,0,0,0,0.139585738665061,0,0,0,-0.0284000115297676,0,0.00759867630174089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.149873319619687,0,0,0,0.0984337073217626,0,0,0,0.0872654192318046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170199611082767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0409593488798781,0,0,0,0,0,0.0783424027004442,-0.0255734873345621,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0488449046658766,0,0
X600028.SH,0.450148504075698,0.0422993642746923,0,0,0,0,0,0,0,0,0,0,0.0414322526681141,0,0,0,0.0574286330435751,0,0,-0.0556439295261368,0,-0.014496609413203,0.0360169418987896,0,0,0,0,0,0,0,0,0.0570808492717925,-0.0758905910383163,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0674735857123331,-0.0932965152099017,0,0,0,0.0199950765973204,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0949340260405594,0,0,0,0,0,0,0,0,0,0,0.0740570193388591,0,0,0,0,0.00306941372988818,0.0235945890008665,0,0.045279285848623,0,0,0,0,0,0,0.049969247985135,0,0,0,0,0,0,0.141566002859731,0,0,0,0,0,0,0.101136178858975,-0.140502342456555,-0.124190302175495,0,0,0,0,-0.029307004655927,0,0,0,0,0,0,0
X600188.SH,0,0.133473799936944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323875724981776,-0.0695574300219752,0,0,0,0,0,0,-0.0543275336664568,0,0.033048123630333,0,0.0893674974436991,0,0,0,0,0,0,-0.0621456658877747,0.0584209405825567,0,-0.122275644318147,0,0,0,0,0,0,-0.147372573814806,-0.015860296167145,0,0,0,0.0162452797462078,0,0
X601898.SH,0,0,0,0,0.13464431734499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903898147360566,0.0675492238340323,0,0,0,0,0,0,0,0,0,0.440144390266406,0,0,0,0,0,0,0,0.00542510188800575,0,0,0.206048989597116,-0.0654153417650378,0,0.0238913398965234,0,0,0,0,0.183241099882516,0,0,0,0,0.0326706562295056,0,0
X600019.SH,0,0,0,0.0651665243907537,0,0,0,0,0,0,0,0,0.0852469321957539,0,0,0,0.0284454628553172,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0393320404925514,0.153830293569491,0,0,0,0,0,0.0794265691052921,0,0,0,0,0.00859542467799854,0,0.0631299318496734,-0.0505140280320181,0,0,0,0,0,0,0.208718779637324,0.117590081145722,0,0,0,0.0381195957029021,0,0,0,-0.0650823238589319,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331103593350717,0,0,0,0.390966989095628,0,0,0,0,0,0,0,0,0,0,0,0.0745462641274631,-1.73472347597681e-18,0,0,0,0.0837149257417787,0,0,0,0,0,0,0,-0.0659157973694848,0,0,0,0,0,0,0,0,0,0.0678391985807884,-0.0231149283136156,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0541038455177529,0,0,0,-0.0531322372903103,0,0,0,0,0.0874683100695192,0,0,3.46944695195361e-18,0,0,0,0.11147465627178,0,0,0.183218257973507,0,0,0,0,0.189314988346452,0.0291227074572989,0.172088248486807,0,0,0,0,0,0.180187926867818,0,0,0,0,0,0.16403329278965,0,0.16240949257741,0,0,0,0,0,0,0,0,0.0199588069041468,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258921030608035,0,0,0,0.0609746628939678,0,0,0,0,0.0302395440917581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0876461972462029,0,0,0,0,0,-0.201142770135421,0,-0.0121096517782148,0,0,0,-0.0374457871623557,0,0
X600585.SH,0,0,0,0.207763013224662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146505285345275,0,-0.00497459677318609,0,0,0,0,0,0,0.232636080211549,0,0,0.0514635202553196,0,0,0,0.0389734740062828,0,-0.0605121230090196,0,0,0,0.060004690387358,0,0.0632281810460227,0,0,0,0,0,0.0287920704456639,-0.0548585918556783,-0.0719286417350901,0,0,0.0847780808744034,0,0
