,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X000877.SZ,X002271.SZ,X002466.SZ,X601898.SH,X000708.SZ,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X000301.SZ,X600660.SH,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000723.SZ,X000786.SZ,X600096.SH,X600803.SH,X601699.SH,X000983.SZ,X000408.SZ,X600219.SH,X600795.SH,X600801.SH,X601991.SH,X000807.SZ,X000932.SZ,X600295.SH,X000630.SZ,X600141.SH,X600486.SH,X000825.SZ,X600985.SH,X600489.SH,X000959.SZ,X002080.SZ,X002353.SZ,X600688.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.292461092750568,0,0,0.15214696021972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159739923670591,-0.00844634892564178,0,0,3.46944695195361e-18,0,0.0879483847565662,0,0.0869681577684636,0,0,0,0,0,0.0933189947712228,0,0,0,-0.00331479734525924,0.115431969264834,0,0,0,0,0
X601088.SH,0.141652797777428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146931873254226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304373045006874,0,0,0,0,0,0.172527333134224,0,0,0.0331709413959828,0,0,0,0.0712314653801314,0,0
X600028.SH,0.0710699932058379,0,0,0,0,0.0169259096362411,0,0,0,-0.0551254766243668,0,0,0,0,0,-0.00152819716414515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378136979995834,0,0,0,0,0,0,0,0,0.00441933932852599,0,0,0,0,0,0,0,0,0.293387973459484,1.73472347597681e-18,0,-0.0105120135309369,0,0,0,0,0,0,0
X600309.SH,0,0.076149214889198,0,0,0,0,0,0,0,0,0,0,0,0,0.167886647686158,0,0,0,0,0.202116973774595,0,0,0,0,0,0,0,0,0.0119219140414943,0,0,0,0,0,0,0,-0.0168418923206137,0,0,0,0,0.11399956326939,0,0,0,0.0799489168665452,0,0.0219644874532468,0,0,0,-0.011930063665426,0.0263251741522949,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101346993202278,0,0,0,0,0,0,0,0.0977209708368699,0,0,0,0,0,0,0,0.446801620345242,0,0,0,0,0,0,0,0.0168561243602209,0,0,0,0,0,0.00409764913223869,0,0,0,-0.00229827713926101,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0844393791463363,0,0,0,0,0,0,0,0.00904689815364845,0,0,0,0,0,0,0.146451325636596,0,0,0,0,0,0,0,0,0.332150141944608,0,0,0,0,0,0,0,0,0,0,0.0270013400560964,0,0,0,0,0,0,0,0.232610054045797,0,-0.0426034810455009,0.0804615601946411,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.1643450776708,-0.0746223109244742,0.173713741963934,0,0,0.35896723183412,0,0,0,0,0,0,0,0.0288847586691252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104834575338376,0,0,0,0.195659711355475,0,0,0,0.204162208054485,-0.00345179993291208,-0.0181229462189018,0,0,0,0.0364517455795229,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.280666044841328,0,0,0.190548459167961,0,0,0,0,0,0,0,0,0,0,0,0,0.38479298663747,0,0.193174123232157,0,0,0,0,0.0234281971718581,0,0,0,0,0,0,0,0.0491570779179127,0,-0.305978544572277,0,0,0,0,0,0,0.0371998805986303,0,0,-0.00814265333669335,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0325224911203909,0,0,0,0,0,0.0406567339705107,0,0,0,0,0.145474264427369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20532451132762,0,0,0.303909099841225,0.0057447564122564,0,0,0,0,0,0,0,0,0,0,0.00449914517377577,0,-0.000694356813832912,-0.00968786761766552,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.017267137447514,0.194761276661766,0,0,0,0.0681647459456762,-0.07213995839712,0,0,0,0.0562613469691228,0.192379093675715,0,0,0.260265851543915,0,0,0,0,0,0,0.0116008593672551,5.42101086242752e-20,0,0,0,0,0,0,0,0,0.110853066772521,0,0,0,0.04289842748791,0,0,0,0,0,0,0,0,0,0,0.0891539803827786,-0.00612934125750943,0,0,0,0,0,0
