,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X000708.SZ,X601991.SH,X600362.SH,X600352.SH,X600795.SH,X600688.SH,X000723.SZ,X600801.SH,X600111.SH,X600027.SH,X601992.SH,X600516.SH,X002271.SZ,X600489.SH,X000786.SZ,X002466.SZ,X000898.SZ,X002460.SZ,X600299.SH,X600176.SH,X600426.SH,X600612.SH,X601158.SH,X000709.SZ,X000883.SZ,X002353.SZ,X000629.SZ,X600219.SH,X600583.SH,X000027.SZ,X000630.SZ,X600315.SH,X000553.SZ,X000825.SZ,X600985.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.00902880085347787,0,0,0,0,0,0,0,0,0,0,0.0509624880737035,0,0,0.0337912579890402,0,0,0,0,0.0419831090662046,0,0,0,-1.73472347597681e-18,0,0.0270676825001591,0.0743971258389971,0,0.0516506779201989,0,0,0,0,0.0569109600496085,0,0,0.0790067753718461,0,0,-0.0175585289459396,0,0,0,0,0,-0.00742685024753113,0.00799683799221443,0,0,0,-0.00460882160649178,0,0
X600028.SH,0,0,0,0,0.0544748309158416,0,0,0,0,0,0,0,0,0,0,0,0,0.000315560305167193,0,0,0.0911236898728299,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0235875879173989,-0.000776136104028297,0,0,0,0.0628681523145739,0,0,0,0,0,0,0,0,0,0,0,-0.00305996692153775,0,0,0.216891657407131,0,0,0,0
X601088.SH,0,0,0,0.406196989243041,0,0,0,0,0,0,0,0,0,0.0657664363050787,0.0173601454469358,0,0,0.0426601394024593,0,0,0.0122870690144046,0,-0.0106648504087476,0,0,0.0406914442706965,0.0449460507933823,-0.0264595910565957,0,0,0,0,0,0,0,0,0,0,0.0198072256233868,-0.012943811648631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000581311384683991,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127551460713291,0,0,-0.0607789766018512,0.51433935286012,-0.0621034274147489,0,0,0,0.0333371295420107,0,0,0,0,-0.0080572497505941,0.154932088953768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,8.67361737988404e-19,0,0
X600309.SH,0,0,0,0,0,0,-0.0962798337055449,0,0,0,0,0,0,0.040664956175064,0,0,0,0.0758469404344917,0,0,0.0355094994184955,0.121466686999147,0,0,0,0.0943670001061681,0,0,0,0,0,0.0916730922941794,0,0,0.079339873803002,0,0,0,0,-0.0228834923006623,0,0,0,0,0,0,0.0462457996005013,0,0,0,0,0,0,0,0,0,0.0114884384560824,0,0
X600019.SH,0,0,0,0,0,0,0,-0.06352143230081,0,0,0,0,0.14765270461104,0.0101677392916765,0,0,0,0.161936802089503,0,0.0666753638023859,0.00570934349702319,0,0,0,0,0,0,0,0,-0.0228610096420718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606759430426092,0,0,0,0,0,0.00439952764773127,0,0,0,-0.0131997663298316,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.298845021210959,0,0,0,0,0,0,0,0,-0.117542094964047,0.092912067798754,0,0,0,0,0.549861853296048,0,-0.0415534319436558,0,0,-0.0108479587277711,0,0,0.17875903784588,0,0,0,0,0,0,0,0,0,-0.205439727175215,0,0,0,0,0,4.33680868994202e-19,-0.0390487541694573,0,0,0,0.0448829041966375,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0639777240023917,0,0,0,0.106567687241453,0,0.360785768124052,0,0.0154946858515568,0,0,0,0,0,0,0,0,0,-0.0983488995703509,0.123714236175061,0,0,0.168008932773111,0.0592371127222937,0,0,0,0,0,0,0,-0.0328352560491525,0.0828321327479877,0,0.00398509104248881,0,0,0,0,-0.0188757634585633,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258180514842927,0.125014311703581,0,0.0053685364973352,0,0,0.0557160109790298,0,0,0,0,0,0.036568078491393,0.0190048180087358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0576152060764106,0.20998999713917,0,0,0.00743189386437982,0,0,0,0,-0.0136349723310385,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201341180933899,0,0,0,0,0,0,0.0849599621095432,0,0,0,0,0.00697513530234031,0,0,0,0,0,0.00139820547002631,0.0290076949459832,0.0337496528250556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171654858655128,0.0985299859536897,0,0,0.0258762973809237,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469267579578717,0,0,0.0644460681416467,0,0,0.122487172254347,0,0.0776852072987316,0,0,-0.242619461536018,0,0,0.0580258361487638,0.0159355809981061,0,0,0,0,0.0934841476628309,0,0,0,0,0,0,0,0,0,0,0.114909594993077,0,0,0.0589773452709891,0,0,-0.00812154274253799,0,0,0,0,0.0626569454359266,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0152569309636739,0,0,0,0.0192186094505772,0,0,0.0525889419134909,0.14345880334244,0,0.0307134446179239,0.0139389654284272,0,0,0.00638139640298918,0,0,0,0,0.0718284669219864,0,0,0.0415589054819659,0,0,0,0,0,0,0,0,0.182966442003166,0,0,0,0,0.134254723517805,0,0,0,0.0227392135842103,0,0,0,-0.00583391321082857,0,0
X600660.SH,0,0,0,0,-0.00609820341922558,0,0,0,0.143543748518038,0,0,0.0954364554611251,0,0,0,0,0,0,0,0,0.0280625987717273,0,0,0,0,0,0.136348446655305,0,0,0,0,0.0278698411955628,0,0,0.0459200311336743,-0.078530151803581,0,0,0,0,0,0,0,0.0859851054291002,0,0.119630944321366,0,0,0.0383129513856896,0,0,-0.0131762432144054,0,0,0,0,0.0418012750100685,0,0
X600188.SH,0,0,0,0,0,0,-0.128046288768652,0,0,0.320770209097815,0,0,0,0,0.109538862846395,0,0,0,0,0,0.0138331987989212,0,0,0,0,0.0166363674124691,0,0,0,0,0.083587317352006,0.0842133361103861,0.127041755079642,0,0,0,0,0,0,-0.0575537235484695,0,0,0,0,0,0,0,0,0,0,0,-0.00377224116076894,0,0,0,0,0,0,0
X000708.SZ,0,0,0.318313847762745,0,0,0,0.044723759442478,0,0,0,0.0785280558967426,0,-0.0888164597491528,0.307661823313362,0,0,0,0.24549759871444,0,0,0,0,0,0,0,-0.119298898996959,0.00685533892889805,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058834733469643,0,0,0,0,0,-0.0389182672816532,0,0,0,0,0,0.00187183307402125,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.034231971575447,0,0,0,0,0,0,0,0,0,0,0,0.0782233449486731,0.108484920729826,0,0.134265110003366,0.0597984817283165,0,0,0,0,0,0.0662253102010648,0.0143599954923436,0,0,0,0.216035803205562,0,0,0.109290062026674,0,0,0,-4.33680868994202e-19,0.0132289757290302,0,0,0,-0.00986214189724281,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689815829022641,0,0.217776368348019,0,0.153709762606283,0.0528131475143604,0.0340366567984546,0,0,0,0,0,0,0,0.0490580273109459,0.0824623379071893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130295515209747,0,0,0,0,-0.0239008115291615,0,0
X600352.SH,0,0,0,0.126020154788141,0.152820114830684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34155711585829,0,0,0,0,0,0,0,-0.0363788059199008,0,0,0,0.248664940169486,0,0.108274570425675,0,0,0,0,0,0,0,0,-0.305103363209535,0,0,0,0,0.174072823965861,0,0,-0.00568953206247281,0,0,0,0,-0.0042220148909731,0,0
X600795.SH,0,0,0,0,0.01929976883664,0,0,0,0,0,0,0,0,0.00727401238727933,0.0911080290354614,0,0,0,0,0,0.0372469030771791,0,0,0,0,0,0,0,0,0.0662945190009216,0,0,0.0302124803631223,0,0,0.0515806353379857,0,0,0,0,0,0,0,0,0,0,0.0549344576125376,0.00885701627173279,0,0,0,0.003451332645904,0,0,0,0,-0.00247883197126706,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0100098360640068,0,0,0,0.145767467077498,0,0,0,0,0,0,0,0,0,0,0,0.106582928500328,0,0,0,0,0.122958518724908,0.135203280457539,0,0,0,0,0,0,0,0,0,0,0.114078890230912,0.0413272060153514,0,0,0,0,0,0,0,0.000125811487612263,0.034260442014305,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0.490590782815445,0,0,0,0,0,0,0.896270565321539,0,0,0,0,0.387308189223783,0.107362089682142,0,0,0,0,0,0,0,0,0,0,0,-0.098467628843174,0,0,0,0,-0.0939760074190888,0.190671695756129,0,0,0.177412234347299,0,0,0.352569541918833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694863271214693,0,0
X600801.SH,0,0,0,0.638428829241092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354613490259859,0,0,0,0,0.0436008410530359,0,0,0,0,0,0,0.222239792332219,0,0.0393871768284827,0.0219104253166467,0,0,0,-0.0571718121689975,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381581037289328,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0139772474855456,0,0,0,0,0,0,-0.04688536006104,0,0,0,0,0,0,0.0212614036088106,0,0,0,0,0,-0.175110392983967,0.424294756568967,0.338900468502748,0.410228156744896,0,0,0,0,0,0,0,0,0,-0.202950297247416,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0240866669841201,0,0,0,0,-0.00694667326398143,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.170399561105489,0,0,0,0,0,0,0,0.0584115560084548,0,0,0,0,0,0.0552744624374108,0,0.10976801944783,0,0,0.138015159852831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232672738165393,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.0140013974115329,0,0,0,0.148785947635385,0,0,0,0,0,0,0.0994368404082976,0,0,0,0,0.202784645110976,0,0,0.0386475688187015,0,0,0.0179481445673679,0.00491491975178287,0,0,0,0,0,0,0,0,0,0,0.0125520108701576,0,0,0,0,0,0,0,0,0.0239347775795698,0,0,0,-0.0275405385115874,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.076097025622564,0,0,0,0,0,0,0,0.0360671567773291,0.0414087701621183,0.0393240318411709,0,0.486135164296335,0,0,0,0,0.219082415490388,0,0,0.119843794454666,0.0478997130544083,0,-0.151667049146309,0,0,0,0,0,0,0,0.0454721934852223,0,0,0,0,0.230912554737701,0,0,0,-0.0373683344815845,0,0,0,0.0364067178688059,0,0
X002271.SZ,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171506468585327,0,0.319614853202866,0,0,0,0,0,0.188449476011677,0,0,0,-0.01016705187952,0,0,0,-0.293762180479719,0,0,0,0,0,0,0,0,0,-0.0155219810936094,0,0,0,0.0953163580769134,0.150749449838667,0.0493716505805684,0,0,0,0,-0.130055858290958,0,0
X600489.SH,0,0,0,0,0,0,0.53401123804215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00807935305702188,0,0.041195387273319,0,0,0,0.189404389344758,0,0,-0.109944326012847,0,-0.0842665686624705,0,0,0,0.0879294009093192,0,0,0,0,0,0,0.0678676972048109,0.0212410610125381,0,0,0,0,0.130802953145849,0,0,0.012582111194264,0,-0.198884105041097,0,0,-0.0414470504012828,0,0
X000786.SZ,0,0,0,0,0.0658444090410399,0,0,0,0,0,0,0,0,0,0.081336053391324,0,0,0,0,0,0,0.207163518058242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378654018508552,0,0,0,0,0,0.0555608243489393,0,-0.0116397484801586,0,0,0,0,0,0,0
