,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X002466.SZ,X601992.SH,X600795.SH,X600362.SH,X600688.SH,X600111.SH,X600188.SH,X002460.SZ,X600547.SH,X601991.SH,X300072.SZ,X600516.SH,X600660.SH,X000898.SZ,X000709.SZ,X600886.SH,X600157.SH,X600027.SH,X600339.SH,X600808.SH,X600489.SH,X000959.SZ,X000408.SZ,X600549.SH,X000723.SZ,X000983.SZ,X600219.SH,X600352.SH,X002092.SZ,X601699.SH,X000807.SZ,X000553.SZ,X000630.SZ,X601158.SH,X000883.SZ,X000792.SZ,X000825.SZ,X600299.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136561569386766,0,0.0310219595162151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017331221846352,0,0.0272656148753865,0.0854906101650783,0,0,0,0,0,0,0,0,-0.0088757793922156,0.0190168642020555,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.119344095894497,0,0,0.0663277973041167,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0161427025238266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156712858843933,0.0923536525003024,0,0,0,-0.142738996433537,0,0,0,0,0,-0.0151181044863687,-0.0250655949684721,0,0.00265545933521918,0.00260762210201489,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,2.24952658273788e-05,0,0,0,0,0,0.232943825199191,0,0,0,0,-0.000217269305195771,0,0,0,2.8781517440993e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.24273361283012e-06,-1.61871263792925e-05,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0649903180125267,0.0378374038400623,0,0,0,0,0,0.0153228701656843,0,0,0,0,0,-0.0386617553317898,0,0,0,0,0,0,0,0.307509191300073,0,0,0,0,0,0.0628443757047684,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.226065821456938,0,0,-0.0756286398140046,-0.0162468432199168,0.00779492415528977,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676003282124029,0,0.0519083513555638,0,0,0,0,0,0,0,0,0.0341278154867809,0,0,0,0,0.165378951293881,0,0,0,0.107009600261689,0,0.0557004909444467,0,0,0.0923587497868247,-6.93889390390723e-18,0.047076045919891,0,0,0,0,0,0,0,0,0,-0.0132509661617054,0.0152466467222046,0,0,0,0,0,0
X600585.SH,0,0.31534056375716,0,0,0,0,0,0,0.180744920688357,0,0,0.0991136031261366,0,0,0,0,0,0.0248179814291935,0,0,0.0871256675886798,-0.119840790958152,0,0,0,0,0,0,0.202170586231599,0,0,0,0.0252933677400194,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157125740506438,-0.0453551601119359,0,0,0,0.0055757199408507,-0.0215891173071908,0,0,0,0,0,0
X601600.SH,0,0,0,0.307331330306804,0,0,0,0,0,0,0.0593007412612929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448683689624614,0,0,0,0.187079489838198,0,0.00462855188726634,0.0591155888477988,0,0,0,0.162754248091328,0,0,0,0,0,0.120514391622214,0,0,0,-0.0148479783277434,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0344977851360761,0,0,0.0392607350536596,0,-0.010022063418431,0,0,0.0148854053343509,0,0,0,0,0,0,-0.047213373804034,-0.0203522687400997,0.0574705383777056,0,0,0,0,0,0,-0.0685693098234971,0,-0.0181423655161704,0,0,0,0,0,0.075960019746592,0.143466948226514,0,0,0.00475932559720108,0,0,0,0,0,0.0322402621674729,0,0,0.0152694409398563,0.00580919040309734,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0378613177588744,0,0,0,0,0.0539454652625533,0,0,0.0234664553248779,0,0,0.119346691960115,0.0502908840006352,0,0,0,0.0191691932390501,0.291788738516887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101677029347777,0,0.0944429426305924,0,0,0,0,0,0,0,0,0,-0.00467559814892618,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0809250533966357,0,0,0,0,0,0,0,0,0,0.249785243725847,0,0,0,0,0,0.0924525993867851,0,0,0,0.0341663778912215,0,0.0485198892011383,0,0,0,0.00611962355018939,0.0239898408973382,0,0,0,0,0,0.0933483822520959,0,0,0,0,0,0,0,0,0,0,0
