,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X002466.SZ,X002271.SZ,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X600176.SH,X000786.SZ,X600011.SH,X600219.SH,X600886.SH,X000408.SZ,X000825.SZ,X300037.SZ,X600399.SH,X000932.SZ,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X002409.SZ,X000959.SZ,X600549.SH,X600486.SH,X000898.SZ,X000807.SZ,X002192.SZ,X600352.SH,X000027.SZ,X002145.SZ,X002407.SZ,X600489.SH,X000723.SZ,X601699.SH,X000630.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.070285132689422,0,0,0,0.0768385654369625,0,0,0,0,0,0.0467855334762591,0,0,0.0401705404111328,0,0,0,0,0,0,0,0,0,0,-0.0399934052459715,0,0,-0.0198787995151323,0,0,0,0.0753949883627876,0,0,0,0,0,0,0.0770972439132134,0,0,0,0.0503689874977483,0.0383439932171381,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0179064483083813,0,0,0,-0.0333085673642687,0,0,0,0,0,0,0,0.0647289859768567,0,0,2.16840434497101e-19,0,0.0294508912153153,0,0.0664307669696993,0,0,0,0,0,0,0,0,-0.0231089433011274,0,0,0,0,0,-0.00838426165238737,0.0178425166233138,0,0,0,0.0410835885758503,0,0,0,0,0,0,0,0.0301326844051629,0,0,0,-0.0108751328075462,0.0422057179228011,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0207396417603913,0,0,0,0,0,0,0,0.0959819734200012,0,0,0,0,0.198058450279507,0,0.163814615434115,0,0,0,0,0,0.0335641689425717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174893218138198,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.008536701566853,0,0,0,0,0,0
X601088.SH,0,0,0,0,-0.02512010308757,0.0396941838922775,0,0,0,0,0,0.0123491849883139,0,0,0.0401732964872011,0,0,0.229584031136045,0,0,0.0674336218879829,0.103476100022829,0,0,0,0,0,-0.0741582139193519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189917398759091,0,0,0,0,0,0,0
X002460.SZ,0,0,0.175873085025636,0,0,0,0,0,0.124018546472468,0,0,0,0.137966451642635,0,0,0,0,0,0,0,0,0.0586671457996874,0,0,0,0,0,0,0,0,0,0,0,0,0.0438207070731164,0,0.10640685732002,0,0,0,0.365693767548525,0,0.0091410186292403,0.0751339364641832,0.099403250936851,0,0,0.0679197898837684,0,0.112444417261792,0,0.0223195166430326,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.108787935301173,0,-0.0489395321288131,0.0478335234554824,0,0.0486911489221228,0.0869688686953441,0,0,0,0,0,0,0,0.170407110220372,0.105977488798896,0,0,0,0.0129847200913378,0,0.0112036421378871,0,0,0,0,0,0,-0.011144228139275,0.107959959523113,0,0,-0.087525422679044,0,0,0,0,0,0,0,0,0.00159785629849526,0,0,0,0,0.108532024398673,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0.292137571137173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00804339434910154,0.206737904885679,0,0,0,0,0,0,0.0329510866198256,0,0.306596864502487,0.0119183074904952,0,0.0633771710414757,0.132951633991148,0,0,0,0,0,0,0,0,0,0,0.00837513216368577,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455880948267698,0,0,0,0,0,0,0,-0.0196770120149589,0,-0.0653651263834997,0,0.0513178186387841,0,0,0,0,0,0.0828568414508793,0.116898088832002,0,0.371814914110113,0,0,0,0,-0.032337300928456,0.0196172435169053,0,0,0,0,0,0,0,0,0,0,0,-0.0831339840616742,0,0
X002466.SZ,0,0,0,0,0,0,0.213511679120919,0,0,0,0,0,0,0,0,0,0.130534568889022,-0.314726290795233,0,0,0,0,0,0,0,0.173190048665669,0,0,0.0679357364966668,0,0,0,0,0,0.0586541510907937,0,0,0,0,0.244722226778975,0.356187679411592,0,0,0,0,0,0,0,0,0,0,-0.274879167579391,0,0,0,0,0,0,0
X002271.SZ,0,0,0.00479793649762632,0,0.0951077310078899,0,0,0,0,0,0,0,0,0,0,0,0,-0.051490892742895,0,0,0,0,0,0,0.0220109687247964,0,0.130308060637623,0,0,0,0,0,0,0,0,0.0710408344405336,0,0.154165114498131,0,0,0,0,0,0.205620225437744,0,0,0,0,0,0,0,0.11207350842715,-0.0681457496809819,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,-0.0815557270579497,0,0,0,0,-0.0247794669484105,0.0307438616332063,0,0,0,0,0,0,0,0.00962240358196236,0.0808158141593945,0,0,0,0.0527464922900062,0,0.251686068321417,0,0.0567253430469117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12835848700378,0,0,0.0193234465117727,0,0,0,0,0,0,0,0,0.0421471599700165,0,0
X600010.SH,0,0,0,0,0,0,0.227810430179437,0.0664294247048589,0,0,0,0,-0.0180549488780774,0,0,0,0,0,0,0,0,0.0378430589465998,0,0,0,-0.0268550390585104,0,0,0,0,0,0,0,0,0,0.0646341098907692,0.153614163475859,0,0.186930681205576,0,0,0,0,-0.0310564847490956,0,0,0,0.0771873263804931,0,0,0,0.0930980470020639,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.118893132952714,0,0,0,0,0,0,-0.155068165364755,-0.0596528198763586,0,0,0,0.00307973958905512,0,0,0,0,0,0,0,0.138484579698046,0,0,0,0,0.176954801040623,0,0.106611885141474,0,0,0,0,0,0,0.0361276690188586,0,-0.202623004494797,0,0,0,0,0.479049490241878,0.188446168205622,0.175509705321097,0.0755642962789759,0,0,0,0,0,0
