,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X600660.SH,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X002460.SZ,X000786.SZ,X600688.SH,X600111.SH,X000723.SZ,X600176.SH,X600027.SH,X002271.SZ,X601992.SH,X002353.SZ,X002466.SZ,X600516.SH,X600299.SH,X000898.SZ,X600426.SH,X600583.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000027.SZ,X000553.SZ,X000629.SZ,X000630.SZ,X000792.SZ,X000825.SZ,X600808.SH,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.13311701504587,0,0,0,0,0,0,0,0,0,0.19143711753977,0,0,0,0,0.0133773858543129,0,0.0126809203538289,0,0.0965886765994864,0,-0.00657747824485822,0.0526016038773322,0,0,0,0,0.03259404662415,0,0,0,0,0,0,0,0,0,-0.0257018480196912,0,0,0,0,-0.0017000174775229,0.000552580842995214,0,0,0,-0.0220996724841424,0,0
X600028.SH,0,0,0,0,0,0,-0.00428087897294237,0,0.0397845839502619,0.069704223339087,0,2.16840434497101e-19,0,0,0,0,0.112909477028975,0,0,0,0,0,0,0,0.0315516897063784,0,0,0.0195578792479351,0,0.0566517018131183,0,0,-0.00406085307383013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211180749943289,0,0,-0.0207411922838203,0.00220672502931893,0,0,0,0.0127594817607882,0,0
X601088.SH,0,0,0,0,0,0.374744245925627,0,0,0.0203628040249274,0.0363822918969663,0.0711257162616023,0,0,0,0,0.06596382398903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117281217569204,0.0581348178954474,0,0.00656687007607897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00251461931321524,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.132360384424775,0,0,0,-3.46944695195361e-18,-0.040016644948149,0.0455124039375148,0,0,0,0,0.372318374167422,0,0,0,0,0,0.0985444988927797,0,0,0,0,0,0.0563617448084532,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208649432148442,0,0,0,0,0,0,0,0,0,0,-0.0246182099142164,0,0,0,0,0,0
X600309.SH,0,0,0,0.174125543441842,0,0,0.0423031304150558,0,-0.0739868157266632,0,0,-0.0834076192206147,0,0,0,0.0593902602078017,0,0,0,0,0,0,0,0,0,0.056615790088931,0,0.106453746467196,0,0,0,0,0.0491432373533595,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103801198053081,0,0,0,0,-0.0286224055618104,0.0124438314509645,0,0,0,1.73472347597681e-18,0,0
X600019.SH,0,0,0.167799739014847,0,0,0,0,0,0.0672633190106344,0,0.0114507781050611,0.0782621298938637,-0.113817685413057,0,0,0.0550478314062695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784848486355691,0,0.00420877176046669,0,0,0,0,0.0217834778191485,0,0
X600547.SH,0,0,0,0,0.184476534671226,0,0,0,-0.0131622537751511,0,0,0,0,0,0,-0.0366512366638935,-0.0695112485971638,0,0,0,0.016948271104395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14124778686016,0,0,0,0,0,-0.008603801178772,0,-0.0395481694157461,0,0.236518665393335,0,0,0,0,-0.0283851679042392,0.00170396485577098,0,0,0,-0.0401227010657658,0,0
X600011.SH,0,0,0,0,0.0466114871710139,0,0,0,-0.181672971518797,0,0,0,0,0,0,0,0.289046812276658,0,0,0,0,0,0,0,-0.0748929249491729,0.160323844135051,0.0482911785803521,0,0,0,0,0,0,0,0,0.18062615846004,0,0,0,0,0,0,0,0,0,0,0.00189897186057706,0,0,0,0,-0.0148479841696308,0,0,0,0,0.0421883983236715,0,0
X000708.SZ,0,0,0,0.178800579190334,0.111478866223092,0,0,0,0,0,0,0.584293648660795,0,0,0,0,0,0,0,0,-0.0916635833399477,0,0,0,0,0,0,0.0492118032197143,0,0.203904358818916,0,0,0.388734655870007,0,0,0,0.354337565659814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111423710685098,-0.0242433797366412,-0.153255103116759,0,0,0.0300025408664757,0,0
X601898.SH,0.665488750638074,0,0,0,0,0,0,0,0.0501414059846794,0,1.0842021724855e-19,0,0,0,0,0,0.135541625370966,0,0,0,0,0,0,-0.124554721185281,0,-0.0400954304955396,0,0,0,0,0.215639932993934,0,0,0,-0.0124420603877618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0027189642707085,0.07956658244729,0,0,0,0.0256460619748346,0,0
X600886.SH,0,0,0,0,0,0.0542244221553627,-0.0849064001409877,0,0.171053535901621,0,0,0,0,0,0,0,0.1997957338944,0,0,0,0,0,0,-0.204401590507678,0,0.134882535747355,0,0.0186994712819061,0,0,0.136299966893468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383549575004227,0,0,0.120323563858673,0,0,0,0,0,0,-0.0656125641571124,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.173407859221039,0.0438597289150151,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0428967071189341,0,0,0,-0.00354885392961621,0,0,0,0,0,-0.064544071224196,0,0,0,0,0,0,0,0,0,0,0,0,0.373882721042224,0,0,0.0317755025929163,0.0585084546226723,0,0,0,0.0553359929569378,0,0
X600660.SH,0,0,0,0,0.0296155906279463,0,0,0,0,0,0,0,0,0,0,0.0313891177812521,0,0,0,0,0,0.0403127518947841,0,0,0,0,-0.00751326424762272,0,0.0421134823780687,-0.0197229090761525,0,-0.0290364464121769,0,0,0,-0.121462470623103,0,0,0,0,0,0,0.0527399390013806,0,0,0,0,0,0,0,0,0,0.0128054765272254,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.088862321708959,0,0.0424822519579591,0,0.00840493163692673,0,0,0.0103077126818981,0,0,0,0,0,0,0,0,0,0,0,0,0.140840408203404,0,0,0,0.0234678373449394,0,-0.00673256178656575,0,0,0,0,0,0,0,0,0,0,0,0.134132377074566,0,0,0,0,0,0,0,0,0,-0.00215846019689752,0,0,0,0.0836154335298718,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0589784939959226,0,0,0,0,0.0985993261692317,0,0.0133583302387212,0,0,0,0,0,0,0,0.0268999770616588,0.0512803426816792,0,0,0,0.155592210300812,0.031086701349723,0,0.105218331360211,0,0,0,0,0,0,0,0,0,0,0,0,0.0229658357020898,0,0,0,0,0,0,0,-0.0154986305018147,0,0,0,0.00288758936186051,0,0
