,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X601600.SH,X600886.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X600027.SH,X601699.SH,X601991.SH,X600803.SH,X000983.SZ,X000786.SZ,X600995.SH,X000629.SZ,X000408.SZ,X600160.SH,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X600489.SH,X002080.SZ,X600378.SH,X600348.SH,X000933.SZ,X600141.SH,X600157.SH,X600688.SH,X000831.SZ,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.668471593227122,0,0,0,0,0,0,0.0367087107371909,0.175153793104842,0,0,0,0,0,0,0.0124570824713521,0,0,0,0.0837532813808217,0,0,0,0,0,0,0.00844123159679821,0.00392808849914621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310134809113692,-0.0225524360574014,0,0,0,0,0,0
X601088.SH,0.0190195772892109,0,0,0,0.403151734140503,0,0,0,0,0.0296245189364529,0,0,0,0,0,-0.0522099659771154,0,0,0,0,0,0,0,0.00479747012137708,0,0.0782798848847372,0,0,0,0.14259711875461,0,0,0,0,0.046512817508303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016781949299042,0,0,0,0,0,0
X600028.SH,0.569031727822419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147441436855689,0,0,0,0.0227118529442971,0,0,0,0,0.0338632636740613,0,0,0,0,0.0351311821780889,0.069764209720689,0,0,-0.0470102608031165,0,0,0,-0.0147507671861834,0,0,0,0,0,0,0,0,0,0,0,0.0286086032520555,0,0,0,-0.00781352659504342,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00993622116887657,0.227422461602007,0,0,0,0,0,0,0,0.222044222681004,0,0,0,0,-0.0142765346920623,0,-0.0896281387053957,0.264616434236271,0,-0.0995747757050166,0,-0.231349355640006,0,0,0,0.0951926972233779,0,0,0,-0.00404484728509496,0,0,0,0,0.0322566534800865,0,0,0.0107393071951805,-0.043211842427151,0,0,0,0,0,0
X600188.SH,0,0.798900605510184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139032289554576,0,0,-0.00442335805934471,0,0,0,0.0700213288802045,-0.139581387979442,0,0,0,0.0247382203042489,0.000266745950118475,0.0336781670617167,0,0,0,0,-0.0265242875028168,0,0,0,0,0,0,0,0,0,0.27613842374031,0,0,0,-0.0351764645252405,0,0,0.00176089272536973,0.0398059971964428,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16108359913741,0,0,0,0,0.434161024612,0,0,0,0,0,0,0.12258433038059,0,0.0336980320659549,0.175277954272735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186039516156147,0,0,0,-0.000133946517114485,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.449776603152505,0.12922382962681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00219116042458449,0,0,0,0,0,0,0,0.0619520878892413,0.000877053223613986,0,0,0,0,0.10093383192393,0,0.0187836197984872,0,0,0,0,0,0,0,0.00498333511664439,0.0312658306052117,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.534113513306088,0,0,-0.064523790126222,0,0,0,0,0,0,0,0,0.121851394100114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155550517438873,0,0,0,0,0,0,0.135149753562019,0,0,0,-0.0177404758368857,0.0476820100885501,0,-0.109551302890212,-0.0257039368800373,-0.0515739311605548,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.494390388404648,0,0,0,0,0,0.0526190476410331,0,0,0,0,0,0,0,0,0,0,0,0,0.0332384857691749,0,-0.0593267596170299,0,0,0,0.072952864516281,0,0,0,0,0,0,0,0.112960726233558,0,0,0,0,0,0,0,0,0,0,0.0421021926379737,-0.0250368346126352,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0843248041553998,0.0316111723720097,0,-0.0191521644530454,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.325364972114086,0,0,0,0,0,0,0,0,0,0,0,0.147333591248594,-0.144270958576694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147785688115687,0,0,-0.00275053135572201,0,0,0,0,0,0
X601898.SH,0.0227682294942542,0,0,0,0.112774071002499,0,0,-0.024633282557831,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.179352080762007,0,0.178479843714694,0.273765433864864,0,-0.0406009669697841,0.0196136678433998,0,0,0,0,0,0,0,0,0,0.0498223353670847,0,0,0,0,-0.00657374733153489,0.168229341767366,0,-0.0149478284746588,-0.0256343383850505,0,0,0,0,0,0
X600011.SH,0,0,0,-0.104554207469,0,0,0,0,0,0,0,0,0,0,0.054475786672685,0,0,0.113174673714938,0,0,0.597030228436965,0,0,0,0,0,0.217586375382547,0,0.348043875923392,0.0607491491845701,0,0,0,0,0,0.222824408979835,0,0,0,0,0,0,0,0,-0.214926319872359,0,0,0.149095171180457,0,0,0,-0.00912119639204821,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0376889021882559,0.198323744061349,0,0,0,0,0,-0.0279893823552912,0,0,0,0.041783540660923,0,0,0,0,0,0,0,0,-0.0639385359787171,0,-0.00954091019867118,0,0,0,-6.93889390390723e-18,0,0.0499827765430997,0,0,0,0.286511006885744,0,1.0842021724855e-19,0,0,0,0,0,0,0.245534349639178,0,0,0.00400344496102816,0.0457019759221901,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0766362248025357,0,0.0952347658199797,0,0,0,0,0,0.0680751555505767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512692640046969,0,0.188061350584466,0.0377775913689516,0,0,0,0,0.0475079945569521,0,0,0,0,0.0272926484402232,0,0,0,0,0,0.151311671953648,0,0.038097631946848,0,0,0,0,0,0,0,0
X600010.SH,0,0.00584362284964223,0,0,0,0,0,0,0,0,0,0,0.12778455613219,0,0,0,0,0.00799868381683258,-0.0842805202719202,0,0,0,0,0,0.0850125735058159,0,0,0,0,0,0,0,0,0,0,0.00573141334056337,0,0,0,0,0,0,0,0,0,0,0.293477713396817,0,0.151956273653734,0,0,0.0119791062793371,0.0529180312460734,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.54621134528695,0,-0.604901119459427,0,0,0.40892909422819,0,0,0,0,0.0682351865896271,0,0.170533854121072,0,0,0,0,0,0.434397982790681,0,0,0,0,0,0,0,0.0977844889229225,0,0,0,0.082991824047959,0,-0.247436770014266,0,0.063573679976299,0,0.0540485325039308,0,0,0,0
X000708.SZ,0,0,0,0,0,0.386447712440657,0,0.027322642676166,0,0,0,0,0,0,0,0.0309128345434828,0,0,0,0,0,0,0,0,0,0,-0.0184126959125677,0,0,0,0.0714020157238885,0,0,0,0,0,0,0,0,0,0,0,0.113815176999907,0,0,0,0,0,-0.0362025155769556,0,0,-0.0274442255427555,-0.00316230914247671,0,0,0,0,0,0
X600547.SH,0,0.0798463682587317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269386529504577,0,0,0,0,-0.0233324292953496,0,0,0.0585812146353882,0,0,0.103519468642625,-0.0452590706609148,0,0,0,0,0,0,0,0,0,0.904639428155822,0,0.000604744960843472,0,0.0192019098688082,0,0,0,0,0,0,0.00879057992510302,-0.0570046547752983,-0.114275861162496,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.101496695537514,0,0,0,0.0134232977445238,0,0,-0.0311108391937394,0,0,0,0,0,0,0,0,0.16403949723604,0,0,0,0,0,0,0,0.645872300496352,0,0,0,0,0,0,0,0.0128104876177147,0,0,-0.0423725055376676,0,0,0,0,-0.140869890373118,0,0,-0.106761418919404,-0.0146771051092979,-0.00919813230405802,0,0,0,0,0,0
X601600.SH,0.0503100579858407,0,0,0,0,0,0,0,0,0.0952708378802857,0,0,0,0,0,0,0,0.0317974411348444,0,0,0,0.00429893178546456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317548876465017,0.223845843522874,0.0735921576050664,0,0,0,0,0,0,0,0,0.243393078773215,0,-0.00948646977754242,-0.000974359768927413,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.00574590064067413,0.113036164294774,0,0,0,-0.231922359426464,0,0,-0.0730130509263067,0,0,0,0,0,0,0,0.133996755282539,0.0662925167130057,0.0515910923181427,0,0,0,0,0.0621184669789164,0,0,0,0,0,-0.0324502670896858,0,0,0,0,0,0,0,0,0,0,0,-0.0157408566991819,-0.00761367279603667,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.21772933878392,0,0,0,0,0,0,0,0,0,0.0794591569866619,0,0.144200219015408,0,0,0,0,0,0,0,0,0,-0.0278246764707555,0,0,0,0.191557979488693,0,0,0,0,0,0,0,0,0,0.055172699941684,0,0,0,0,0,0,0.00464676092438634,0.271386389686929,0,-0.00824510233694188,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0317914848731154,0,0.011009160423792,0,0,0,0,0.190282567413274,0,0,0,0,0,0,0.0503260599988643,0,0,0,0,0,0,0,0.238773590093584,0,0.320565234649821,0,0,0,0,0,0,0,-0.0724080362857129,0,0,0,0,0,0,0,0,0,0,0,-0.102459532470363,0,0,0.0400567956807553,0.0453843605313358,0,-0.895554976893253,0,0,0,0
X600426.SH,0,0,0,0.0996080844578991,0.0868300187847066,0,0,0,0.0529468742556286,0,0,0.0113975898670157,0,0,0,0.0819662036431012,0,0,0,0,0,0,0,0,0,0,0.0663673406442782,0,0,0,0.0938253696786039,0.316915678957256,0,-0.165035504678017,0.0763347410184303,0,0.0537861464463561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458685325389264,0.0532692172407604,0,0,0,0,0,0
X600362.SH,0.0371185656849769,0,0,0,0,0,0,0,0,0,0.0683543639514726,0,0,0,0.0516208266807318,0,0,0.1379848616943,5.42101086242752e-20,0.0428148102653251,0,0,0,0,0,0,0,0.000257046891555969,0,0,0,0,0,0.0196362130921989,0,0,0,0,0,0.233803965064415,0.237584608826403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.11443198864054,0,0,0,-0.203055455740131,0,0,0.130525170853383,0,0,0,0,0,0,0,0,0,0.596726399863384,0,0,0,0,0,0,0,0,0,0.235455517387748,-0.108572553441648,0,0,0,0,0,0.0368121367668424,0,0.00873986567287595,-0.0279311611936761,0.0160454447019532,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0.428023747282469,-0.270769875301027,0,0,0,0,0,0,0,0.144641306184788,0,0.115624934934587,-0.0662678340311747,0,0,0,0,0.18722859584618,-0.0651497774104321,0,0,0,0,0,0,0,0,0,0,0,0.14608007829685,0,0,0,0,0,0,0,0,0,-0.0547407146904445,0.0489961753635631,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.344488526688707,0,-0.0482662076766196,0,0,0,0.121370344389511,0,0,0,0,0.0305836360039361,0,0,0.0206442251811594,0,0,0,0,0,0,0,0,0,0,0.0184172409124072,0,0,0,0,0,0,0.099167366850196,0,0,0,0,0,0,0.106059625956811,0,0,0,0,-0.236575916200414,0,0,0,-0.00655419885170556,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.116381691257168,0,-0.188963566726997,-0.0960334834474243,0,0,0,0.403332912517748,0,0,0,0,0,0,0,0,0,0,0.56943406202637,0,0,0,0,-0.29599443904036,0,0,0,0,0,0,-0.121555391633337,0,0,0,0,0,0,0.138929895818918,0,0.0105786938081607,0.14679352782012,0,0,0,0,0,0.216329176082398,-0.0149080867832999,0.0482422227050451,0,0,0,0,0,0
