,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X002271.SZ,X600011.SH,X600886.SH,X600660.SH,X601600.SH,X601898.SH,X600362.SH,X600801.SH,X600010.SH,X600188.SH,X600489.SH,X600111.SH,X600352.SH,X601991.SH,X002466.SZ,X000786.SZ,X600688.SH,X600795.SH,X600027.SH,X600176.SH,X601992.SH,X600299.SH,X600529.SH,X600426.SH,X002409.SZ,X600126.SH,X600612.SH,X002353.SZ,X002080.SZ,X600315.SH,X000723.SZ,X600516.SH,X002075.SZ,X000301.SZ,X600219.SH,X000027.SZ,X000932.SZ,X000898.SZ,X000883.SZ,X000959.SZ,X601158.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0150635812304644,0,0,0,0,0,0.0791326747466572,0,0,0.0270985179370353,0,0,0.127001592922529,-0.0256599917367954,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0899279983855229,0,0,0.0223494007361555,0.033931442536044,0,0,0,-0.00130596449046357,0,0,0,0,0,0,-0.000316699466887002,-0.00885772893580566,0,0,0,0,0,0
X600028.SH,0,0,0.0664873107538772,0,0,0,0,0,0,0,0,0,0,0,0,0.0421661901621016,0,0,0,0,0,0,0,0,0,0.100599105936843,0,0,0.0491246768861806,0,0,0,0,0,0.00848500525798225,0,0.0303986910877064,0,0,0.0860002663982053,0.0187888089373517,0,0,0,0,0,0,0,0.0562627127054018,0,0,0,0.00259635518014533,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0907777695910207,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0108944239585328,0,0,0,0,0.151968623365895,0,0.104924631196781,-0.011981367077758,0.12666440445325,0,0.0417024875717885,0,0.0454983793627277,0,0,0.0479800455329358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0519887283673505,0,0.0996839901701125,0,0,0,0,0,0,0.538996549336192,0,0,0,0,0,0,0.00799372387567485,0.00545229214606415,0,0,0,0,0,0,0,0,0,0,0.0618559467439846,0.000695932941001729,0.0400947872338132,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0418106174764218,-0.00532953828047099,0.00604590481425048,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0236324172080968,0.0788692141108823,0,0,0.208858580624878,0,0,0,0.00987480247909796,0,0.0518353706247517,0,0,0,-0.0592754427882946,0.0554797192061299,0.00378252808007215,0.0441753534557611,0,0,0.0926093962692076,0,0,0,0.231034179006907,0.0731795458929621,0,0,0.0347312187917311,0,0,0,-0.0687991926962937,0.0201137105399558,0,0,0,0,0,0,0,0,0,0,-0.00555900982368387,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0718051553133036,0,0.0733202458706637,0,0,0,0,0,0.205337651481461,0.0980856929961176,0,0,0.590069271142903,0,0,0,2.16840434497101e-19,0.0273517929821152,0,0,0,0,0,0,0.133341317585328,0,0,-0.0702078277847984,0.160945055877776,-0.205086182673319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084704595863542,-0.0271557736017108,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.101667741531173,0,0,0.00893299051443294,0,0,0,0,0,0.292851214323952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654726236575218,0,0,0,0,0,0,0,0,0,0,0.0273894409873404,0,0.000344455401731767,0,0,0,0,0,0,0,0,-0.0128340130914773,0,-0.000252025565400188,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466683708060018,0,0,0,0,0,0.0385681592104251,0,0,0,0,0.0491051078464178,0,0,0,0,0,0,-0.0913405517617315,0,-0.0357844632529188,0.0286200254666954,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00209492901880706,0,-0.0563452728323005,-0.0168251022342063,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0556709001208114,0,0,0,0,0,0.141259731745835,0,0,0,0,0,0,0,0,0,-0.0300686178742284,0,0,0.051330643782765,0,0,0,0,0,0,0.308396342423358,0.157354628605249,0,0.172753650459825,-0.0120586124777221,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.379864240663427,0,0,0,0.123609913879709,0,0,0.00829484113002882,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.182668940554536,0,0,0,0,-0.0752024772080959,0,0,0,0,0,0,0,0,0,0.0938836486260555,0,0,0,0,0.0919196028282065,0.129614628220863,0,0,0,0,0,0,0.182051467847687,0,0,0,0.0385438644997768,0,-0.0362028955245005,0.0583092872578891,0,0.0117067473431308,0,0,0,0,0,0,0,0,0,0,-0.00605212659176694,-2.16840434497101e-19,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0914179970447868,0.0707149095742129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283893409776001,0,0,0,0.0323228571673517,0.0143475242232327,0,0,0,0,0.0143089023616615,0,0,0.0179075238025168,0,0.081960363870751,0.00821576636732183,0,0,0,0,0,0,0,0,0,0,0,-0.0143673818547527,0.0280526755876829,0,0,0,-0.0425116225239363,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.101842313881278,0.152036339292569,0,0,0,0,0,0,0,0,0,-0.014560646975893,0,0,0,0.166142382779096,0.0969066882364464,0,0,-0.00819653544182792,0,-0.0439064773447759,0,0.0163106420270058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0266981879853813,-0.000920560663361039,-0.0066484041748154,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.223754815629466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103847345941833,0,0,0,0,0,0,0,0,0,-0.0215068749109438,-0.0260749443915075,0,0,0.0278962755028424,0.0102332786285074,0,-0.0206068970181899,0,0,0,0,0,0,0,0,0,-0.00157991274125542,0.0323386207300223,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.122715710065046,0,0.0117839109360948,0,0,0,0,0,0,0,0.149682714801893,0,0,0.170812056894675,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107863727012974,0,0,0,0,0.0576306783608219,0,0,0.164826465411642,0.140250119037002,0,0,0,0,0,0,0,0,0,0,0.00133871188063072,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0606176030220224,0,0,0,0,0,0,0,0,0,0.184153497064426,0,0,0.323211446864427,0,0,0,0,0.00535923930290102,0.0234425057114985,0,0,0,0,0,0,-0.097299874254738,0,0,-0.0326537879123679,0,0,0,0,0.0111649911697522,0,0,0,0,0,0,0.0120217699302624,0,0,0,0,-0.000618287765355321,0.00639195253770692,0,0,0,0,0,0
X600362.SH,0,0,0,0.0278014337154687,0,0,0,0.158011402910126,0,0,0,0,0,0.00449877770089083,0,0,0,0.0671818057304778,0.220309584079492,0,0,0,0,0,0.0100598716851884,0,0,0,0.00641144219364205,0,0,0,0,0,0.0697843808827636,0,0.0782069400907643,0,0,0,0,0,0,0.173961874273135,0,0,0,0,0,0,0,0.00688504972391786,0,0,0,0,0,0,0
