,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X002466.SZ,X601992.SH,X600516.SH,X600176.SH,X600299.SH,X000629.SZ,X002460.SZ,X000709.SZ,X600808.SH,X600352.SH,X600801.SH,X300072.SZ,X600219.SH,X000825.SZ,X600339.SH,X600489.SH,X002110.SZ,X601158.SH,X600583.SH,X000553.SZ,X000786.SZ,X601699.SH,X600426.SH,X000883.SZ,X000932.SZ,X000301.SZ,X002271.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0437651454534119,0,0,0,0,0,0,0.215139727018765,0.0938986560793168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00867771497058466,-0.00237324721792604,0,0,0,0,0,0,0,0.236464792646757,0,0,0,0.00626539808823542,0,0,0,0,0,0,0.308536606233973,0,0,0,0,0.0519702681440168,0,0,0,0,0,0
X600028.SH,1.73472347597681e-18,0,0,0,0.25564041065331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.0269637251283335,0.072148068477254,0,0,0,0,0,0,0.0110966918880972,0,0,0,0,0.1689262357776,0.081154675003406,0,0,0,0,0.0737349699239362,0,0,-0.0258280046369474,-0.00366646680183284,0,0,0,0,0,0,0
X601088.SH,0.0552546628357765,0,0,0,0,0,0,0,0.191325818968231,0,0.004509655442991,0,0.0189038406093775,0,0.0945714244951273,0,0,0,0,0,0,0,0,0,0.0685501515455412,0,0,0,0,0,0,0.0722881791952793,0,0,0,0.0540653662132006,0,0,0,0,0,0,0.0564161043963907,-8.67361737988404e-19,0,0.0748482968660921,0.0389378801762076,0,0,0,0.00346530721477288,0,0,0,0,0,0,0
X600585.SH,0,0,0.0923721572328235,0,0,0.078819560712653,0.0874535570830663,0,0,0,0,0,0,0,0,0,0,0,0.0928153316014146,0,0,0,0,0.0153464490210899,0,0,0.0364080972997516,0,0,0,0,0.531776299355467,0,0,0,0.0764942200532134,0,0,0,0,0,0,0,0.0129715509515425,0,0,0,0,0,0,0,0.00719142685730629,0,0,0,0,0,0
X600019.SH,0,0,0,0.112999537126885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540542306093415,0,0,0.0207291952592253,0,0,0,0,0,0,0,0,0,0.0284158373594978,0,0,0,0,0,0,0,-0.0249572887002425,0,0,0,0,0,0.0546724688509685,0,0.122115684934141,0,0,0,0,0,0,0,0,0.0334724091784597,0
X600011.SH,0,0,0,0.0402406714807368,0,0,0.0815639293711059,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0682961699750329,0,0,0,0.760935208549584,0,0,0,0,0,0,-0.0259469282131204,0.0304467058281788,0,0,0,0,0,0,0,0,-0.0708822504715443,0,0,0,0,0,0,0,0,0,0,0,0.0275110061105531,0,0,0.0386916116139118,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0735263470159997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639321740002628,0,0.0189422839526178,0,0,0,-0.409938069711412,0,0,-0.150587549153287,0,0,0,0,0.223250604273457,0,-0.430565001575723,0,0,0,0,0.0758184615748305,0,0.334687329273069,0,0,0,0,0,-0.149369897522921,0,0.0262102179422777,0,0,0,0,-0.0673667160164749,0
X600010.SH,0.116752412653799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281537540191776,0,0.16550641752234,0.0703104597459008,0,0,0,0.00265771704014618,0,0,0,0,0.0027861515938923,0,0,0,0.0397416189234934,0,0,0,0.0632876226549876,0,0,0,0,0,0.13994921597654,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0.02494174419848,0.028725281560198,0.320144420264399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043337880736903,0,0,0,0,0,0,0,0,0,0,0,-0.024779934259314,0,0,0.0713695717616568,0.1028792720982,0,0,0,0,0,0,0,0,0,0.275485198758981,0,0,0,0.0358457189969562,-0.0692878543150942,0,0,0,0,0,0
X601991.SH,0.005202211348263,0.0536175442298133,0,0,0,0,0,0,0.131109997386089,0,0,0,0,0.0762445100126634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0724926202407339,0,0,0.0460236883344488,0,0,4.33680868994202e-19,0,0,0.00531016661597191,0,0,0,-0.0249210177919251,-0.0151753103526075,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0889794236653609,0,0,0,0,0,0,0,0,0.0275898339770511,0,0,0,0,0,0.0482407722412702,0,0,0,0,-0.0104132560936421,0,0,0,0,0,0,0,0.244603561736519,0,0.500576695368901,0,0,0.0126238582565159,0,0,0,0,0,0,-0.0287846167509273,0.0193605631150204,0,0,0.0374916870171995,-0.0415370100171265,0,0,0,0,0,0
X600688.SH,0.147964152051368,0,0,0,0,0,0,0,0,0,0,0,0,0.0986300565415421,0,0,0,0,0,0,0,0,0,0,0,0.0128558217209255,0.0166855639697432,0.038596408713619,0,0.0985975331041933,0,0,0,0,0,0.0261274875950243,0,0,0,0.0883938562431868,0,0,0,3.46944695195361e-18,0,0,-4.33680868994202e-19,0,0,0,0.0280354739821903,0,0,0,0,-0.198380426635889,-0.0802642313640768,0
X601600.SH,0.0728312775939683,0,0,0.0572798857374569,0,0,0.0722168609172934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110033666539657,0,0,0,0,0,0,0,0,0.0845908705754071,0,0,0,0,0,0,0,0,0.221494932348047,0.0289111767563146,0.0273195224848037,0,0,0,0,0,0,0,0,0.00762796992129851,-0.0985476773706476,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0487097354940667,0,0,0,0,0.0494257978548735,0,0,0,0,0,0,0,0,0,0,0.143290116340564,0,0,0,0.0415345279633406,0,-1.38777878078145e-17,0,0,0,0,0.0439974670615274,0,0,0,0,0,0,0,0,0,0,0.348685136442607,0,-0.0594341563127974,0,0,0,0.00964812509206849,0.037922975744116,-0.00693052771091048,0,0,0,0,0,0
X600188.SH,0,0,0.521340774802319,0,0,0,0.0239702098958204,0,0,0,-0.00106631479755027,0,0,0,0,0,0,0,0,0,0,0,0,0.0113760563957832,0,0.272611513786717,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.424189439888621,0,0,0,0,0,0,0.0581737708950579,-0.0393753752832782,0,0,0,0,0,0
X600886.SH,0,0.226425377551196,0,0,0,0.211102143014844,0,0,0,0,4.33680868994202e-19,0,0,0.0411196026853094,0,0,0,0,0,0.0488339720865755,0,0,0,0,0,0,-0.0110247920525813,0,0,0,0,0,0,0.0229163064541453,0.0931367763799168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200710459420687,-0.00195546915542473,0,0,0,0,0.0441552005957212,0
X600795.SH,0,0.113826723243487,0.00557448688654338,0.0434374484770729,0.0298932498544933,0,0,0,0,0,0,0,0.00261760542607995,0,0,0.0478711300256596,0,0.00676614241291131,0,0.0907444507754281,0,0.0236026838974814,0,0,0,0,0,0,0,0,0.0758120176112952,0,0,0,0,0.0834949733685433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443313676258416,-0.0643153416950406,0,0,0,0,0,0
X600362.SH,0,0,0.0433695301417955,0.0206220345012828,0.084527137843294,0,0.0521654944418269,0,0,0,0,0,0.132712162731643,0,0,0,0,0,0,0,0,0.0688735117107515,0,0.12351807552226,0,0,0.0235501803012252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103820150911762,-0.0841544316476662,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.596726198564104,0.0903540391300587,0.0277210748790049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102782726882821,-0.0451923948336653,0,0,0.253642597552021,0,0,0,0,0,-0.0152111957529673,0,-6.93889390390723e-18,0,0,0,0.0143433982520204,0,0.131264273323423,0,0,0,0,0,0,0.0010215746417705,-0.0221931225204347,0,0,0,0,0,0
X600027.SH,0,0,0.01314666730208,0,0.583859035226656,0.411158777933397,0,0,-0.0883525488119219,0,0,0,0,0,0,0.0646982003894466,0.0194454622471344,0,0.0117030235250825,0,0,0,0,0,0,0,0,-0.054413030233976,0,0,0,0,0,0,0,0,0,0,0,-0.110989637379693,0,0,0,0,0,0,0,0,0,0,-0.0219941563776249,-0.0798472176493807,-0.333535955736647,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.31355084988061,0,0,0,0,0,0,0,0,0,0.158914945569921,0,0,0,0,0,0,0,0.0812408840189603,0.0595128866102163,0,0,0,0,0,0,0,0.0116354482095805,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,-0.00244130058424916,8.67361737988404e-19,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.0164037205871611,0,0,0.0602607668600351,0,0,0,0.225345314431671,0,0,0,0,0,0,0,0,0,0.167602459326518,0,0,0,0.659979633928703,0,0,0,-0.0198762957642594,0.0204615026635814,0,-0.0432460801807108,0,0,0,0,0,0,0,0,0,0,0,0,0.0192196537081538,0.149626825422097,0,0,0.0244638142618335,0,0,0,0.156207820196823,0,0
X601992.SH,0,0,0,0.0103225528111522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126521573318536,0,0,0.29639827611821,0,0,0,0,0,0,0.115272095803429,0.0336158854204197,0,0,0,0,0,0.0890974270736248,0,0.135751355684852,0,0,0,0,0,0,0,0,0,0,-0.0241975641251143,0,0,0,0,0,0,0
X600516.SH,0,-3.46944695195361e-18,0,0,0,0.00312107011275161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175137958674789,0,0,0,0,0.62158521590318,0,0,0,0,0.0201303410520535,0,0,0,0,0,0.235049754144294,0,0,0,0,0,0,0,0,0.015218282654489,-0.0552758619668074,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,-0.0203404758256083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0267812803476282,0.0438633018670717,0,0,0,0.390833733877373,0.139519709046538,0,0,0,0.10410625568469,0,0,0,0.189060907683845,0.00434010718887212,0,0.149522052381942,0,0,0,0,0,0,0.0235539350446657,-0.111030862843263,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0.131042045909681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355596763255275,0,0,0.243070059918296,0,0.112975303223628,0,0,0,0,0,0,0.0168722221376807,0,0,0,0.085095774601185,0,0,0,0,0,0,-0.0265850931906659,-0.0858196209981254,0,0,0,-0.205315224369209,-0.0251053907112445,0
