,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600547.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X600516.SH,X002460.SZ,X000709.SZ,X600352.SH,X600299.SH,X600489.SH,X600808.SH,X000629.SZ,X000786.SZ,X600801.SH,X601158.SH,X600219.SH,X300072.SZ,X000825.SZ,X000883.SZ,X000553.SZ,X600583.SH,X000408.SZ,X002271.SZ,X000792.SZ,X601699.SH,X002110.SZ,X000301.SZ,X600339.SH,X000539.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0722498783203844,0,0,0,0,-0.0190274330690295,0,0.264571685009049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531253452240387,0,0,-0.0691920400678986,0,0,0,0,0,0,0,0,0,0.233789733571278,0.234396518051368,0,0,0,-0.0251817308809195,0.0846888336413057,0,0,0,0,0,0
X600028.SH,0.536115938892525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0323759832529304,0,0.00775610603551876,0,0,0,0,0,0.0307718631061254,0,0,0,0,0.0208364078210958,0,0,0,0,0,0.355979389388883,0,0,-0.0337866624335809,0,0.120316258778227,0,0,0,-0.011560808896171,0.100334716359405,0,0,0,0,0,0
X601088.SH,0.375863713800651,0,0,0,0,-0.100694950138983,0,0,0,0,0,0,0,0,0,0,0.038238472319365,-0.0484398881280873,0,0.0728240132264895,0,0,0,0,0,0,0,0,0,0,0,0.0905068295571796,0,0,0,0,0,0,0,0,0,0,-0.0358042618928457,0,0,0.185005091398569,0,0,0,0,0,0,-0.00211708972043783,-0.0686544771027042,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.15040621265556,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666326678451019,0,0.00429785365528864,0,0,0,0,0,0,0,0,0.131470103063542,0.0186371624412039,0,0.570611867987512,0,0,0,0,0,0,0,0.0293906124998999,-0.0202054997826352,0.178489671021281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.140101236410114,0,0,0,0,0.0494093683910582,0,0,0,0,0,0,0,0,0,0.133063822316906,0,0,0,0.40641377747208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022303192148836,0.104852719405246,1.0842021724855e-19,0,0.0637381051885023,0,0,0,0,0,-0.00348650061603312,0.0218133839309442,0,0,0,0.0150139659602076,0,0
X600011.SH,0,0,0,0.0685321645057498,0,0,0.0238245789695799,0,0,0,0,0,0,0,0,0,0,0.680216266424289,0,0,0,0,0,0,0,0.0139087781198295,0,0,0,-0.235436993321166,0,0,0.0872177477253483,0,0,0,0,0,0,0,0,0,0,0.0656646189536246,0,0,0,0,0,0,0,-0.00455301368552502,0.0462522590552338,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.383389316653836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169107238101415,0,0,0.23179515247448,0,0,0,0,0.0360027253804789,0,0,0,0.817255314949657,0,0,0,0.344839847062983,0,0,0,0,-0.622944153979758,-0.0819350654813161,0.160977295617799,0,0.342626680604392,0,-0.20617777724953,0,0
X600010.SH,0.0976581023747485,0,0,0,0,0.0134659153780398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206646441898841,0,0,0,0.0733293067799727,0,0,0,0,0,0,0,0.115907446867899,0,0.0649004209601894,0,0.178290416759429,-0.0548811422022771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00825530179928604,-0.0136235131841513,0,0,0,0,0,0
X601898.SH,0.357648183203672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109220112736136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306218797378106,0.0501332083326306,0,0,0,0,-0.00878007104816834,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0056258192773567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475071100510313,0,0,0,0.0452444885996803,0,0,0,0.476764557068783,0,0,0,0,0,0,4.33680868994202e-19,0.246221957357534,0,0,0,0,0,-0.0490881701706328,0,0.0313733531069006,0,0,0,0,0,0.013813391363811,0,0,0,0,0,0,0
X601991.SH,0.00587006062612238,0,0,0,0,0,0,0,0.195975307590538,0,0,0,0,0,0,0,0,0,0,0,0,0.0771458519619115,0,0,0,0,0,0,0,0,0,0,0,0.041364848304704,0,0,0,0,0,0.0448656748338236,0,0,0.00905535833948979,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0210760888677498,-2.71050543121376e-20,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.349010810741583,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.00203079945889276,0,0.366983741736544,-7.81687148458984e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353662033695194,-0.00592404104152398,0.0212568335810772,0,0,0,0,0,0
