,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002271.SZ,X600660.SH,X000877.SZ,X600011.SH,X002466.SZ,X600188.SH,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000786.SZ,X600219.SH,X000408.SZ,X002080.SZ,X600803.SH,X601991.SH,X600795.SH,X600688.SH,X002353.SZ,X600801.SH,X600027.SH,X300073.SZ,X600352.SH,X000959.SZ,X000807.SZ,X000825.SZ,X000932.SZ,X300037.SZ,X600489.SH,X600157.SH,X600516.SH,X600486.SH,X600160.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0116140549541665,0,0.102601328475675,0,0,0,0,0,0,0,0,0.0153831444823435,0,0.0186799791398742,0,0,0,0,0.00257655005200832,0,0,0.0824919980444417,0,0,0,0,0,0,0.109401508132585,0,0,0.111101127794091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514620023440461,-0.00528249222075548,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0744624456261804,0,0,0,0.0347524129638677,0,0.0326442376539996,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573113048212555,0,0.0929811705935756,0,0,0,0.015094936310692,0.0332660811255851,0,0,0,0,0,0,0,0,0.0565604691047797,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0311433399475893,0,0,0,0.0371831734735788,0,0.203344622904362,0,0,0,0,0,0,0,0,0,0,0.172303108141902,0,0,0,0,0,-0.0539253194148177,0,0.0599941861404193,0,0,0,0,0,0,0.021256799798094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244805180632834,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0601012196897618,0.0762408455658112,-0.211628675401271,0,-0.0388699613889517,0.0213795118097021,0,0.033027427103375,0,0,0,0,0,0,0,0,0,0,0,0,0.132974478222718,0,0,0,0.0305442450007058,0,0,0,0,0,0.100028989145641,0,0,0,0,0,0,0,0,0,0.00563660279745088,0,-0.030877827329935,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.11593314655358,0,0.00310120547064436,0,0,0.0551190932098783,0,0,0,0,0,0,0,0.161919699565813,0.0277262458652795,0.0503418710320534,0,-1.73472347597681e-18,-0.0250252813971729,0,0,0,0.0249440698268135,0,0.34966242134135,0.00527723929764969,0,0,0,0,0.0235003415994424,0,0,0,0,0,0,0,0,0,-0.00865445437184436,0,0,0,0,-0.00764473807578838,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.130283690552224,0,0,0.373664764299682,0,0,0,0.158199742205966,0,0,0.0821718469232054,0,0,0,0.178097732330452,-0.155179524274509,0,-6.93889390390723e-18,0.0777113634135079,0.0835228173567212,0,0,0,0,0,0,0,0.157787500548304,0,0,0,0,0,0.0792258794738784,0,0,0,0,0,0,0,-0.0344779624648866,1.73472347597681e-18,0,0,0,-0.0806403000534998,0,0
X000792.SZ,0,0,0,0,0,0,0,-0.029341478109378,0.20824537523572,0,0,0,0,0.00439475008199974,-0.0354546407125348,0,0,0.00281860324518717,0,-0.0237391275575389,0,0,0,0,0,0.335176952680415,0,0,0.0923472949559396,0,0,0,0,0,0,0,0,0,0,0,0,-0.238980500812129,0,0,0,0,0,0,0.0966668234349019,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.113827555755212,0,0,0,0,0,0,0,0,0,0,0,0.0218686767448795,0,0.00480944903676364,0,0,0,0,0,0,0,0,0,0,-0.0724733483958835,0,0,0,0,0,0,0,0.00423517404568914,0,0,0.0737757413628153,-0.0438846647390028,0,0.0401763510653814,0,0.211599468727704,0.352996612061213,0,0,0,0,0,0,0.0141941421597552,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.109559957001405,0,0,0,0,0,0,0,0.225166136094957,0,0.185568870446174,0.226913864897853,0.0111382621891749,0.0133252930336052,0,0,0,0,0,0,0.0897180515975635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694919360377338,0,0,0,0,0,0,0,0,0,0,0,-0.00846282196175873,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.0346640184296496,0,0,0,0,0,-0.106594945273851,0,0,0,0,0.202845849181558,0,0.109415159258682,0,0,0.642845029645667,0,0,0.0103142436242417,0.0711298765275476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0633252542333482,0,-0.00402539691300364,0,0,0,0,0,0
