,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600010.SH,X600585.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600111.SH,X600688.SH,X600795.SH,X002466.SZ,X600547.SH,X600362.SH,X600188.SH,X600516.SH,X601991.SH,X600660.SH,X300072.SZ,X600886.SH,X000709.SZ,X002460.SZ,X000898.SZ,X600157.SH,X600027.SH,X000959.SZ,X600489.SH,X600339.SH,X600808.SH,X600219.SH,X600549.SH,X600352.SH,X000553.SZ,X601158.SH,X002092.SZ,X600008.SH,X000883.SZ,X000983.SZ,X000630.SZ,X002271.SZ,X000786.SZ,X000792.SZ,X000723.SZ,X000807.SZ,X600176.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0359154277498715,0,0,0.00644499602269532,0,0,-0.0168359359965362,0,0,0,-0.00499488699151361,0.00776719048509702,0.00384474884503208,0.00921273165568857,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.0633816004718132,0,0,0,0,0,0,-0.0376059034688916,0,0,0.0260090686754602,0,0,0,0,-0.0972184342738877,0.0537156082514906,0,0,0,-0.00864373493445956,-0.0102732438524957,0.0236803011642146,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.13449554689578,0,0,0.0428329917785391,0,-0.0363283847913165,0,0,0,0,-0.0608305418421891,0,0.0228051251221108,-0.0341993553370642,0,0,0,0,0,0,0,0,-0.269163298597471,0,0,-0.0398950512691157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203993109289171,0.0280474548057189,0,-0.0828544687721372,0,0.000896867829542999,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00517989077085937,0.00686205207402041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0102525584908393,0,0,0.0327366651207662,0,0,0,0,0,0,-0.00609150491083188,0.00188606901970228,0,0,0,0.118424703275709,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0257400122536077,0.164399459666997,0,0,0,0,0,0,0.079083587716719,0,-0.0261213786839871,0,0,0,0,0,0,0.218475428456222,0,0,0,0,0.0271844471840389,0.2714142540257,0,0.0439219375817555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0158943067671883,0.037226664499855,0,0,0,0.0179305488021666,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.0719316110818546,0,0,0,0,0.110953726431513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19996167747255,0,0.0861577100771975,0,0,0,0.0824371975351957,0,0,0,0,0,0,0,0,0.0640800347886795,0,0,0,-0.0161780650171783,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0936032213735995,0.130373661861344,0,0,0,0,0,0,0,0,0.0861341378688329,-0.0586535097727169,0,0.252739727474846,0,0,0,0,0,0,0,0,0,0.000693328835173553,0,0,0,0,0,0,0,0,0,0,0,0.235497800173296,0,0,0,0.0743627516666439,0,0,0,-0.00251647487790463,-0.0133035799759763,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120001318758537,0,0,0,0.383331331084702,0.0674680160915372,0,0,0,0.0464575888533249,0,0,0,-0.120762852269092,0,0.0839055039772535,-0.0491595466805995,-0.0192744003070236,0,0.101301998477251,0.10061251182448,0,0.0663943612954234,-0.0373099816719868,0,0,0,0,0,0,0,0,0,0,0,0.0242999232488919,-0.00948055846766636,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114859068309543,0,0,0,0,0.0565982920545242,0,0,0,0,0.0470130444093612,0,0,0,0,0,0.264146693563071,0.236995929442585,0.203667397081175,0,0,0,0.0244181347854778,0,0,0.0706038284613215,0,0,0,0,0,0.0493073745391382,0,0,0,-0.0123492036015464,-0.00220676027692377,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515738719654035,-0.0405378241867936,0,0.0868403590742444,0.0500043723868594,0,0.214368914042524,0.105046137460534,0,0,0.0685608873041286,0,0,0,-0.0873043205670904,0,0,0,0,-3.46944695195361e-18,0,0,0,0.152162209021813,0,0,0,0,0,0,0,0,0.148583010740734,0,0,0,-0.0021027397982407,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.169266190350963,0.0355339400207642,0,0,0.148788213042566,0,0,0,0.0694429090173298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190004461134565,0,0,0,0,0,0.0497855170625859,0,0,0,0,0,0,0,0,0.0534734022368536,0,0,0,0,0,0.0225358973604984,0,0,0,-0.0086515909318404,0,0,0,0,0,0,0
