,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X600309.SH,X000898.SZ,X600299.SH,X601158.SH,X000792.SZ,X000723.SZ,X002466.SZ,X600623.SH,X000959.SZ,X002075.SZ,X000709.SZ,X600583.SH,X000408.SZ,X000983.SZ,X000883.SZ,X600352.SH,X000630.SZ,X000539.SZ,X600098.SH,X000027.SZ,X600549.SH,X000012.SZ,X000937.SZ,X601699.SH,X000060.SZ,X600176.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0589937261003619,0,0,0,0,0,0,0,0,0.0391801339553673,0,0.00235307957573247,-0.00748153772776498,0,0,0,0,0,0,0,0,0,0.00163900378732588,0,0,0,0,0,0,0,0,0,0.241645617471406,0,0,0,0,0,0,0,0,0,0,0,0.00783690649446715,0.0626206637990043,0,0,0,0,-0.0240771426290092,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0274517538298801,0,0,0,0,0,0.0419487642490567,0,0,0,0,0.000406422295398612,0,0,0,0,0,0,-0.0140644886801906,0,0,0,0,0,0,0,0.328415326738605,0,0.0389566905303837,0,0,0,0,-0.124710279054809,0,0,0,0,0,0,0.0704943409002443,0.0868853057283984,0,0,-0.0125254526251437,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.169734038533986,0,0.186551027415854,0.0206537338778369,0,0,0.0265279736931951,0,0,0,0,0,0,0,0,0,0,0,0.0836625717388629,0,0,0,0,0,0,-0.163563074839703,0,0,0,0,0,0,0,0,0.0121519611431096,0,2.88535219530159e-05,0,0.0817576196986513,0,0.0371388977729569,0,0.0327290566261926,0,0,0,0,-0.0692416410199052,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0191045396146536,0.0483874798007602,0,-0.0474961694199276,0,0,0,0,0.0918105381109442,0,0,0,0,0.0500980412701116,0,0,0,-0.0170322875076735,0,0,0,0,0,0,0,-0.0387109168237971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041852102011774,0,0,0,0.00333317120676294,0,-0.0280640886177587,0.04652176106039,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.339182197840404,0.0417578124984755,0,-0.0537207432763788,0,0.0298090097855206,-0.074580612037725,0,0,0,0,0,0,0,0,0,0,0.109533114689919,0,0,0,0,0.026055014146818,0,0.0188871487530716,0.00464040575650596,0,0,0,0,-0.0889303431544326,0,0,0,0,-0.0180054571445733,0,0,0,0,0.296943171985024,0,0,-0.00979920845116405,0,0.0768055422364817,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0356851177340023,0,0,0,0.0592860936261265,0.0308318296433524,0,0,0,0,0,0,0,-3.46944695195361e-18,0.030178169984145,0,0,0,0.0801600127709251,0,0,0,0,0,0.20619212741857,0,0,0,0,0,0.0382920370837016,0,0,0,0.000785605043265072,0,0,0,0.0474822337268623,0.0127935203196779,0.0223036820533173,0,-0.0326666990961095,0.00866809122919754,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0191172387762329,0,0,0,0,-0.0388480234462533,0,0,0,0,0.114772079454866,0,0,0,0,0.117589730642107,0,0,0,0.0872266219385315,0.166525899119564,0,0,0,0.0578677975581501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278272872287311,0,0.0980437594469963,0,0,-0.0793434319827902,0,0.0167606460903638,0,0,0,0,0,0,0
X601898.SH,0,0,0.259811149762657,0,0,0,0,0,0,0,0,0,0,0.0861825040466424,0,0,0,0,0,0.000489319313453383,0,0,0,0,0,0,0.0147293457560001,0,0,0,0,0,0,0,0,-0.0231263721377632,0.142303566837567,0,0.186496751253677,0,0,-0.0208178854660018,0,0,0,0.092824980175753,0.0918992213531967,0,0,0,0,0,-0.0632250180429074,0,0,0,0,0,0
X601600.SH,0,0,0.0448887377731746,0,0,0,0,0.0610023767101869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398907379010497,0.0585631061169647,0,0,0.0514527442065012,-0.00778686792903857,0,0,0,0,0,0,0,0,0,0,0.185327887976875,0,0,0,0,0,0,0,0.241810413632099,0,0,0,0,-0.0463686690544197,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251624081743625,0,0,0,0,0,0,1.00669634326564,0,0,0,0.0131362111408119,-0.122709173297153,0,0,0,0,0,0,0,0,0,0,0,0.0348388363023169,0,0.0289243211629814,0,-0.0192568916228912,0.0102123997319453,-0.00985565490345209,0,0,0,0.163630483749293,0,0,-0.0324877867846226,0,0,0,-0.0640656182027914,0,0
