,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X600795.SH,X601600.SH,X601898.SH,X601991.SH,X600688.SH,X600362.SH,X600111.SH,X600886.SH,X600157.SH,X600027.SH,X600188.SH,X000883.SZ,X600021.SH,X601158.SH,X600583.SH,X600309.SH,X600352.SH,X601992.SH,X000709.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000792.SZ,X600808.SH,X000060.SZ,X002470.SZ,X600489.SH,X000825.SZ,X002353.SZ,X000629.SZ,X600660.SH,X600307.SH,X600547.SH,X002075.SZ,X600863.SH,X600578.SH,X600008.SH,X600098.SH,X000831.SZ,X600549.SH,X600219.SH,X000959.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.608720878135778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00129938723172118,0,0.244316025238987,0,0,0,0,0,0.0127425683056652,0,0,0,0,0,0,0,0,0,0,-0.0195530615662001,0,0,0,0,0,-0.0281984246231275,0,0,0,0,0,0.0035255674664515,0.0104371104638698,0,0,0,0,0,0
X600028.SH,0.66927737139223,0,0,0,0.026684201088319,0,0,0,0,0.0862767103138292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143375143613142,0.014635186895314,0,0,0.00882602876995156,0,0,0,0,0.0724340983318933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00515009486027151,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.31732123755681,0,0,0,0,0.0133103354651814,0,0,0.0656648728769244,0,0,0,0.146399748955188,0,0,0.0447441439633676,0,0,0.133972011042283,0.0119570341700673,0,0,0,0,0,0.00643221614601669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003730576813864,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910592780941955,0,0,0,0,0,0,0,0,0,0,0,0,0.268104044723138,0,0.145795363481265,0.0203013826134817,0,0,0,0,0.065218846515112,3.46944695195361e-18,0,0,-0.0737659110553894,0,0.157834396721728,0,0,0.0849882178401604,0,0,0,0,0,0,0.013914273052308,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0970883515848072,0.0330445846790386,0,0,0,0.113022291546845,0,0.107554762147,0,0,0.0653313056737494,0,0,0,0,0,0,0.070119704172064,0,0,0,0.0173294673498043,0,0,0,0.103920298971493,0,0,0,0,0,0,0,0.196953600454352,0,0,0,0,0,0,0,0,-0.00652042214484416,0,0,0,0,0,0,0
X600019.SH,0,0,0.0180569745025691,0,0,0,0,0,0.0190268097542839,0.309304790606916,0,0,0,0,0.0833779749367412,0,0,0,0,0,0,0.00225520294466997,0,0,0,0.197341551769919,0,0.204438350170062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00200957348617124,0,0,0,0,0,0,0
X600585.SH,0,0,0.0503296463185538,0,0,0,0,0,0,0.0012428158092195,0,0,0,0,0.262327927542556,0,0,0,0,0,0,0,0,0,0.0453364167778696,0,0,0.0300975329905964,0,0,0,0.011505304375616,0,0,0,0,0,0,0,0,0.0508829495770427,0,0,0,0.0586333615358754,0,0,0.0222509300771788,0,0,0,0.00926242211632101,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.0543335418015311,0,0.0551119852135498,0,0,0,0,0.0677502157421839,0.0741136579099929,0,0,0.175412456077035,0,0.0330610532445855,0,0,0,0,0,0,0,0,0.0568407696365848,0,0,0,0,0,0,0,0,0,0,0.327842922787174,0,0,0,0,0,0,0,0,0,-0.00316296381317962,0.0116318638059208,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.110409732113614,0.19263202387974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209597488149255,0.0511764147576488,0,0,0,0,0,0,0,-0.0183433390360819,-0.0994430256179171,0,0,0,0,0.250889305243551,0,0,0,0,0,-0.0269989360614472,0.00651237380422428,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.14624466496317,0,0,0,0,0.301726947400487,0.0421092273253819,0,0,0,0,0,0,0,0,0.0389974031264979,0,0,0,0.00620688742785795,0,0,0.120860565914475,0,0,0.00613088044461391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362852333038462,0.0873665960453146,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.181566511558048,0,0,0,0,0.370769453659688,0,0,0,0,0,0,0,0,0,0.0289372826877725,0,0.0391805253519866,0,0,0,0,0,0,0.108444845040994,0,0,0,0,0,0,0,0,0,0,0,0,0.0356518268811953,0.226756653372949,0.00611826344799742,0.0137748532402976,0,0,0,0,0,0,0.0108400891197132,0,0,0,0,0,0,0
X600688.SH,0,0.28002196254216,0,0,0,0.0117873913980693,0,0,0,0,0,0,0,0,0,0.049088183371058,0,0,0,-0.0330621072742785,0.481047434279183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127070924716952,0,0,0,0.107693659224097,0,0,0,0.0886285848891463,0,0,0,-0.0216483285397889,-0.00976462581469698,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0729381068849218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138342271873824,0.0389098587700907,0,0,0,0,0,0.0377208726041856,0.254525768902641,0,0,0.0702213778479651,0,0.0642206535952693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00112420551712911,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.10633281361106,0,0,0,0,0.00840867918299109,0,0,0,0,0,0,0.0370353887754029,0,0.0780302476271634,0,0,0,0.0386296147333453,0,0.00993826351995421,0,0,0,0,0.092200104876411,0,0,0,0.0437380831138051,0,0.0772932068503728,0,0,0,0,0,0,0,0,0,0,0.164116547753416,0,0,0,0,0,-0.0243196954308134,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.0297966461989075,0,0,0,0,0,0.245813592702818,0.100450976311554,0,0,0,0,0,0,0,0,0,0,0.0749037944554022,0,0,0,0,0.132747362089274,0,0,0,0,0.0103990578549309,0,0,0,0,0,0,0,0,0.0192899118336913,0,0.0428294989422084,0,0.119898172234042,0,0,0,0,0,0,0,0.00986233030574823,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,4.70159055386663e-05,0,0,0,0,0,0.013771630962084,0,0,0,0,0.101246648603733,0,0,0,0,0.114462040295202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25465810001279,0,0,0,0.137580018109245,0,0,0,0,0,0.00471998489349837,0.0402946313808106,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.303068890869247,0,0,0.0386078951099441,0,0,0,0,0,0,0,0,0,0,0,0.0939045110160918,0,0.185865922216277,0,0,0,0,0.0775627737423711,0,0.0568856782585819,0,0,0,0,0,0,0,0,0,0,0,0,0.223400492227603,0.0132348199191583,0,0,0,0,0,0,0,0,-0.00293874362048506,-0.0170910652012999,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.120120905560916,0,0,0,0.213486082928164,0,0,0,0,0,0,0,0,0,0,0,0.0147314953156352,0,0.0440995847748184,0.0940482033709709,0,0,0.113549830340596,0,0,0.260649643093632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00626311446826204,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123888467449358,0,0,0,0.0166705179687557,0,0,0,0,0,0,0,0,0.0738769058512558,0,0,0.0125036054157398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520934970234186,0.00980323597150317,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0.0104405917732338,0,0.173185064628224,0,0,0.158868537413417,0,0,0,0,0,0,0,0,0,0,-0.0600213976708358,0,0,0,0,0.330424433935727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212016834267932,0.304006514616956,0.149074358631017,0,0,0,0,0,0,0.0126436583948069,0.0406371416602644,0,0,0,0,0,0
X601158.SH,0,0.0489169876203491,0,0,0,0,0,0,0,0,0.125443389214731,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080973267220115,0,0,0,0,0,0,0,0.0401654948050456,0,0,0,0,0,0,-0.00986623566177683,0.0551928863487464,0,0,0.408446939102388,0,-0.0146934042767207,0,0,0,0,0,0.0129396205173771,0.0159111326747134,0,0,0,0,0,0
X600583.SH,0,0,0,0.222733557771335,0,0,0,0,0,0,0,0,0,0,0,0.0762139032384763,0,0,0,0,0,0,0,0,0,0,0,0,0.0239034707932132,0,0,0.147811486278346,0,0,0,0,0,0,0,0,0,0.264884416106097,0.048357630660323,0,0.00897846489802069,0,0,0.0966594543545486,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0691762505161291,0,0,0,0,0,0,0,0,0.00593813674196472,0,0,0,0,0,0.0677242605911061,0,0,0,0,0,0,0.236419245290254,0,0,0.072367794264127,0.161547018815896,0,0,0.16987680619944,0,0,0,0,0,0,0,0,0,-0.0109950386042623,0,-4.33680868994202e-19,0,0,0,-0.00510429840127343,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0413435275686329,0,0,0.0610228693527393,0,0,0,0,0,0.112685463717339,0.0533252125197017,0,0,0.0399679971397548,0,0,0.146335641177872,0,0,0,0,0,0,0.161791860291659,0,0,0,0.034355405852666,0,0,0,0,0,0,0,0.153985504294098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0.109375020831898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308936648921794,0,0,0,0.171109304180382,0,0,0.0183769563880139,0.0110709923922376,0,0,0.0655659634459353,0,0,0,0,0,0,0,0.234977730978691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0.11375274845463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274787615228277,0,0,0,0,0,0.175528600178504,0,0,0.256345163483165,0,0,0,0,0,0.202972851900553,0,0,0,0.0946451998511685,0,0.126965612220464,0,0,0,0,0,0,0,0,0,0.00851204777027327,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0.173560040971802,0,0,0,0,0,0,0,0,0.096982719939808,0,0,0,0.022168006441385,0.101332490351212,0,0,0,0.116479471017438,0,0,0.022496546063096,0.158064980345618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185258437032437,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.202908714982343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428229766595474,0.105351596845008,0,0,0,0,0,0.196509035445292,0,0,0.108698045659502,0,0,0,0,0,0,0,0.0989929168370348,0,0,0,0,0,0,0,0,-0.00280800981989261,0,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0.218352165927542,0.00162756175034968,0,0,0,0,0,0,0,0,0,0.137015965733342,0,0,0.150750542375605,0,0.0255717519897244,0,0,0,0,0.137183873289111,0.108657352702508,0,0,0,0,-1.0842021724855e-19,0,0,0.0288361191042605,0,0,0,0,0,0,0,0,0,0,-0.00447901730552287,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087075983276979,0,0,0,0.04442196256909,0,0,0,0.136665338810349,0,0,0,0,0,0.0515067673072133,0,0,0.0671648712654416,0,0.12325466692205,0,0,0,0,0,0,0,0.14557194050048,0,0,0,0,0,0,0.0208848796428413,-8.67361737988404e-19,0,0,0,0,0,0
