,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X000301.SZ,X002466.SZ,X601600.SH,X600547.SH,X600362.SH,X600188.SH,X600010.SH,X600111.SH,X000786.SZ,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X601991.SH,X600795.SH,X600803.SH,X000027.SZ,X600352.SH,X000825.SZ,X600219.SH,X600489.SH,X002353.SZ,X002080.SZ,X600688.SH,X000898.SZ,X000408.SZ,X000932.SZ,X300037.SZ,X600315.SH,X600801.SH,X000807.SZ,X601699.SH,X002409.SZ,X000830.SZ,X000959.SZ,X000983.SZ,X600399.SH,X600027.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.00133912982714511,0,0.00842595731633424,0,0,0,0.133512083975057,0,0.00368372087194681,0,0,0,0,0,0,0,0,0,0,0.0638392375501993,0,0,0,0,0,0,0,0,0,-0.0303013463723178,0,0,0,-0.0359624783034079,0,0.0578540003913036,0.024839535218147,0,0,0,0,0.00623237932213256,0,0,0,0,0,0,0
X600028.SH,0,0,0.0488917435203208,0,0,0,0.152381542155087,0,0,0.0211326103218298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00432467695203836,0,0,0,0,0,0,0,0,0,0.0100644697650202,0,0,0,0.0940642222794441,0,0,0,0,0.0836246036566816,0,0,0,0,0.000237687837607938,0.0627113747820405,0,0,0,-0.013503455989407,0,0
X601088.SH,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0.17702437977579,0,0,0,0,0,0.0202887883350316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934351419220114,0.00832554658118871,0,-0.0281547699661078,0,0,0,0,0,0.00600846771059232,0.0500249195005807,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.00211266716358617,0,0,0,0,0,0,0,0.0236491632614974,1.73472347597681e-18,0,0,0.144519932585652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102762147689748,0,0,0.0388877892124941,0.0799583772839627,0,0.209634141081677,0,0,0,0,0.17437851953118,0,-0.0448488237914096,-0.0432555158919882,0,0,0,-0.0205561584732883,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0209182301075739,0,0,0,0,0.000653933016945957,0,0,0,0,0,0,0.0307910512752753,0,0,0,0,0,0,0,0,0,0,0,-0.0641078300666269,0.0309944421046795,0.0348632171754688,0,0,0.0633736682485229,0,0,-0.101828904241931,0.0582733477654899,0,0,0,0,0,0,-0.0838441159140511,0.103105320747466,0,0,0,0.00732327632390179,0,0
X002460.SZ,0,0,0,0,0,0,0,0.19608176979196,0,0,0,0.0860297438295057,0.429348398681652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72702117725197e-06,0,0,0,0,0,0,0,0,0,0.0704087089399325,0.126037875423378,0,0,0.179021469758663,0,0,0.0613007245309759,0,0,0,0,0,0,0,0,0,0,0,-0.0185667660150839,0,0
X600019.SH,0,0,0,0.0285198904912157,0,0,0,0,0,0.129536050151717,0,0,0.0842629536661648,0,0,0,0,0,0,0,0,0,0,0.100526411057187,0,0,0,0,0,0.234086599501024,0,0,0,0,0,0.120680191606013,0,0.0560391591871634,0,0,0,0,0,-0.156191904423081,0,0.10511817193894,0,0.105779595214205,0,0,0,0,0.0173096143075937,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,-0.0969234029350515,0,0.214752245285229,0,0,0.0908299944618343,0,0,0,0.104793000813882,0,0,0,0,0,0,0.0597860472644826,0,0,-0.0303406130030758,0,0,0.083029491645012,0,0,0,0.0036011457483982,0,0.269014944934256,0,0,0,0,0.16015758993664,0,-0.0778869548222631,0,0,0,0,0,-0.0260864784195408,0,0,0,0,-0.00259644822837069,0,0
X002271.SZ,0,0,0,0.122420722405748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401145578815584,0,0.0134023832493678,0,0,0,0,0,0,0.130945193441442,-0.0963438864882037,0,0,0,0,0,-0.0379371549831692,0,0,0,0,0,0.147591354852436,0,0,-0.0136285689162205,0,0,0,0.0355343543620085,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00146300377252286,0,0,0.047203190872895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110379307579046,0,0.0753544007543144,0,0.0709192859857028,0,0,0,0,0,0.101877122701734,0,0,0,0,0,-0.107067221461047,-0.0176403052647053,0,0,0,0,0,0
