,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600886.SH,X002271.SZ,X600362.SH,X002466.SZ,X000786.SZ,X600188.SH,X600352.SH,X600688.SH,X600795.SH,X601991.SH,X601992.SH,X600176.SH,X000723.SZ,X600111.SH,X002353.SZ,X600027.SH,X600426.SH,X600516.SH,X600489.SH,X000898.SZ,X600299.SH,X000401.SZ,X000792.SZ,X600583.SH,X600219.SH,X601158.SH,X000932.SZ,X000709.SZ,X000553.SZ,X000883.SZ,X600612.SH,X600160.SH,X600486.SH,X002080.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0728232805430736,0,0,0,0,0.156372661259893,0,0,0,0.0772455902345049,0,0,0,0.289609214292038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577979801852829,0,0,0,0.0962386640448517,0,0,0.0304779403375802,0,0,-0.0241729268134616,0,0,0,0,0,0,0
X600028.SH,0.0644902453063448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196134124726459,0,0,0,0.0850025802925378,0.0331557216254398,0,0,0.148843749387977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.00224562768937859,0,0,-0.0166055371922615,-0.00392183401181867,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.000586912285836131,0,0,0,0,0,0,0,0,0,0,0,0,0.157687715345298,0,0,0,0,0.125344462035895,0,0.0471013810604777,0,0,0,0,0,0,0.0808351343872085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344236920777109,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.441853849046571,0,0,0,0,0.00324024219050511,0,0,0,0,0,0,0,0,0,0.0232393417354502,0,0,0,0,0,0,0,0,0.175379482192304,0,-0.000387415422618074,0,0,0.0773850927844073,0,0,0,0,0,0,0,0,0,0,0.0151180742827102,0,0,0,-2.71050543121376e-20,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0739117359702146,0,0,0,0,0.093121669248526,-0.0797188332852817,-0.0775153482423882,0,0,-0.182619441186976,0,0.042366514570607,0,0,0,0.235719399942527,0,0,0,0.0672051637599755,0,0,0,0,0.150763747330366,0,0,0,0,0,0,0,0,0,0.111292843686048,0.218397768715385,0,0.00620648806286539,-0.0550157780228511,0,0,0,0,-0.0863414208493076,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0911666483801452,0.0912311904260578,0,0,0,0,0.114802882661203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761006708002814,0,0,0,0,0,0.0125802769453778,0,0,0.0106567901847313,0,0,0,0,0,0,0.0576584866337885,0,0,0.0106376695578089,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430815655645405,0,0,0,0,0,0,0,0,-0.00618618904360629,0,0,0,0,0,0.872996413881522,0,0,0,0,0,0,0,0,0,0,0,0.248133952894617,0,-0.0199974188760861,-0.0352781390789611,0,0,0.0186704506580591,0.0063188165199372,0,0,0,0.0338801804024582,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.183981661477646,0,0,0,0,0,0,0,0,0,0,0,0.350862458259863,0,0,0,0,0,0,0,0,0,0.0374259755368428,0,0,0,0,0.124905728336228,0,0,0,0,0.111996705217573,0,0,0,0,0.246157577021162,0.170537745356175,0,0,0,0.00221035227597559,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.00380496067880472,0,0,0,0,0,0,0,0,0,0,0,0,0.0769799654430674,0.320578624384722,0,0,0,0.0169207099902366,0,0,0,0,0,0,0,0,0,0,0,0.0638756473321389,0,0.128939527619645,0,0.166448254905303,0,0,0.0287498017742348,0,0.0566712006564034,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.162881941241539,0,0,0,0,0,0,0,0,-0.10554307438644,0.141809784066314,0,0,0,0,0,0,0,0,0.0883056839194963,0,0,0,0,0,0,0,0,0,0,0.494686862587905,0,0,0,0,0,0,0,0,0,0.000393437996403128,0,0,-0.0250379574038337,0.0356391287904588,0,0,0,0,0,0
X600660.SH,0,0,0.182678565644584,0,0.0616998769166646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656473371206834,0,0,0,0,0,0.0212691297250297,0,0,0,0,0.0682845471354808,0,0.102744582274381,0,0,0,0,0,0,0,0,0.0754178609847547,0,0,0.110881378678094,0,0,0,0,0,0.0208977648757375,0,0,0,0.0481332867534154,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693254496221958,0,0,0,0,0,0.586598422793859,0,0.0317928652508153,0,0,0,0,1.73472347597681e-18,0.02911961594614,0,0,0,0,0,0,0.0463707986637805,0,0,0.00997982935867509,0,0,0,0,0,0,0.0164247873215533,0,0,0,0,0,0,0,0,0,0,0,0,0
