,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X000786.SZ,X600176.SH,X600111.SH,X601600.SH,X000301.SZ,X600011.SH,X601898.SH,X600886.SH,X002466.SZ,X600426.SH,X600188.SH,X600352.SH,X600801.SH,X601991.SH,X600803.SH,X000932.SZ,X600219.SH,X600795.SH,X600489.SH,X002080.SZ,X000027.SZ,X600516.SH,X600688.SH,X600486.SH,X000807.SZ,X600299.SH,X000898.SZ,X002353.SZ,X600315.SH,X601168.SH,X600027.SH,X000723.SZ,X000830.SZ,X600157.SH,X601992.SH,X000630.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.197729308735117,0,0,0,0.0434499581530574,0,0,0,-0.0133203206070268,0,0.0162054008792161,0,0,0,0,0,0,0,0,0,0,0.00829601234294468,0,0,0,0,0,0,0.00980208147079539,0,0,0,0,0,0,0,0.0335974975065089,0,0,0.0513123712117358,0,0.0396494841949273,0,0,0,0,0,0,0,0,-0.00235408015620297,0,0,0,0,0,0,0
X600028.SH,0,0,0,-3.46944695195361e-18,0,0,0.0638443981644461,0,0,0,0,0,0,0,0,0,0,0,0,0.0130614008611632,0,0.0394811913747075,0,0,0,0,0,0,0,0.0831480315229809,0,0,0,-0.0280463879995246,0,0,0,0.0591502611479461,0,0,0.0267323250542185,0,0,0,0,0.0159907461286609,0,0,0,0,0,0,-0.0243478371528954,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0296005339582637,0,0,0,0,0,-0.0637772982357567,0,0,0,0,0,0,0.0491334793995413,0,0,0,0.238613006833429,0,0,0,-0.00834009683581355,0.0165745700329309,0.183166244714489,0,0,0,0,0,0,0,0.010131629231792,0,0,0,0,0.0227775855636522,0,0,0,0,0,0,-0.0253889429032217,0,0.101894573610976,-0.0745991943119716,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.122329955900285,0,0.346289776052429,0,0,0,0,-0.0221218561153018,0,0.0144772585343899,0,0,0.0627726707305936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115132073574111,0,0,0,0,0.19679566872163,0,0,0.0253326458373964,0.127196875879673,0,0,0,0,0,0.0366473714921295,-0.054583163322853,0,0,0,0.13762136408456,0,0
X600585.SH,0,0,0,0.00891106669426231,0,0,0,0.0270710697381047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0695845912429094,0,0.201197899089054,0,0,0.0588903610860829,-0.00504059273487869,0,-0.0485682278869034,0,0,0,0,0,0.0069945534981063,0,0,0,0.0546792973981896,0.0176176861021707,0,0,0,0,0,0,0,-0.0456514458457421,-0.0188661191825554,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.11814380058972,0,0,0,0,0,0,0,0.104981239964471,0.022908606302386,0.222508930903102,0,0.181475971116818,0,0.0857013809843997,0,0,0,0,0,0.0760577033510277,0.308733022726464,0,0,0,0,0,0.0413836725909708,0,0,0,0,0.15071458892104,0,0.0986295803826123,0,0,0,0,0,0,0,0,-0.0639550154939177,-0.0239296762518413,0,0,0,0,-0.0347581158363615,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.525850529306894,0,0.158288500157552,0,0,0,0,0,0,0,0,0,0,0.307215644483567,0,0,-0.101587795611861,0,0,0,0,0,0,0.28848466756866,-0.0314179512440298,0.274120051597036,0,0.186223413001866,0,0.0996201774926811,0,0,-0.393658824763953,0,0,0,0,0,3.46944695195361e-18,-0.0215875319357483,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.18775018107088,0,0,0,0,0.102009941126295,0.5033397169161,0,0,0.122901344166366,-0.0592410968275066,0,0,0.08787089722315,0.019452075126063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0729694165867249,0,0,0,0,0.466110093252072,0,0.175399800717548,0,0,0,0,0.0268415091702702,0,-1.73472347597681e-18,0.0172884664672121,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.00550964344366527,0.160870971722419,0,0.101376543627572,0,0,0,0,0,0,0,0.0957116244217026,0,0,0,0,0,0,0,0,0,0.039063617105036,0,0.0325756763440736,0,-0.182029212225808,0,0,0,0,0.13964468451452,0,0,0,0,0,0,0,-0.0556040709870145,0.0384318645381268,0,0,0,0.165673671924925,0,0,-0.0327504951844218,0,0,0,0,0,0
X002271.SZ,0,0,0,0.196479570400776,0,-0.260901835591248,0,0,0.166274406238878,0,0,0,0,0,0.0963039665678201,0,0,0,0,0,0,0.00787088509460436,0,0,0,0,0,0,0,0.110576717004751,0,-0.0758647930760668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860119854754995,0,0,0,0,0,0,-0.0389811646137152,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185625785189918,0,0.130879378033231,0,0,0,0,0,0.0568880763770031,0,0,0,0,0,0,0,0,0,0.231699894578118,0.00516632963807177,0,0,0,0,0,0,0,0,0.0594711872074943,0,0,0,0,0,0,0.104103560361343,0,0,0,0,0,0,0,-0.0823302415921405,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0184714540529128,0,0,0,0,0,0,0,0,0,0,0.361799625764035,0,0,0,0.0618178218427525,0,0,0,0,0,0.278351697264093,0,0,0,0,0,0,0,0,0,0,0.101419731587685,0,0.233852013052921,0,0,0.00551717771401279,0,0,0.278177251459077,0,0,-0.011783132059115,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.08025541665252,0,0.0585284319416042,-0.168830545080457,0,0,0,0.210493864696282,0,0,0,0.0864180760153961,0,0,0,0.152312232461157,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713163528153058,0,0,0,0,0,0,0,0.123373335463526,0,0,0,0,0,0,0,0,-0.0282141841872248,0,0,0,0,0.0357531138326358,0,0
X000786.SZ,0,0,0,0,0,0,-0.0490485999219575,0.0415275917274875,0.0835155543503753,0,0,0,0,0,0,0,0,0,0,0,0,0.0231133278055,0,0,0,0,0,0.133260353422713,0,0,0,0,0,0,0,0,0,0,0,0,0.14267910997916,0,0,0,0,-0.0385329681927948,0,0,0,0,0,0,-0.0362778575093333,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0.257569897901934,0.0271761426929291,0,0,0,0,0.348348231448064,0,0,0,-0.0555015662229159,0,0,0,0,0.0402005506632418,0,0,0,0,0,0.0344997346920673,0,0,0,0,0.0355229195514183,0,0,0,0,0,0,0.293718715470802,0,0,0,0,0,0,0,0,0,0,0,0.0108371686735375,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.251573174035197,0.033961595255204,0,0,0,0,0,0.794309446669193,0,0,0,0,0.242389461500808,0,0,0,0.180063985054528,0,0,0,0,0,0,0.102608580518543,0,0,0,0.0910317789175088,0.263949448012616,0.0056849116394833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595520127516634,0,0,0,0,-1.73472347597681e-18,0,0
X601600.SH,0,0,0,0,0,0.0213640824226712,0,0,0,-0.0246564038549834,0,0.155816530705235,0,0,0,0,0,0,0,0.0307737999591554,0,0.0826936836577035,0,0.0362163645334984,0,0,0,0,0.035281893553809,0,0,0,0,0,0,0,0,0.391011580048099,0,0,0,0,0.0330110452899719,0,0,0,0,0,0,0,0,-0.0143499080913478,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.0336245110557333,0,0,0,0,0,0.390494516565186,0,0.0861947306519226,0,0,0,0,0,-0.0755003991995017,0,0,0,0,0,0.624094886465513,0,0,0,0,-0.00586842783785615,0,0,0,0.0424943213564196,0,0,0,0,0,0.177829470596305,0,0,0,0,0,0,-0.192575849924985,0,-0.027303936519824,0,0,0,0,-0.272394850512931,0,0
X600011.SH,0,0,0.00234777112203249,-0.0397728856323752,0,0,0.0197422184921088,0,0,0,0,0,0,0,0,0.0367722222698148,0,0,0,0,0,0,0,0.0185032654747987,0,0,0,-0.0442089145143951,0.0715019184498311,0,0,0,0,0.120693054383678,0.054091903000783,0,-0.0664240650234037,0.0741150625164558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045227643462941,0,0,0,0,0,0,0
X601898.SH,0,0,0.545917895209535,0,0,0,0,0,0,0,0,0.0955895971576193,0,0,0,-0.015066280680044,0,-0.0126160921089514,0,0,0,0.0256354275351648,0,0.1684121963772,0,0,0,0,0,0,0,0,0,0,0.0657473508221209,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567741162757567,0,0,0,-0.021948106128487,0,0,0,-0.0284980737902196,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341701222014535,0,0,0,0,0,0,0,0,0,0.0659107376568184,0,0,0.059128006392991,0.0363731269113787,0,0,0,0.192279095765684,-0.00246668337019049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070609479849576,-0.0240284607319,0.0193111801486759,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.503449120546399,0,0,0,0,0,0,0,0.275222267861466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607834806603005,0,0.165964294128554,0,0,0,0,0,0,0,0,0,0,0.150969215031822,0,0,0,0,0,0.016679123180199,0,0,0,0,-0.19201003119948,0,0
X600426.SH,0,0,0,0.0608440879473279,0,0,0.0184641247497235,0,0,0,0,0.272687142605021,0,0,0,0,0,0.066642379408323,0,0,0,0.0665948272953978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444914010061881,0,0,0,0.1250657855762,0,0,0,0,0.00946147858361906,0,0,0,0,0,-0.0208706106158478,0,0,0,0,0,0,0
