,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X600011.SH,X002271.SZ,X000877.SZ,X600660.SH,X000708.SZ,X600010.SH,X600547.SH,X601600.SH,X000301.SZ,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000786.SZ,X000983.SZ,X600801.SH,X600096.SH,X000723.SZ,X600803.SH,X601991.SH,X600486.SH,X000408.SZ,X601699.SH,X600219.SH,X600027.SH,X000932.SZ,X600141.SH,X600295.SH,X000807.SZ,X002080.SZ,X600489.SH,X600157.SH,X000830.SZ,X000630.SZ,X300073.SZ,X600352.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0837273481332569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553010589762891,0.137634674736582,0,0,0,0,0,0,0.102234933627547,0,0,0,0.0851174550046826,0.0245835171438739,0.0284481088142213,0,0.149077179749525,0,0,0.0253418135248319,0,0,0,0,0,-0.0304990300849678,0,0,0,0,0,0
X601088.SH,0.243389964294878,0,0,0,0,0.200312056488228,0,0,0,0,0.261092121463667,0,0,0,0,-0.184816631474752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237298303264356,0,0.0809853507105233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148515769112342,-0.0198426144827487,0,0,0,0,0,0
X600028.SH,0.0837372833381258,0,0,0,0,0,0,0,0,0,0.0399156985769571,0,-0.0575630084313797,0,0,0,0,0,0,0.0533025708270208,0.0301754816157584,0,0,0.0797844700827892,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0.00254423945472664,0.0476689088394742,0,0,0,0,0,0,0,0.021981847837999,0,-0.00138901725136178,-0.0140018653855524,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.00955081242696876,0,0,0,0,0,0.225656249540304,0.133963966171721,0,0,0.159375208935362,0,0,0,0,0,0,0,0.00196795700876091,0,0,0,0,0,0,0,0,0.0366249739598767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0199195182298815,0,0,0,0,0,0.0271676148437275,0,0,0,0,0,0,-0.0442443446474954,0,0.194117304385067,0,0,0,0.0907007756919095,0,0.33251582291432,0,0,0,0,0,0,0,0,0.0197820536743171,0,0,0,0,0,0.0156507918135011,0,0,0,0,0,0,0,-0.0292694520367538,0.0143848782960928,0,0,0,0,0,0
X600188.SH,0,0.826362264377096,0,0,0,0,0,0,0,0,0,0,-0.00026960986841469,0.0366661267236524,0,0,0,0,0,0,0.256892432874768,0,0,0.306688395680871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036302125577011,0,0,0,0,0,0,0,0,0,0,0.0659921949831739,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0443644920848768,0,0,0,0.33704211921209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568183929975425,0,0,0,0.0202373480168748,0,0,0,0,0,0.238694965175767,0,0,0,0,0,0,0.221929257906101,0.106554431151777,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,-0.0102140647654906,0,0,0,0,0.125007967669058,0,0,0.39989879669572,0,0.268787565275809,0,0,0,0,0,0,0,0,0,-0.0181229236529725,0,-0.0638331335420032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190742275743648,0,0,0,-0.094669480911646,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0899304692147617,0,0,0,0,0,0,0.0706963957505112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529240099428379,0,0.119717393071127,0,0,0,0,-0.0170433868558701,0,0,0,0,0.388480012728027,0,0.0139239749808341,0,0,0,0,0,0,0,0,0,0,-0.0167776383445072,0,0,0,0,0,0,0
X002466.SZ,-0.0860107168595111,0,0,0,0,0,0,0.893218033870019,0,0,0,0,-0.0172727063438078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.186742701033179,0,0,0,0,0,0,0.0507093834099573,0,0,0,0,0,0,0,0,0,0,0,0.169589482511107,0,0,0,0.0400250494503223,-0.0425243144703658,0,0,0,0,0,0
X601898.SH,0,0.419487866368292,0,0,0,0,-0.0189800427824776,0,0,0,0,0,-0.0132263399851865,0,0,0,0,0,0.100633093270132,0,0,0,0,0,0,0,0,0.207783246447645,0,0,0.0186679765043881,0,0,0,0,0,0,-0.0357944898187003,0.109440097300753,0,0.0237713534857014,0,0,0,0,0,0.103868690998141,0,0,0,0,-0.0356210095938179,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.215673783294267,0,0,0,0,0.0472752738565765,0,0.0708678733736506,0,0,0.421968096399966,0,0,0.0943365992320616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00175821215390546,0,0,-0.0792660705665669,0.181471600859793,0,0,0,0,0,0,0,0,0,0,0.0213447202492271,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262893421814604,0,0,0,0,-0.0825859225442311,0,0,-0.0257928269037692,0,-0.0152524335569345,0,0.655112781787732,0,0,0,0,0,0,0,0,0,0.375855779163939,0,0,-0.148317550213612,0.0394343097060203,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,-0.0456750748329558,0,0,0,0,-0.032485981353468,0,0,0,0.0151751225391359,0,0,0,0,0,0,0,0,0,0.141160930257469,0.509337242405076,0,0,0,0,0,0.178954574910413,0,0,0,0,0,0.00881879952448247,0,0,0,0,0.136630552388177,0,0,-0.124382163172014,0,0,0,0,0,0.0342036805953858,0,0,0,0,0,0
