,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600011.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X600111.SH,X600010.SH,X600489.SH,X002460.SZ,X000708.SZ,X002466.SZ,X600803.SH,X600160.SH,X600027.SH,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X002128.SZ,X600176.SH,X000408.SZ,X000630.SZ,X600096.SH,X000877.SZ,X600985.SH,X601168.SH,X000933.SZ,X600378.SH,X002353.SZ,X002271.SZ,X000027.SZ,X600995.SH,X000883.SZ,X600352.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.36976736322004,0,0.178525545580424,0,0,0,0,0,0,0,0,0,0,0.0467545646652511,0,0,0.3270105760722,0,0,0,0,0,0.028888823309661,0,0,0,0,0,0,0.0484166516041922,0,0,0,0,0.205648267902939,0,8.67361737988404e-19,0,0,0,-0.182812132252772,0.0826293380421428,0,0,0,0,0,0,0,0.020121387212967,-0.00799301773232021,0,0,0,0,0,0
X601088.SH,0.188012978839091,0,0,-0.0186757919841895,0.178209283339536,0,0,0,0,0,0,0,0,0,0.0405159449312491,0,0,0,0,-0.145826991172984,0,0,0,0,0,0,0,0,0,0.0557505722140001,0,0,0,0,0,0,0,0,0,0.167214050634386,0,0.0201508913819651,0,0,0,0,0,0,0,0,0,0,-0.0480010357544986,0,0,0,-0.039706439413177,0,0
X600028.SH,0.601258792806694,0,0,0,0.0751310946629472,0,0,0,0,0,0.0396400495966097,0,0,0,0,0,0,0,0,0,0,-0.056409704975767,0,0,0,0,0.0511205584689225,0,0,0,0,0,0,-0.0295644668838566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127337545854181,0,0,0.00405076473116648,0,0
X600309.SH,0,0,0,0,0,0,0,0.0359608610356136,0,0,0,0,0,0,0,0,0,0,0,0.136115966683965,0,0,0.121280468780458,0,0,0,0,0.063494035935086,0,0.37436690609654,0,0,0,0.112701258103639,0,0,0,0,0,0,0,0,0,0.0383440789907804,0,0,0,0,0,0,0,-0.100631732799074,-0.0210719984389851,0,0,0,0,0,0
X601898.SH,0,0.660090653299404,0,0,0,0,0,0,0,0.0506826956550664,0,0,0,0,0,0,0,0,0,0,0.0187482599206899,0,0.16987007132962,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00837135031527814,0,0,0,0.00407753776208722,0,0
X600188.SH,0,0,0,0,0.0967629764416095,0,0,0,0,0,0,0,0,-0.213300310637368,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.0559159438157331,0,0,0,0,0,0.196143505438332,0,0.478201104574257,0,0,0,0,0,0,0,0,0,0.25706961265692,0,0,0.091939997789049,0,0,0,0,0,0,0,0.152838931627748,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,-0.0645893666845582,0,0,0.00749669422637073,0,0,0,0.558542429029457,0,0,0,0,0,0,0,0,0,0,-0.392773307610003,-0.0665543013005475,0,0,0.0145178536460949,-0.102279312586524,0.147222714070921,0,0,0,0,0.103633051931596,0,0,0,-0.0523071669061159,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189985046743272,0,0.0544456749092583,0,0,0,0.0936241318640304,0.206074773339491,0,0,0.429308553225621,0,0.0263645248624601,0,0,0,0,-0.0104563852668928,0,0.344393050330305,0.138279195384211,0,-0.0347259720184191,0,0,0,0,0,0,0,-0.00237772661032766,-0.0262369462584368,0,0,0,0.00468656951535693,0,0
X600019.SH,0,0,0.292350507594512,0,0,0,0,0,0,0,0,0.105147984393934,0,0,0,0,0,0.13338149430798,0,0,0.286172358403657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569470477951532,0,0,0,0,0,0,0,0,0,0,0,0,-0.0685657436657007,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0799101475595649,0,0,0,0.0645664251623666,0,0,0,0,0.211955922980943,0,0,0,0,0,0,0,0,0,0,0,0,0.142385735978049,0.0742908353732286,0,0,0,0,0,0,0,0,0,0,0.259403239714338,0.0369800663772475,0,-0.0197715897975327,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0579790912722065,0,0,-0.0605235056069086,0,-0.105245013341941,0,0
