,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600547.SH,X600886.SH,X600585.SH,X600011.SH,X600795.SH,X000792.SZ,X600362.SH,X600489.SH,X600010.SH,X600111.SH,X600803.SH,X600027.SH,X000708.SZ,X002460.SZ,X000301.SZ,X601991.SH,X600160.SH,X600219.SH,X600426.SH,X000983.SZ,X000807.SZ,X000786.SZ,X601699.SH,X002466.SZ,X000630.SZ,X600985.SH,X000408.SZ,X601168.SH,X600176.SH,X002128.SZ,X600096.SH,X000933.SZ,X000877.SZ,X000883.SZ,X002353.SZ,X600352.SH,X600995.SH,X600378.SH,X600863.SH,X600612.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.367706318485824,0,0,0.313729739625934,0,0,0,0,0,0,0,0,0,0,0,0.115414626522453,0,0,0,0.140384261322063,0,0,0,0,0,0.143837155274548,0,0,0,0,0,0,0.403314194970094,0,0,0,0,0,0,0,0,0,0,0,0,-0.167096384585638,0,0,0,0,-0.0171773533957541,0,0,0,0,0,0,0
X600028.SH,0.442821724845331,0,0.0417549336316071,0,0.240671242358902,0,0,0,0,0.0583219338940668,0.0211023602827475,0,0,0.115726709577896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0748489880679452,0,0,0,-0.154148895826707,0,0,0,0,0.0237383893687004,0,0,0,0,0,0,0,0.0576655722480413,0,4.6358550251856e-05,0,0.0739295052406678,0,0,0,0,0
X601088.SH,0.142179115087555,0,0,0,0.0109905793691786,0,0,0,0,0,0,0,0,0.0695938646650525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138291777012116,0,0.130800202601116,0,0,0,0,0,0.106194766079962,0,0,0,0,0,-0.000982786487403336,0.165288751678964,0,0,0,0.017250563064591,-0.0174529427727857,0,0,0,-8.67361737988404e-19,0,0
X600309.SH,0,0,0,0,0,-0.0714589467689522,0,0,0,-0.110551806663084,0,0,0,0,0,0,0,0,0,0,-0.0564044932825884,0,0,0,0,0,0,0.313559382562875,0,0,0,0,0,0,0,-0.0289234035052277,0,0,0.272924408260505,0,0,0,0,0.0889739293942733,-0.0362464408445383,0,0,0,0.26950872941334,0,0,-0.0867183282592187,-0.020005775191752,0.0445428919940949,0,0,-0.000176493505785317,0,0
X601898.SH,0,0.084065151812582,0.522627077939185,0,0,0.136960338996676,0,0,0,0,0,0,0,0,0,0,0.0824675272472785,0,0,0,0,0,0,0,0,0.00850174947577661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195872997940348,0,0,0,0.0461854744389085,-0.065902359846385,0,0,0,0,0,0
X600188.SH,0,0.196854456920869,0,0,0.102694249318435,0,0,0,0,0.0249783939280124,0,0,0,0,0,0,0,0,0,0,0.0732142734697906,0,0,0,0,0,0,0,0,0,0,0.258137730488966,0,0,0.487949692609811,0,0,0,0,0,0,0,0,0,0,0,0.058839289816725,0.211216412570829,0,0,0,0.00154144893714978,3.46944695195361e-18,0.0605160427561719,0,0,-0.0356643516875526,0,0
X600660.SH,0,0,0,0.231478645400103,0,0,0,-0.197978855530401,0,0,0,0,0,0,0,0,0,0,0,0.0406061283239825,0,0,0,0,0,0.0623781790495788,0,0.142274671008419,0,0,0,0,0.163869000989729,0,0,-0.0188255469400913,-0.224794011531792,0,0,0.0790425592024064,0,-0.154718428944255,0,-0.0517085084477205,0,-0.130287235965719,0,0,0,0,0,-0.20042057840813,0,-0.0189871789852719,0,0,-0.108368788632872,0,0
X600019.SH,0,0.198597021782428,0,0.0168154633482454,0,0,0,0,0,0,0,0,0.128361646445278,0,0.0975988056009859,0,0,0,0,0,0,0.0562182521891361,-0.0887157217925369,0,0,0,0,0,0,0,0,0,0,0,0,0.196520440294494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161836320466558,0,-0.0280197490018651,0,0,0,-0.0724689873482263,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164674713227459,0,0,0,0,0,0,0.00842644841524146,0,0,0,0,0,0,0,0,0.543833760977425,-0.0264350645073089,0,0,0,0,0,0.33396418998175,0,0,0,0,0,0.192934766271904,0,0,0,0,0.0576940137341774,0,0,0,-0.0358933871674353,0,0,0,0,0,0,0
X600547.SH,0,0,0,-0.0532148743504087,0,0.216100015100767,0,0,-0.192878246698121,0,0,0,0,0,0,0,0.583053912934,0,0,0,0,0,0,-0.0319657204702546,0,0.038270630727442,0,0,0,0,0,0,0,0,0,0,0.285318088159073,0,0.0513208340343432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00945801477549562,0,0,0,4.33680868994202e-19,0,0
