,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600111.SH,X600547.SH,X600188.SH,X600362.SH,X002466.SZ,X601991.SH,X300072.SZ,X600660.SH,X600516.SH,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X002460.SZ,X600027.SH,X600489.SH,X000959.SZ,X600339.SH,X600808.SH,X600219.SH,X600352.SH,X601158.SH,X600549.SH,X000553.SZ,X000983.SZ,X002092.SZ,X000883.SZ,X000630.SZ,X000807.SZ,X002271.SZ,X000723.SZ,X000792.SZ,X600176.SH,X601699.SH,X600008.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0359087368821168,0,0,0,0,0.00644584059744923,0,0,0,-0.0168389652338253,0.00776681490136687,0.00921493342477752,0.00384698817989184,-0.00499594954214884,0,0,0,0,0,0,0,0,-0.0633843987975688,0,0,0,0,0,0,0.0260061304281526,-0.0376012696987253,0,0,0.0537186289617563,0,-0.0972166517644296,0,0,0,0,0,0,-0.00864348997911729,-0.010273059157684,0.0236798016385327,0,0,0,0,0
X600028.SH,0,0,0,0,0.184559023475841,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0573050379334752,0,0,0,0,-0.0300120266275071,0,-0.0548538609127035,0,0,0,0,0,-0.288886183960389,0,0,-0.0464821029648456,0,0,0,0,0,0,0,0,0,0,0.02088579939958,1.73472347597681e-18,0,0,0,0.0270376317403242,6.93889390390723e-18,-0.0979092319457508,0,0,-0.0189033652761142,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0152114420607927,0.0230071019598186,0,0,0,0,0,0,0,0.0153673894731593,0,0,0,0,0.0210584921040828,0,0,0,0,0,0,0,0,0,0,-0.00633112001798021,0,0,0,0,0.00777701546420185,0,-0.0132531198711621,0,0,0,0,0,0,0,0,0,0,0,0,-0.00486649785975706,0.00802818348198674,0,0,0,0.128659541617413,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.00200547926040848,0.171749249758014,0,0,0,0,0,0,0.0816170047688106,0,0,0,0,-0.0317494268131797,0,0.216587382305103,0,0,0,0,0,0,0.0311034877437166,0.268289075926488,0,0,0,0.0373121147736671,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0150142825036808,0.031237360684942,0,0,0,0,0,0
X600585.SH,0,0.316155342982901,0,0,0,0,0,-0.140245819715092,0.0930554126056318,0,0,0,0,0,0,0.122090305703025,0.0766764602065227,0,0,0,0.350810314029049,-4.33680868994202e-19,0,0,0,0,0.00375637715926377,0,0,0,0.0725532014340689,0,0,0,0,0,0.0045319312815011,0,0,0,0,0,0.0817944889403518,0,0,0,0,0,0,0,0.00299952893238145,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934273862980382,0,0,0.0656516682412245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206900155174621,0,0,0,0.0643735997956791,0,0.00793443277495004,0,0,0,0.018364549954353,0,0,0,0,0.140627185374625,0,0,0,-0.0164730917720946,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171551402187447,0.0582982625902856,0,0,0,0.48207227451858,0,0.0599844894512937,-0.0413136853471091,0,-0.00902968835397271,0,0,0.00300403499314954,0,0,0,0.0163861969471752,0,-0.107944563066562,0.00868107436077917,0,0,0.13703354337216,0,0,0,0,0,0,0,0,0.116391247819822,0,0,0,0,0.0359687715567656,-0.0703203130821748,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227923653622404,0,0,0,0,0,0,0,0.106489973077744,0,0,0,0,0,0,0,0.212140983791772,0.265288031360056,0,0,0.13880381515309,0,0.060436609563012,0,0,0,0.0476569878332751,0,0,0,0,0.0774777907607169,0,0,0,-0.00960259815414768,-0.00667427806112854,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263606175028965,0.0776641732825817,0,0.0669567344287078,0,0.109458324059256,0.198187650726312,0.0693402877905852,0,0,0,0,0.033801893803523,0,0,-0.106110843235751,0,4.33680868994202e-19,0,0,0,0,0,0,0.159978301657454,0,0,0.163723634222517,0.0276327461785938,0,0,0,0,0,0,0,-0.00203791464636907,4.33680868994202e-19,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.251534589149475,0,0,0,0,0,0.0403440761596109,0,0,0,0,0,0,0,0,0,0.0720250819945062,0,0,0,0,0,0,0,0.176943720714887,0,0,0,0,0,0,0,0,0,0.0658314923603665,0,0,0,0,0,0,0,0,-0.0186027252359475,-1.73472347597681e-18,0,0,0,0,0,0
