,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X601600.SH,X600795.SH,X600547.SH,X002271.SZ,X601991.SH,X600027.SH,X600426.SH,X600803.SH,X600362.SH,X600176.SH,X000983.SZ,X000408.SZ,X601699.SH,X000723.SZ,X000786.SZ,X600096.SH,X600348.SH,X000629.SZ,X000933.SZ,X600219.SH,X600141.SH,X600160.SH,X600995.SH,X002353.SZ,X600157.SH,X300073.SZ,X002080.SZ,X600801.SH,X000807.SZ,X600378.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0344209437253083,-0.0457581052023286,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429827590991708,0,0,0,0,0,0.279502163978343,0,0.132000799816758,0,-0.0304986749330526,0,0,0,0,0,0,0,-0.0173371265642862,0,0,0,-0.0116427976980608,0,0,0,0,0,0,-0.0087172247752443,0,0,0,-0.0202548768060101,0,0
X601088.SH,0,0,0,0,0.226339672312563,0.205545339987518,0,0,0,0.338305081847467,0.212704972212239,0,0,0,0,0,0,0,0,0,0,0,0.0110895963513255,0,0,0,0,0,0,0.0989888158764553,0.0230381459040736,0,0,0,0,0,-0.160544001862698,0,0,0,0,-0.122894198997213,0,0,0,0,0,0,0,0,0,0,0.0370842331474706,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0663083233954074,0,0,0,0,0,0,0,0.0513050270660112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328205313337158,0,0,0,0,0,-0.00448078145622736,0.00333528904031422,0,0,0,0,0,0.00624058218391112,0,0,0,0,0.0764159294890578,0,0,0,0.0231749990548301,-8.58349851222166e-05,0,0,0,0,0,0
X600309.SH,0,0.0715688102845149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359727436341286,0,0,0,0,0,8.67361737988404e-19,0,0.00650081306944862,0,0,0,0.0527949879356105,0,0,0.068498104183394,0,0,0,-0.0207024049897318,0,0,0,0,0.0931817005957926,0.0725809746474486,0,0,0,0,0,0,0,0.0229442747607239,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.0487475776499724,0,0,0,0,0,0,0,0.622601631796914,0,0,0,-0.00187330925494585,0,-0.0608027613232319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193360734143217,0,0,0,0,0,0,0.034023557118669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0868739176813323,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.530440546274298,0,0.387575341350065,0,0,0.0385331625835098,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.0486858460780603,-0.111338345476054,0,0,0,0,0,0.345233797676601,0,0,0,0,0,-0.126349852779732,-0.067583980610462,0,3.46944695195361e-18,0,0,0.154532515895381,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.00679347293163877,0,0,0,-0.0226533680520135,0,0
X002460.SZ,0,0,0,0,0,0.354261011944738,0,-0.202533470965949,0,0,0,0.120888976993987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180740865511426,0,0,0,0,0,0.116372960465149,0,0,0.0490490974768217,0.083534918779102,0.0815652321793923,0,0.0832372624884222,0,0,0,0,0,0,0,0,0,0,0,0.0296580507514688,-0.0821970202173037,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964674558040296,0,0.0016920461609905,0,0,0,0,0,0,0,0,0,0,0.0660938510369327,0,0,0,0.0540795109306246,0,0,0,0,0,0,0,0.0430449196666512,0.260266610363603,0,0,0,0,0,0.0146687743534318,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0951786686983685,0.156368739816423,0,0,0,0.141942530983228,0,0,0,0,0,0.0389037897149479,0,0,0.106700192148451,0,0,0,-0.0103365892375567,0,0,0,0,0,0,0.258566164196279,0,0,0,0,0.0181385637343969,0,0,0.018341957962569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141486056302885,0,0,0,-0.0527458052462766,0,0
X601898.SH,0,0.0326307461710385,0,0,0.0617026387402562,0,0,0,0,0,0.0430795456487267,0,0,0,0,0,0,0,0,0,0,0,-0.0582817975632944,0,0,0,0,0,0,0.366631139035129,0,0,0,0,0.123700428421206,0,0,0,0,0,0,0,0.251335131001427,0.0393516695962074,0,-0.0307469620481521,0,0,0,0,0,0.000929327736133109,-0.0377108983486183,0,0,0,0,0,0
