,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600547.SH,X600188.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X601992.SH,X300072.SZ,X600660.SH,X600309.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X000709.SZ,X600583.SH,X600352.SH,X000898.SZ,X000408.SZ,X000883.SZ,X000723.SZ,X000983.SZ,X600549.SH,X000539.SZ,X000027.SZ,X600176.SH,X002470.SZ,X000012.SZ,X000959.SZ,X000630.SZ,X002460.SZ,X002407.SZ,X000060.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0588688936401664,0.00906318420127726,0,0,0,0,0.00518203599210833,0,0,0,0,0.0258242654668308,0,0,0,0,0,0.0188128250719013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991918292092354,0,0,0,0,0,0,0,0,-0.00530951070759788,0,0,-0.00467662658112995,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0801272325136204,-0.0229709100995827,0.0165360139295077,0,0,0,0,0,0,0,0,-0.0176962020370994,0,0,0,0,0.00499924979775865,0,0,0,0,0.0393566034882638,0,0,0,0,0.0445215124632034,0,0,0.0734365174767517,0.0143397217485053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0177778531050603,0,0,0.0474504840204976,0.138277130077655,0,0.0804540250706857,0,0,0,0,0,0,0,0,0,0,0.0313985665350216,0,0.0173741829778115,0.0325142866355036,0,0,0,0,0,0,0,0.0744087067474049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118568160314696,0.0526859868935524,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.111594299062925,0,0,0,0,0,0,0,0,0,0,0,0,0.0274541913450509,-0.00608959880577056,0,0,0,0,0,0,0,0.118970729619459,0,0.154988116534573,0,0,0.0451922589089098,0,0,0,-0.0846664893196777,0.0928695650377824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0152122592039816,0,0.0232502220086361,0,0,0,0,0,0,0,0,0,0.283458376966711,0,0,0,0,0,0,0.0650657182901888,0,0,0.0173780507761852,0,-0.0104496475400721,0,0,0,0,0,0,0,0.138907068719295,-0.102986331040332,0,0,-0.0535560665943501,0,0.0594355164872391,0,0,0,0,0,0,0,-0.0206660212754911,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.137680489310293,0,0,0,0.0892371440310834,0,0.111916680241761,0,0,0,0,0,0,0,0,0,0,0,0.287123827513481,0,0.189297216180714,0,0,0,0,-0.0735227448644504,0,0,0,0,0.02610735024855,0,0,0,0,0,0,0,0,-0.140052375324453,0,0,0,0,0.0691146404802786,0,0,0.0415404758306337,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0754368734499042,0,0,0,0,0,0,0,0,0,0,0,0.0141682639703407,0,0.0298394023686791,0,0,0,0,0,0.0136527038874497,0,0,0,0,0,0,0,-0.0142577678629715,0.0473948234074751,0,0,-0.00874611451878793,0.0428664758494828,0,0,0,0,0,0,-0.0193289766783732,0,-0.0575951289118689,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828328653526479,0,0,0,0,0,0,0,0,0,0.0355848033561971,0,0,0.0487450795262445,0.0768827089565867,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.395925017814102,0,-0.0177904090898831,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0701202356556109,0,0,0,0,0.172396859017337,0,0,0,0,0.0326502939115878,0,0,0,0,0,0,0,0.210912092151381,0.0118212413186266,0,0,0,0.133092661260015,0,0,0,0.0332079823504597,0,0,0.0201694785009757,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619605140358307,0,-0.163819579841219,0,0,0.246035943905794,0,0,0,0,0,0,0,0,0,0,0,0,-0.198757077373144,0,0,0,-0.0339405430644899,0,0.137846744938906,0,0,0,0.0300653248405558,0,-0.0220330338381581,0,0.0985185489222985,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.124517872217844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100003234948686,0,0,0,0,0,0,0,0,0,0,0,-0.0968145912918012,0,0,0,0,0,0.605999852307797,0.0969552550593702,0,0,0,-0.136348196889187,0.126029777445528,0,0,-0.0676606404881668,0,0.274389434120418,0,0,0.00171386768078762,0.0271791043071369,0,0,0,0,0,0
X600795.SH,0,0,0,0.0596628741475896,0,0.0352746330475455,0,0.0338252451347424,0,-0.0135714827314608,0.0121070179280873,0,0,0,0.0220254440108239,0,0,0,0,0,0,0,0,0,0.00129266924140627,0,0,0,0,0,0,0,0,0,0,0,0,0.0422033859967708,0,0,0,0.043129022038774,0.0707310990793368,0,0,0,0,-0.042547567200618,0,0,0,0,0.00770572889239681,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.117558059121815,0,0.0663078163485031,0,0,0,0,0,0.0254831869002308,0.259641485011079,0,0,0,0,0.0702235742354551,0,0.0762852964876455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136627918026516,0,0,0,0,0,0,0,0,0,0.125378773834895,0,0,-0.0750595872392539,-0.0148622838753966,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,-0.0121822747683782,0,0,0,0,0,0,0,0.0119337805809791,0,0,0,0.0303845196658991,0,0,0,0,0,0,0,0,0,0.131877849951322,0,0,0,0,0,0.0206754054687739,0.0256184174857146,0,0,0,0.109874896837665,0.0381446102067911,0,0,0,0,0,0.0494483358079544,0,-0.0170676756281873,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0227626234380619,0,0.0725755758394635,0,0,0,-0.0351460343816519,0.039862790751849,0,0,0,0,0,0,0,0.241723416901493,0,0,0,0.0508292754699622,0.0187704402226187,0,0,0,0,0,0,0,0,0.00780635059060325,0,0,0,0,0,0,0,0,0.0159769274968803,0,0,0,0,0,0,0,0,0,0.0193604185136521,0.0195681324334998,0,-0.0130960128554029,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.129232105964383,0,0,0,0,0,0,0,0,0,0,0.0894623870698557,0,0.0501845296840268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146418904236768,0.0429987152579754,0,0,0,0,0,0,0.305724185505329,0,-0.0553867413590603,0.200693971959757,0,0,0.0519442235812782,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0.00382631241302511,0,0.0345019217591852,0,0,0,0,0.0102545371582479,0,0,0,0,0,0,0,0,0,0.0417596813027989,0,0.0680599194025975,0,0,0,0,0.0588318585468285,0,0,0,0.0174391085136909,0,0,0,0,0.0936380120173853,0,0,0,0,0.0464408637203101,0.274307774304373,0,-0.00853709905245258,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.707462721942517,-0.020138645599724,0,0,0,0.106827898456922,0.0766917800038263,0,0,0,0,0,0,0,0,0,0,0.196423013220595,0,0,0,0,0,0.0902102999696937,0,0,0,0,0,0,0,0,0,0,0.202063693085217,0,-0.196476436131823,0,0,0.0983434361706768,0,0,0.0313115975511812,-0.00987613343089067,0.115627675507701,0,0,-0.0550410937859519,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.199391592085138,0,0,0,0,0,-0.0138496315491072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397847521640803,-0.01851159921542,0,0,0,0,0.0478285374358101,0,0,0,0,0,0,0,0,0,0,0,-0.07149101877438,0.143944974424663,-0.0626860964049524,0,0,0.043370185341949,0,0,0.185500903528738,0,0.0221772607623728,-0.0629532909995404,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.182557939288361,0,0.7835661211048,0,0,0,0,0,0.304523748779697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399738068352202,0,0,0,0,0,0.0354893719241706,0,0,0,-0.0757559616372714,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0.281621873455185,0,0,0.136469375095811,0,0,0,0,0,0,0,0,0,0.170054115178703,0,0,0,-0.101860601785999,0,3.46944695195361e-18,0,0.14762422697973,0.194401450459336,0,0.00246232379549505,0.0852897300372491,0.0277638688808743,-0.0610993617738286,0,0,0,0,0,0,0,-0.0391625479783632,0,0,0,0,0,0,0,0,-0.108579641811238,0,0,0,0,0.00202165036229874,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0.0858031786503846,-0.0780191498859417,0,0,0,0,-0.459466076128157,0,0,0.109045226297715,0,0,0.159784955174818,0,0.0881643320696239,0,0,0,0,0,-0.221126482943416,0,0,0.0622663747446692,0,0,0.0713248167539381,0,0.045654940749197,0,0,0,0,0.182607081347009,0,0,0,0,0,0,0,0.177330412833325,0,-0.0239898469104742,0.0963708352939417,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.246936048236671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127848854792521,0,0.248056736823508,0.00560304213453099,0,0,0,0,-0.00217501216692652,0,0,0,0,0,0,0,0,0.0524687349519435,0,0,0,0,0,0,0,0,0,0,0,0,-0.00721914704344363,0.0793268673508309,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.014616030372725,0,0,0,0,0,0,0,0,0,0,0,0.00744558032944399,0.176978515450931,0,0,0,0,0.0933952601863887,0.273162221553618,0,0,0,0,0,0,0,0.00945668863510889,0,0.0439674971648234,0,0,0,0,0,0,0,0,0,0,0.0865709665082196,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,-0.0900100299644704,0,0,0,0,0,0,0,0,0,0,0.175445577841133,0.342946476992267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225882055886451,0,0,0.028200552667682,0.0428027654771889,0,0,0,0.0882313780374158,0,0,0,0,-0.100865540853433,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0.108491265765876,0,0,0,0,0,0,0,0,-0.104219203613572,0,0,0,0,0,0,0,0,0,0.0503667360680603,0,0,0,0,0.204589828753188,0,0,0,0,0,0,0,0,0.154123253823428,0,0,0,0,0.0437771941611373,0,0,0,0.0770506074623144,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111263560779037,0,0,0,0,0,0,0,0.128480635319853,0,0.000688322760323459,0,0,0,0,0,0,0.0989919948428204,0,0,0,0,0,0,0,0,0,0,0,0.625390055327181,0.255117536422693,0,0.111772547510708,0,0,-0.0939469852274626,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410205849026606,0,0,0,0,0.319749936327195,0.1271190547915,0,0,0,0,0,0,0,0.0314863043399359,0,0,0,0,0,0,0,0,0,0,0.15491347254913,0,0,0.144130002348237,0,0,0.211276808371514,0.0565612355066426,0.162440942584201,0,0,0.04123450482858,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349363175119642,0,0.127317046262711,0.00500288361900043,0.0571081523614115,0,0.0920234781946543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130890784186621,0,0.117106281834232,0,0,0.00370481547133337,0,0,0.0804562492529241,0,0,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,-0.0236667459428432,0,0,0,0,0,0,0,0,0,0.261113429859085,-0.261297068808997,0,0,0,0,0,0.328181174158929,0,0,0,0.515797811157342,6.93889390390723e-18,0,0,0,0.324170704906092,0,0.0834879432412855,0,0,0,-0.148248552764235,0.0803017997667966,0.047218357932277,0,0,0,1.38777878078145e-17,0,0,0.0410909344809625,0.0341597715730789,-0.711596561188299,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0.0396862118338951,0,0,0,0,0,0,0,0,-0.000466022967375444,0,0.117837580305222,0,0,0.157181947544535,0,0,0,0,0,0,0,0,0,0,0,0,0.190377563918565,0,0,0,0,0,0,0.110736293432162,0,0.023131408889024,0.0318945358718266,0,0.0145302479725661,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190224999207084,0,0,0,-0.00869568360361033,0,0.0716095860100862,0,0,0,0,0,0.0386341413421522,0,0.0331717581342264,0,0,0,0,0.0357664033580586,0,0,0,0.0124716033147604,0,0,0.0995023740937115,0,0,0,0,0.0830941968658251,0,0,0.137465306752364,0,0.023358061709625,0.00100566393428645,0,0,0,0,0,0
X600352.SH,0,0,0,0.0884601906724674,0,0.0160361925134549,0,0,0.104319255283833,0,0.0991087320774724,0,0,0,0,0,0,0.0191046767502416,0,0,0,0,0,0.0452979472030109,0.0354406515419183,0,0,0,0,0.0306895026893381,0,0,0,0,0,0,0,0,0.0662076152032727,0,0,0.188864115009363,0,0,0.0875192931038738,0,0.0147171375077858,0,0.120469046721668,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204193850267954,0,0,0,0,0.0582199034871449,0,0,0,0,0,0,0,0,0,0.018292374370527,0,0,0.272434909609212,0.0111576993505156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0,0,0,0.0674860010439996,0,0,0,0,0,0,0,-0.134471693200271,-0.0369355646330845,0,0.42806619173062,-0.291771211836158,0,0.104802415820146,0.0598880029592229,0,0.111988079731641,0,-0.134447735614664,0,0,0,0,0,0,0,0,0.137789615633221,0,0,0,-0.179909113303824,0.177229039843951,0.0988326784600377,0,0,0,0,0,0,0,0,0,0,0,0,0.00427959437949407,0
X000883.SZ,0,0,0,0,0,0.0794927507779139,0,0,0.0464396025047914,0,0,0,0,0,0,0,0,0.0336946440975547,0,0,0,0.0233302716395972,0.00306168214546478,0.0736057738221042,0,0,0,0,0,0.0176482603965507,0,0,0,0,0,0,0,0,0,0,0.0199494767698426,0.00920191125029764,0.036872708127421,0,0,0,0,0,0,0,0,-0.0271989750540033,0,0,0,0,0,0,0
