,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600309.SH,X600795.SH,X600688.SH,X601600.SH,X300072.SZ,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X600886.SH,X002466.SZ,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X600339.SH,X600489.SH,X000959.SZ,X601158.SH,X600008.SH,X000723.SZ,X600299.SH,X002460.SZ,X000883.SZ,X002271.SZ,X600219.SH,X600352.SH,X600176.SH,X000630.SZ,X600578.SH,X000792.SZ,X000539.SZ,X600583.SH,X000408.SZ,X600021.SH,X000027.SZ,X600808.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.058860923659854,0,0,0,0,0,0,0.0214231804722281,0,0,0,0.205738362251848,0,0,0.0453215499292769,-0.0241305389713684,0,-0.0421270060534837,0,0.0287481985887566,0,0,0,0.0387273069187316,0,-0.0339872886640044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119386775896787,0,0,-0.0449940059387653,0,-0.0108890776019445,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.00260653103052569,0,0,0,0,0.0471018621391357,0,-0.154297782338167,0,0,0,0,0,0,0,-0.0271562572931739,-0.0598985605068346,0,0,0,0,0,-0.0127145601221806,0,0.056152370274039,0,0,0.0459771145391572,0,0,0,0,0,0,0,0,0,0,-0.0368200822926186,0,0.0120135537666831,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.00404743775174327,0,0,0,0,0,0,-0.0423838404169574,0,0,0,0,0.026874594313587,0,0,0,0,0.19667899590049,-0.0224409137802361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135219542882864,0,-0.0909746040948675,0,0,0,0,0,6.08523242891758e-05,-0.0256739392217546,0,0,0,0,0,0
X600019.SH,0,0,0.0358902966516623,0,0.0200278346699108,0,0,0.162031090313524,0,0,0,0,0,0,0.0847345085203278,0,0.0786048220029941,0,-0.0311873271267036,0,0,0,0,0,0,0.299204588713069,0.102051405570416,0,-0.0483822480938172,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024899103047901,0,0,0,0,0,0,0,-0.0199521604388476,0.0134915814943514,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250736123120342,0,0,0.05269229369383,0,0,0.272860561757586,0.003691039708557,0,0,0,0.0830934491508359,0,0,0,0.0632425432856125,0,0,0.0199720849450849,0,-0.131610130902377,0,0,0,0,0.106785411418839,0,0,0,-0.077513839089847,0,0,0,0,0,0.0398165329752764,-0.0595933884876503,0,0,0,0,0,0
X600585.SH,0,0,0.103052803463256,0,0,0,0,0,0,0,0,0,0,0,0.192747096964964,0,-0.0416352772301152,0,0,0.233933238370432,0.166270214643621,0,0,0,0,0,0.108105654258926,0,0,0,-0.0231829644612375,0,0,0,0,0.183599721108207,0,0,0,0,0,0,0,0,0,0.204190259799607,0,0,-0.0748931413025712,0,0.00302494398347243,-0.0463185986518819,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-0.0644335077243888,0,0,0.124578320247203,0,0,0,0,0.0699445137276629,0,0,0,0,0.0318070256583312,0,0.0883037620797474,0.0348451114371911,0,0,0,0,0.0884640470085242,0,0,-0.0301790673638101,0,0,0,0,0,0,-0.0323684138277762,0,0,0,0,0,0.0412916627086211,0,0,0,-0.0136097276929506,-0.00431454910184011,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0499401139347068,0,0,0,0,0,0,0,0.408833880911094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106599759357614,0,0.130208021451867,0.0815382715216775,0,0.0698415543377621,0,0,0,0,-0.0363553876623809,0,-7.67687113851234e-05,-0.024046448477663,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,-0.0721426408026539,0,0,0.0834441532974815,-0.16647812990199,0,0,0,0,0,0,-0.272107745816492,0,0.518650155505354,0,0,0,0,0,0.116315947323346,0,0.451752744168814,0,0,0,0,0,0,0,0,0,0,0,0,0.176275281274257,0,0,0,0,0.090296833497826,0,-0.04704951527631,0.0458256050541408,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,-0.0580720452069228,0,0.0634560709852072,0,-0.0815310552203485,0.168658832737621,0.209459740767574,0,0.379686091271086,0,0,0,0,0,0.10345172673966,0,0,-0.18295020694051,0,0,0,0,0.0206728127528352,0,0,-0.0270343307840996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099702397516406,0,-0.0276182888648272,-0.0154561624897559,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0287348793639554,0,0,0,-0.00999622709085616,0,0,0,0,0,0,0.0624072824801272,0,0,0.0523711297425613,0,0,0,0.0491396990593522,0,0,0,-0.0226190172713588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286745254909086,0,0.0951433325455459,0,-0.0352921718385373,0,0,0,0,0,-0.0148686153690362,0,0,0,0,0,0,0
X600688.SH,0,0.273598719745077,0,0,0,0.0155466653925182,0,0,0,0.0850760670217585,0,0,0,-0.0483232055728867,0.0521516573107249,-0.023685419058762,-0.0898338700969459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778528445657233,0,0,0,0,-0.0128879712052948,0,0,0,0,0,0,0
X601600.SH,0,0,0,0.16037185421594,0,0,0,0,0.0413870562000737,0,0,0,0,0,0,0,0,0.113837898563334,0,0,0,0.238445736160897,0,0,0,0.145574860709108,0.102797611074213,0.126271780243798,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0778023242922909,0,0,0,0,-0.0215396114302971,0,0,0,0,0,0,0
