,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X000539.SZ,X000027.SZ,X601992.SH,X600309.SH,X000709.SZ,X000898.SZ,X600021.SH,X600352.SH,X000883.SZ,X002470.SZ,X600660.SH,X601918.SH,X000792.SZ,X600098.SH,X600623.SH,X600489.SH,X600022.SH,X600307.SH,X600863.SH,X000629.SZ,X600547.SH,X002353.SZ,X600808.SH,X300072.SZ,X600008.SH,X000060.SZ,X600578.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.780329932888195,0.0659473144661555,0,0,0,0,0,0,0.0606086928698591,0,0,0,0,0,0,0,0,0,0,-0.0309862090321474,0.0233346634184276,-0.0863101799854102,0,0,0,0,0,0,0,0,0.0160987009937157,0,0,0,0,0,0,0,0,0,0,-0.0233321832061388,0,0,0,0,0,0,-0.0330132930286603,-0.00826625264569792,0.0489874841704527,0,0,0,0,0
X600028.SH,0.229333414967076,0,0,0,0.135786292584017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793652946465127,0,0.0141650730739924,0,0,0,0,0,0.106896355780011,0,0,0.11716113661959,0,0.0285103394170281,0.00941357618004234,0,0,0,0,0.0338296601228331,0,0,0,0,0,0,0,0,0,0,0,-0.0369177747130031,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.193420460542763,0.0579219659298505,0,0,0,0,0,0,0,0,0,0,0,0,0.0876296506737173,0,0.253951342386214,0,0,0.107371517435488,0,0,0,0,0,0.0189632630805946,0,0,-0.0140501173668912,0,0,0,0,0,0,0,0,0,0,0,0.0997256315227375,0,0,0,0,0,-0.0201972435914332,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.39536521516973,0.180794434179059,0,0,0,0,0.0474709812062456,0,0,0,0,0.248378287174043,0,0,0,0,0,0,0,0,-0.00379784817679749,0,0,0,0,0,-0.0188692572555459,0,0,0,0,0,0,0,0,0,0,0,-0.0201799778980037,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298290011406286,0,0.0216904011919421,0,0.166553053885587,0.0772376089693344,0,0,0,0,0,0.0539628214897806,0,0,0,0,0,0.029350920749533,0,0,0,0,0,0,0,0,0,0,0.109867608457776,0,0,0,-0.011046230722654,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.284877870512969,0,0,0,0,0.0101815580537615,0,0.0158323651656535,0,0.0541627362195073,0,0.037088870255711,0,0,0.0641738102911738,0.135039699699122,0,0,0,0,0,0,0,0,0,0.158158812619677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338335342234347,0,0,0,0,0,0,0
X600585.SH,0,0,0.137325633890616,0,0.0753164167393404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0.415305943315177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111827566466301,0,0,0.00138307876011817,0,0,0,-0.00771652280206683,-0.00726050330480944,0,0,0,0,0,0
X601898.SH,0.121975132623036,0,0,0,0,0,0,0,0,0,0.279842593718774,0,0,0,0,0,0,0,0.0396447633420252,0,0,0.242185867836675,0,0,0,0,0.110669260683811,0,0,0,0,0.119057725431177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131587749322106,0,-0.0540606903591172,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.22124427833634,0.0209309166553552,0,0,0,0.0960019859945186,0,0,0,0,0.114051119802778,0.102229081716139,0.0126963316588245,0,0,0.0203121878787261,0,0,0,0,0,0,0,0.00753907601625058,8.67361737988404e-19,0,0,0.0515278112753791,0,0.00120629871962473,0,0,0,0.0812288900077881,0,0.164212338382433,0,0,-0.00195940907559862,0,0,0,0,0,0,0
X600688.SH,0.232996074208149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01632511470547,0,0,0,0,0,0,0.316809038017735,0,0,0.00712947128075429,0,0,0,0.0232265647613526,0,0,0.07030585385876,0,0,0,0,0,0,0.499021762054958,0,0,0,0,0,0,0,0,0,0,-0.0481299239428988,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.181131860467552,0,0,0,0,0,0,0.0541036270705032,0,0,0,0.147761889809558,0,0,0.160420201733101,0,0,0,0,0,0,0,0,0,0,0,0,0.110384226675669,0.0349017012589339,0.0394411157673612,0,0,0.100301985531861,0,0,0,0,0,0,0.00894931926146904,0.00920887083987908,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.282312953499326,0,0,0,0.00986815670404659,0.180016766901686,0,0,0,0,0.238720992296606,0,0,0,0,0,0.0841580431098306,0,0,0,0,0,0.0141533018188336,0.00871751916238227,0,0,0,0,0,0,0,0.0113323064652712,-1.73472347597681e-18,0,0,0,0,-0.0323801170110547,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.12505881145146,0,0.165055025926755,0,0,0,0,0,0,0,0,0,0,0.188272495344618,0,0,0.124968533633691,0,0,0.115291793945911,0.0601471014958301,0,0,0,0,0,0,0,0,0,0,0.0630922867440018,0,0,0,0.0140613334206704,0,0,-0.0597539127720386,0,-0.0316732075700849,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733114063938179,0,0,0,0,-0.171899287209569,0,0,-0.0725631103335094,0,0,0,0,0,0,0,0.246031675753277,0,0,0,-0.0442782756737811,0,0,-0.000778047537044517,0,0,0,-0.219272358703584,0,0,0,-0.0236346141787873,0,0.410887734788762,-0.158483217728733,0,0,0,0,0,0
X600157.SH,0,0,0,0,0.0249645471864687,0,0,0,0,0,0.712415958291591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764235555198593,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0810507873972723,0,0,0.00319372950584178,0,-0.0213295279574263,-0.0240798957290552,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.072600206701912,0,0,0.076731713714611,0,0,0,0,0,0,0,0,0,0,0,0.0786301836363282,0,0,0,0,0,0,0,0,0.154807757348147,0,0,0,0,0,0.047805503284935,0,0,0,0.074389619035035,0,0,0,0,0,0.140191277573097,0.166616458282059,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0246687392916549,0,0,0.0798788625944867,0,0.00643376892186599,0,0,0,0,0,0.159289192876624,0,0,0.0771952713760128,0.0420597017880887,0,0,0,0.135628473796108,0,0,0,0,0,0,0,0.0467306601028762,0.0084397192647816,0,0,0.205689070474285,0,0,0,0,0,0.00444142886964439,0,0,0,0,-0.00307725168630611,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.0539936965622198,0,0.173192362632418,0,0,0,0,0,0,0,0,0,0,0.0387003307194382,0.164291120913082,0,0,0,0.0489168697249034,0,0,0.166684677165781,0,0,0,0,0,0.0896041406666424,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0379494016460291,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.122099073558403,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0221773651043632,0.307395400091314,0,0,0,0,0,0,0,0,0,0.0886448552178079,0,0,0,0,0,0,0,0.0960323894789308,0,0,0,0,0,0,0.185427364637628,0,0,0.000206995569711771,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.0950061571989823,0,0,0,0,0.0327344070953249,0,0,0,0,0,0.10797718522111,0,0.101820869182973,0,0,0,0,0,0,0,0,0,0,0.0486128427766906,0.0430663965351162,0,0,0,0,0.122160482390639,0,0,0,0,0,0,0,0,0,0.0495718622513383,0.0641622165015179,0,0,0,-0.0524731112767573,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0.172859998085675,0,0,0,0,0.0749854527883233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101333344750473,0,0.145320085750397,0,0.215827133272427,-0.0575904425784259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709265886030309,8.67361737988404e-19,0,0,0,0,0,0
