,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600688.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600362.SH,X600188.SH,X601992.SH,X600111.SH,X600886.SH,X600623.SH,X600157.SH,X600299.SH,X600547.SH,X600660.SH,X000709.SZ,X600489.SH,X601158.SH,X000792.SZ,X600583.SH,X600352.SH,X002466.SZ,X600309.SH,X000898.SZ,X000539.SZ,X000629.SZ,X000883.SZ,X000027.SZ,X000630.SZ,X002075.SZ,X000060.SZ,X000959.SZ,X000983.SZ,X600021.SH,X300072.SZ,X002470.SZ,X600022.SH,X600176.SH,X601699.SH,X600578.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.114708987755297,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.131115548538809,0.0225780084714941,0,-4.33680868994202e-19,0,0.00563954124760161,0,0.154643693553604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190482257931374,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.139039151287225,0,0,0,0,0,0,0,0.0646234417398759,0,0,0,4.33680868994202e-19,0,0,0.00157663949139665,0,0,0,0.0513613323702046,0.0309359764426956,0,0,0,0,0.0917940910957192,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0464162340279211,0,0,0,0,0,0.00606466796463457,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.503272040041304,0,0,0,0,0,0,0,0,0,0,0.0169589245363681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0190309510744089,0,0,0,0,0.00475710131025369,0,0,0,0,0,0.195013514133378,0,0,0,0.0643268093950646,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0700562870368423,0,0,0,0,0.099807159951072,0,0,0,0,0,0,0,0.105338862192794,0,0,0,0,1.73472347597681e-18,0,0,0.0939283972110431,0,0,0.0359651044433146,0,0,0,0,0,0,0,0,0.115101378900128,0,0,0,0,0,0,0,0,0,0,0,0,0.0334705424389322,0,0,-0.012276717951704,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0162992033434251,0,0,0,0,0,0,0,0,0.330497593270031,0,0,0.0578985159874158,0,0,0,0,0,0,0,0,0,0,0,0.0792673123119575,0,0.152328582471765,0,0,0,0.0246300988477228,0.127983724509372,0.0263814053537634,0,0.0818747247917318,0,0,0,0,0,0,0.00604852929295891,0,0,0,-0.00716912096098576,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0313615785808644,0,0,0,0,0,0,0,0,0,0,0,0.00837196170159424,0,0,0,0,0,0,0,0,0,0,0,0.35272175257368,0,0,0,0,0,0.00382040424578477,0,0.0910335541437936,0.0963507733009032,0,0,0,0.383721992589082,0,0,0,0,0.0616523412717015,0,0.00652335359829899,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422698174418052,0.165989984764397,0,0,0.0841285517766459,0,0.111394647127208,0,0,0,0,0,0.0807125020945544,0.0212115069646709,0,0,0,0.0710410586455767,0.00930038773434917,0,0,0.0118209724260983,0,0,-0.0335839909011191,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.118802475899943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20283409440004,0.114886651101841,0,0,0,0,0,0.0292783231924473,0.0170961762941216,0,0,0,0.198662717165847,0,0.0668422743800564,0,0,0,0,0,0,0,0,0,0,0.00106065061109978,0,0,0,0.119182231314689,0,0,-0.00652581657431833,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421866276764262,0,0,0.0845009026824647,0,0,0,0,0,0,0,0,0,0,0,0.302108644617356,0.0533151155096741,0.0139857494950331,0.0535087590230214,0,0,0,0,0,0,0.149202743490748,0,0,0,0.018152150449451,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0515525177786613,0,0,0,0,0,0,0,0,0.0473291008663308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0978075008411942,0,0,0,0,0,0,0,0,0,0.177189255732866,0,0,0.1848751940227,0,0,0.262171634933844,0.0256494295682932,0,0,0,-0.100387885619112,0,-0.0338761636710948,-0.0266524547920805,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0590534831952875,0,0,0.0468846781138875,0,0,0,0,0,0,0.0949563718492919,0,0,0,0,0.130213090756342,0.0035373192800223,0,0,0,0,0,0,0.181610828385554,-8.67361737988404e-19,0.0113980538327061,0,0,0,0.0532903970831157,0,0,0.0443969382927194,0,0,0,0,0,0,0.036909215293157,0,0,0,0,0.0276536353021013,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317822895665184,0.126358144937976,0,0,0,0,0.229248620405375,0.0290284525478727,0,0.100376663025749,0,0.0168202111220788,0.0184380105012831,0,0,0.102275142383305,0,0,0.146085460296747,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.164709611608424,0.00356043582333393,0,0,0.312009446672122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453853466894674,0.101689518218208,0,0,0.0186692073333076,0,0,0,0.0768417412838648,0,0,0,0.0257443128821306,0,0,0.0356024002923809,0,0,0,0,0,0,0.060950861993761,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.00261681382327393,0,0,0,0,0,0,0.0935362486287192,0,0,0,0,0.0496779178134683,0,0.0111648013916394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.308348913488235,0,0,0.181780917360552,0.339247828810398,0,-0.0634767882520367,0.0775765318779812,0,0,0,0,0,0
