,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X601898.SH,X000792.SZ,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600795.SH,X000301.SZ,X600547.SH,X600886.SH,X000877.SZ,X601600.SH,X002271.SZ,X601991.SH,X600426.SH,X600362.SH,X600027.SH,X600803.SH,X000983.SZ,X600176.SH,X601699.SH,X600160.SH,X600348.SH,X000408.SZ,X000629.SZ,X000723.SZ,X600378.SH,X600995.SH,X600219.SH,X600096.SH,X600489.SH,X000786.SZ,X600157.SH,X002353.SZ,X000933.SZ,X600399.SH,X600985.SH,X600688.SH,X000807.SZ,X600141.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.297252122960937,0,0,0,0,0,0.133937550505143,0,0,0,0,0,0,0,0,0,0,0,0,0.0641681636165076,0,0,0,0,0,0,0.00716603966882497,0,0,0,0,0,0,0,0,-0.00287779471544365,0,0,0,0,0,0.137728028109257,0,0,0.00270591842997583,0,3.46944695195361e-18,0,0,-0.0122365583692134,-4.33680868994202e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.3691604107001,0,0,0,0.0712296685602113,0,0,0,-0.129156324090873,0,0,0,0,-0.0534206462686013,0,0,0,0,0.0309219650048461,0,0,0,0,0,0.162273322469678,0.17897493459941,0,0,0,0,0,0,0,-0.0719212855288116,0.108269115977069,-0.0617630884201264,0,0,0,0,0,0.0972039499729292,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.363589999918655,0,0,0,0,0,0.0157021118681078,0,0.0542905694626505,0,0,0,0,0,0,0,0,0,0,0,0,0.119343054247948,0,0,0,0,0,0.0530742814818721,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.00680075914564434,0,0,0.0984449006028238,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0162815100113022,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00217741317675176,0,0,0,0,0,0,0.0622042410797123,0,0.101314282364849,0.132611449103404,0,0,0,0,-0.168017988718259,0,-0.134354203508887,0,0,0.000841143130806337,0,0,0.263070117161524,0,0,0,0,0.146723759739239,0,0,0.0333280878735338,0.0946836092982696,0,0.0118030443421609,0.00436790769434826,0,0,0,0,0,0
X600188.SH,0,0.77354282489451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768346036990704,0,0,0,0,0,0.0800496053988317,0,4.33680868994202e-19,0,0.0162179934084902,0,0,0,0,0,0,0,0,0,0,0,0.0214157553100688,0,0,0,0,0,0,-0.0502515732616108,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.469698260891466,0,0,0,0,0,0.0606650511003282,0,0,0,0,0.0321429512960678,0,0,0,0,0,0,0,0,0,-0.131971644208094,0,0,0,0,0,0,0.0940055098734542,0,0,0,0.11082590078175,0,0,0,0,0.254300021796436,0.00340130810953655,0.014595321306259,0,0,0,0,0,0.0177135937416691,-0.0129114145006539,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.444690405048332,0,0,0,0,0,0,0,0,0,0.0408237594079885,0.050452962895943,0.049093859599905,0,0,0.160014058344789,0,0,0,0,0,0,0.0260429042072258,0,0,0.181333653149479,0.0871235941971188,0.0130102632964408,0.501496099758438,0,0,0,0,0,0,0,0,0,0,-0.106275390603493,0,0,-0.168825858551803,0,0,0,0.0260355841522341,0.0241286601282649,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0250172932456446,0,0,0,0.0934887274245086,0.144857688598886,0,0,0,0.0185877535641723,0,0,0,0,0,0,0,0,0,-0.120327205740987,0,0,0,0,0,0,0,0,0.10431412438193,0,0.403209874497214,0,0,0.0296610107976101,0,0.0269352546325704,0,0,0,0,0.0139537986439137,0,0,0,0,0,0,0
X601898.SH,0.0265858303632521,0,0,0,0,0,0.0664836289992989,0,0,0,0,0,0,0,0,0,0,0,0,0.0750171747723789,0,0,-0.0914412077636878,0,0,0,0,0.241377686031041,0.413211848812086,0,0.0921031443888276,0,0,0,0,0,0,-0.00300375796807336,0,0,0,0,0,0,0.0953878155142218,0,0.00347096155245866,0,0,0,0,-0.0299165777061375,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.165609377144192,0.0939872153741873,0,0,0,0,0,0.123830596992107,0,0,0,0,0,0,0,0,0.0329985287192522,0,0,0,0,0,0,0,0,0,0,0,0.155734335220208,8.67361737988404e-19,0,0,0.0347408985117286,0,0.0131863346049696,0,0.161086267665705,0,0,0.0283891872663245,0,0,0,0.115077041128232,0.0448286648099196,0,0,0.0396879727705872,0,0,0,0,0,0
