,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X601600.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600111.SH,X600157.SH,X601992.SH,X600886.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X600547.SH,X601158.SH,X600489.SH,X600309.SH,X600583.SH,X000709.SZ,X000883.SZ,X000539.SZ,X000898.SZ,X000027.SZ,X000630.SZ,X600352.SH,X002470.SZ,X000060.SZ,X000629.SZ,X300072.SZ,X600612.SH,X600098.SH,X000723.SZ,X600176.SH,X600160.SH,X600021.SH,X000959.SZ,X000983.SZ,X000012.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.130079075034385,0,0,0,0,0.00223837098787295,0.0432858656419206,0,0.17575577735632,0,0.0395870828700878,0,0,0,0,0,0,0,0,0,0.0108061157360616,0,0,0,0,0,0,0,0,0.023654478611791,0,0,0.028587496797733,0.0236022348596638,0,0,0,0,0.0309068552484182,0,0,0,0.0175308039779708,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0517796201591252,0,0,0,0,0.0160476838785672,0.0242629445162797,0,0.105112615020367,0,0.0667383403628032,0,0,0,0,0,0,0,0,0.12677805308323,0,0,0,0,0,0,0,0,0,0.0462447218713282,0,0,0,6.93889390390723e-18,0,0,0,0,0.04984652311561,0,0,0.00964444023153824,0.00419945753728318,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.462616033623648,0,0,0,0,0,0.0491312582923062,0,0,0.0778087111793767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130781235500199,0,0,0,0,0.0749042228202423,0.00533141162761501,0,0,0,0.0601294093827513,0,0.0189163014050193,0,0,0,0,0,0,-0.0195513496362592,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0116616489747183,0,0.14516587870326,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0921994094966713,0,0,0,0.00413129418656832,0,0,0,0,0,0.00224898512877308,0,0,0.0193003170887286,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0134050813813757,0,0,0.222128762141228,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237863723007477,0,0,0,0.0573575892062587,0,0,0,0,0,0,0,0,0,0.071606361406007,0,0,0,0,0.0860410841967572,0,0,0.180840788878435,0.15919805879198,0,0,0,0,0,0.00611303389596641,0,0,0.0373258882041515,0,0,0,-0.0150611344289019,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000348177072770184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598142045456171,0,0,0.0585360981037192,0,0.063654178285109,0,0,0,0,0.10723686502814,0,0,0,0.0218247412685628,0.0352043718469687,0,0,0,-0.0256600357403962,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0802878505798921,0,0.174729431305193,0.0437024272713387,0,0,0,0,0,0,0,0.139822352843563,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0641266202806944,0,0,0,0,0,0,0,0,0,0,0,0,0.0484131527312225,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.067668119664294,0,0,0,0,0,0,0,0,0.0286773260025533,0,0.0825044743767837,0.0777772799313338,0,0,0,0,0,0.0472003351171852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648131284672451,0.0812976089486285,0,0,0,0.20256682859985,0,0,0,0,0,0.134179700969143,0,0,-0.00824483045536411,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185886697052469,0,0.101044953347117,0,0,0,0.0319019041265652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151201407719249,0,0,0,0.146117163538914,0,0,0,0.212098630410029,0,0.110474596272218,0,0,0,0,0,0,-0.00723983016227762,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.153206184750168,0,0,0,0,0,0,0.0348560187296281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05136869355655,0,0,0,0,0.221424352367219,0,0,0,0,0,0,0.0508012376342012,0.0559632818405432,0.0999261054189918,0.0313294752297876,0.0602179203954434,0,0,0.00110334132172508,0,0,0,0,0,0
