,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X601898.SH,X600019.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600547.SH,X600795.SH,X000301.SZ,X600886.SH,X000877.SZ,X601600.SH,X002271.SZ,X600426.SH,X600362.SH,X601991.SH,X600027.SH,X600803.SH,X601699.SH,X600176.SH,X000983.SZ,X000408.SZ,X600160.SH,X600348.SH,X000629.SZ,X600378.SH,X000723.SZ,X600995.SH,X600096.SH,X600219.SH,X600489.SH,X000786.SZ,X600157.SH,X600399.SH,X600688.SH,X600985.SH,X000807.SZ,X600141.SH,X002353.SZ,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.613835669832356,0,0,0,0,0,0,0.155989429439498,0,0,0,0,0,0,0,0,0,0,0,0.0596451912473624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119587391289044,0,0,0,0,0,0,0,0,0,0,0.111897465846526,0.00291205490882841,0,-0.00282883152321186,-0.00758579263095059,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.289766254857724,0,0,0,0,0.198104224945376,0,0,-0.153518588090259,0,0,0,0,0,-0.0831415652522183,0,0,0,0,0,0,0,0,0,0,0.0591455411157906,0.207005567559665,0,0.0484801643893006,0,0,0,0,0,0,0.0491582560510429,0,0,0,0.00339117164340771,0,0,0,0,0.0198598986019312,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.57850197662149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193852973760234,0,0,0.0130717214551064,0,0.0765529465475003,0,0,0,0,0,0,0,0,0,-0.00201198926337295,0,0,0,0,0,-0.00877568420017766,0,0.0180629693476461,0,0,0.00100682581423722,0,0,0.0205082414715205,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054448353723618,0,0,0,0,0.0224016264193626,0,0,0.0928760187112465,0.0983371885321802,0,0,0,0,0,-0.128700494936049,-0.0283472254077541,0,0,0.0184174035922096,0,0,0.134214978165797,0.0800389873680116,0,0.0637131101554318,0,0,0,0,0,0,0,0.019310273051139,0,0,0,0,0,0,0
X600188.SH,0,0.748046349969478,0,0,0,0,-0.0055104103456722,0,0,0.114554151803315,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320746664712449,0,0,0.0667402188376622,0,0,0,0,0.029012965869018,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610599662231566,0,0,0,0,0,0.0800110582718605,0,0,-0.0452061686758225,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.455937076241351,0,0,0,0,0,0.0539003213889804,0,0,0,0,0,0.0256186740456758,0,0.0703247005468477,0,0,0,0,0,0,-0.148503058340581,0,0,0,0,0,0,0.0904834680671631,0,0,0.0171727830023409,0,0.168336112365752,0,0,0,0,0,0,0,0,0.253920779324688,0,0,0.0027551584659482,-0.0208968714937599,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.465573526590278,0,0,0,0,0,0.0242604394440187,0,0,0,0.0903118390597114,0,0,0.0554550155424609,0,0.163975280298792,0,0,0,0,0,0,0.00718175003653565,0.205990215378512,0,0,0.490738961944057,0.062722873604918,0.0356254827081381,0,0,0,0,0,0,0,-0.0298520600772523,0,0,-0.17044003953419,0,0,0,0,-0.109001229801149,0,0,0.0387268533334832,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0539936330130186,0,0,0,0.166285810157815,0,0.116945879031601,0,0,0.000109365858890545,0,0,0,0,0,0,0,-0.0569816767901027,0,0,0,0,0,0,0,0,0,0.140837522411011,0,0,0.456942918003658,0,0,0,0.022014922065905,0,0,0.0488419401535207,0.0318420422917677,0,0,0.0288157522384797,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.212570036685519,0.0661804323933932,0,0,0,0,0,0.107461322353869,0,0,0,0,0,0,0,0,0.0129802341707566,0,0,0,0,0,0,0,0,0,0.208038194874835,0,0,0.0036939819584003,0,0,0.0152298752869364,0,0,0,0.129736880455434,0,0,0,0,0.159202775735768,0.0281697627615514,0,0,0,0,0.0388198936502028,0,0,0,0,0,0
X601898.SH,0.029380138569894,0,0,0,0,0,0.0678917447945726,0,0,0,0,0,0,0,0,0,0,0,0,0.0612907171813153,0,0,-0.0944122218584397,0,0,0,0,0.238657028593405,0.0957111366172846,0,0.411910050744997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587814350934949,0,0,0,0.0902681484856805,0,-0.0288431200377028,0,0,0,0,0,0,0
