,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600309.SH,X600027.SH,X601992.SH,X600660.SH,X600886.SH,X600111.SH,X600489.SH,X000898.SZ,X000959.SZ,X600299.SH,X000709.SZ,X000792.SZ,X601158.SH,X600339.SH,X002466.SZ,X600583.SH,X000408.SZ,X000723.SZ,X000630.SZ,X600098.SH,X000883.SZ,X600352.SH,X600219.SH,X000539.SZ,X600021.SH,X600623.SH,X000983.SZ,X000027.SZ,X002092.SZ,X000825.SZ,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.367893397651544,0.00787814503513211,0.0745522822113912,0,0,0,0,0,0,0.0126953651505815,0,0,0,0,0,0,0,0,0.0313233906133045,0,0,0,0.000947295985969134,0.0596617480104441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109424224042143,0,0,0,0,0,0,0,0.00376138212921129,-0.00654056233138522,0,0,0,0,0,0
X600028.SH,0.72592071409593,0,0,0,0,0.217372337692579,0,-0.00620687916066943,0.0123253471695101,0,0,0.0331648892736662,0,0,-0.0339857505299837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110259391567554,0,0,0,0,-0.0419980834383025,0,0,0,0,0,0,0,-0.0484986563719176,0,0,0,0,0,-0.00822977985950893,0,0.0130190425992312,0.00869878798730027,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0635294600538193,0,0.11002571415663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0854733976207787,0,0,0,0,0,0,0.0557292529425681,0,0,1.73472347597681e-18,0.00991889010324507,0,0,0,0,0,0.0312621124192122,-0.14337486155047,0,0,0.0162333872256745,0.165658555276913,0,0.112749454124409,0,-0.00637402575197451,0,0,0,0,0,0,0
X600019.SH,0,0,0.195716367776436,0,0,0,0,0,0,-0.0477285329129969,0,0,0,0.0632883271149583,0,0,0,0,0,0,0,0,0,0,0.153608630062808,0,0,0,0,0,0,0,0,0,0,0,-0.0582512808272624,0,0,0,0,0.0632238399171325,-0.110262858528203,0,0,-0.0317811752571132,0,0.025213692575541,0,0.00825753114675194,-0.0655007649325496,0.0584394661420693,0,0,0,0,0,0
X600011.SH,0,0.0353690868992443,0,0,0,0,0,0,0,-0.0182718930435799,0,0.187046821569121,0,0,0,0,0,0,0,0,0,0,0,0,-0.000190244248064856,0,0,-0.110963794429986,0,0,0,0,0.0566316924179192,0,0,-0.0653318516483366,-0.0298560876555542,0,0,0,0,0,0,0,0,0.0943784485476264,0,0,0,0.0238929319559099,-0.0375765122641507,0.041744286264722,0,0,0,0,0,0
X600585.SH,0,0.180501528282687,0,0.120480062465652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130399807118518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0428735435191921,0,-0.243926894484039,-0.0691442726151795,0.0645109988788776,0,0,0,0,0,0
X600010.SH,0,0,0,-0.0213598891979517,0,0,0,0,0,0,0.0787369767654929,0,0,0,0,0,0,0.0182876653835234,0,0,0,0,0,0,0.222033139292339,0,0,0,0,0,0,0,0,0,0,0,0.0209917135269506,0,0,0,0,0,0.102118881603287,0,0.0142249692684465,0.00159017602293748,0,0,0.0768041426565312,0,-0.0151295116350208,0,0,0,0,0,0,0
X601898.SH,0,0,0.258863359423048,0,0,0,0,0,0,0,0,0,0,0,0.0660891028731139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154660762195262,0,0,0,0,0,0,0,0,0,0.259878005574512,0,0.00343460728700401,0.203373055893575,0,0,-0.0262198674440047,-0.0197347052560462,0,0,0,0,0,0,0
X600688.SH,0,0.125829986086054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108967300063561,0,0,0,0,0,0.0355758435477299,0,0,0,0,0,0,0.0236321159229737,0.0442586771747124,0,0.350496085969421,0,0,0.0667331596517806,0,0,0,0,0,0.0225051273551387,0,0,0,0.0731932914049575,0.0144302708149282,0,0,0,0.0019160608833297,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0276213225251871,0,0,0,0,0,0,-0.0405487952005443,0,-0.0737452950440561,0,0,0,0,0,0,1.02170010632556,0,0,0,0,0,0,0,0,0,0,0,0,0.0572535499329084,0,0,0,0,0,0,-0.0183387414547732,0,0.185140225553836,0,0,0,0,-0.0320649495346167,0.0115242922446561,0,0,0,0,0,0
