,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X600309.SH,X601898.SH,X601600.SH,X600688.SH,X600188.SH,X600795.SH,X002466.SZ,X601992.SH,X600362.SH,X600660.SH,X601991.SH,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X000709.SZ,X600157.SH,X002460.SZ,X600027.SH,X000898.SZ,X600516.SH,X000959.SZ,X600339.SH,X600489.SH,X600808.SH,X601158.SH,X600352.SH,X002092.SZ,X002271.SZ,X000983.SZ,X600219.SH,X000630.SZ,X000883.SZ,X600176.SH,X000723.SZ,X600299.SH,X600578.SH,X601699.SH,X000792.SZ,X600549.SH,X000408.SZ,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.127690201109265,0,0,0,0,-0.0485935620177195,0,0,0.0817465602500503,0,0.00539480619801196,0,0,0,0,0,0,0,0.00464795922665574,0,0,0,0,0,0,-0.0398799228248706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168966492034779,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.160320779370517,0,0,-1.73472347597681e-18,0,0,0.0615130673514563,0.0309737046421205,0,0,0,0,0,0,-0.107589812979312,-0.0794183594748027,0,0,0,0,0,-0.0214436491400675,0,0,0,-0.0389629030207484,-0.128108788885342,0.0242346898648441,0,0,0,0.0130020191240688,0,0,0,0,0.0119230392063137,-0.0504699677684179,0,0,0,0,0,0.00470469585941142,0,0,0,0,-0.125166852449428,0,0,0,0,0
X601088.SH,0,0,0,0,0.017915288786656,0,0,0,0,0,0,0,0,0.0131181096836842,-0.0347115920000669,0,0,0,0.025229314944184,0,0,0,0,0,0.0112848873817025,0,0,0,0.0157709690192759,0,0,0.0158898524545374,0,0,0,-0.0143312887467468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00644402981378594,0,0,0,0,0.0696386400987785,0,0
X600019.SH,0,0,0,0,0,0,0.0281710913296551,0,0.130205737482743,0,0,0,0,-0.00412449453906867,0,0.151738118604132,0.0600888557678744,0,0,0,0,0,0.0187185499546978,0,0,0,0.0631391597343049,-0.0510226940232519,0,0,0,0.373359680849765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116502218892513,0.0215717490066725,0,0,0,0,0,0
X600585.SH,0,0,0,0.2203959766455,0,0,0,0.369912056527587,0,0,0,-0.0306524802961942,0,0,0,0,0.17324248918936,-0.108546458407298,0,0,0.173891813418776,0,0,0,0,0,0,0,0.0481934404844249,0,0,0.0778793820186882,0,0,0,2.16840434497101e-19,0.0484157729235705,0,0,0,0,0,0,0,0,0,0,0.02383991176108,0,0,0.0151542801863276,-0.00280358061453384,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.135467836615961,0,0,0,0,0,0,0,0,0,0.0143672161771113,0,0.01512052409248,0.181455215850746,0,0,0,0,0,0,0,0,0,0,0,0.0306607324758494,0,0.0510138022290381,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00783912749748276,0.0109015758225455,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.00467388682905422,0,0,0,0,0,0.442869484743311,0.0328597789428359,-0.127270511212288,0,0,0.0359610761533898,0,0,0.117844528035486,0,-0.025973541774837,0,0.15041565120462,0,-0.0975580171071717,0,0,0,0,0,0,0,0,0.179995768095276,0,0,0.277575525577322,0,0,0,-0.187650116849803,0,0,0.0290648548957176,-0.0324805985045754,0,0,0,0.00859176236579654,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.391521025154878,0,8.67361737988404e-19,0.0541755430650742,0,0.19575121785394,0,0,0.206691105325873,0,-0.13109441258109,0.0211782709781482,0,0,0,0,0.0267198572833696,0,-0.0221293585007008,0,0,0,0,0,0.100462546824486,0.0106870928449641,0,0,0,0,0,0,-0.0841278381450424,0,0,0,0,0,0,-0.00137519595184278,-0.0827240529054684,0,0,0,0,0,0
X601898.SH,0,0,0,0.189757967052621,0,0,0,0,0,0.172057290756549,0,0.126630259606862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250982217359805,0,0,0,0,0.0037629770652945,0,0,0,0,0.129938280152262,0,0,0,0,0.0171275054461495,0,0.203709310552171,0,-0.0533945460082715,0,-0.0130459708615297,0,0,-4.33680868994202e-19,-2.16840434497101e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0803449180571503,0,0,0,0,0,0,0,0,0,0,0.0668366883027373,0,0,-0.0263394637573742,0,0,0.0101676603707178,0,0,0.286146237106257,0,0,0.176293942795066,0.0641483994965274,0,0.0779506708288891,0,0,0,0,0.179614960602851,0,0,0,0,0,0,0,0,0,0.0706351423358098,0.0231738148951776,0,0,-0.0100036016993091,-0.018915674082646,0,0,0,0,0,0
