,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X600019.SH,X002460.SZ,X000708.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X000786.SZ,X600176.SH,X600426.SH,X600111.SH,X000301.SZ,X002466.SZ,X601600.SH,X600011.SH,X601898.SH,X600352.SH,X600010.SH,X600886.SH,X600219.SH,X002353.SZ,X600188.SH,X600803.SH,X600486.SH,X600489.SH,X600801.SH,X601168.SH,X601991.SH,X600688.SH,X600795.SH,X002080.SZ,X600299.SH,X000932.SZ,X600315.SH,X000723.SZ,X300037.SZ,X000830.SZ,X000630.SZ,X600027.SH,X000898.SZ,X600409.SH,X000807.SZ,X600399.SH,X600549.SH,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0742312323376528,0,0,0,0,0,0.0133124238724066,0,-0.0469525329337322,0,0.0905022756660405,0,0,0,0,0,-0.00238407747992689,0,0,0,0,0,0,0,0.0824089645149088,0.000514084615027284,0,0,0,0,0.0121943197140116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00604801889540985,0,0,0,-0.0015237886816014,0,0
X600028.SH,0,0,0,0,0,0,0,0.101993096815436,-0.0415049364552997,0,0,-0.0196229640431419,0,0,0.0731030390181787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00501055091364599,0,0,0,0.0133601307141956,0,0,0,0.0265823303707076,0,0,0,0,0.130858370829646,0.0343132867114779,0,0,0,0,0,0.0038067409040274,-0.0236757999369126,0,0,0,0.00311150002891439,0,0
X600309.SH,0,0,0,0,0,0,-6.93889390390723e-18,0.00402978412464049,0,0.103831152260537,0,0,0,0,0.130879433147,0.0909790881962112,0,0,0,0,0,0,0,0,0,0.161042015895775,0,0,0.0546091748904389,0,0,0,0,0,0,0,0,0,0.075772052353341,0,0,0,0,0,0,0,0,0,0.16102178743111,0,0,0.000338022420444424,0.0202106784089321,0,0,0,0.0169690215710754,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0256812511682399,0,0,0,0,0,-0.0731167537347384,0,0,0.000362079505195704,0,0,0.121261674253266,0,0,0,0,0,0.347575835208631,0,0,0,0,0.100139155319979,0,0,0,1.73472347597681e-18,0,0.16136996749623,0,0,0,0,0,0,0,0,0,-0.0315365455472361,0,0,0,0.0296457505922957,0.000581669314015803,0,0,0,-0.0321274109665295,0,0
X600585.SH,0,0,0,0,0,-0.0113695983573671,0,0,0,-0.00655070058915299,0,0,-0.098464419893992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742884320827751,0,0,0,0,-0.0294924537505219,0,0,0,0,0,0.0333243905853254,0,0,0.0544955980580266,0,-0.00804202859354767,0,0,0,0.00435525787158222,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269756558733411,0,0,0,0,0,0,0,0,0.10102528884971,0,0,0,0,0,0,0,0,0,0,0,0,0.117911613322017,0.0255620890584158,0,0,0,0,0,0.189396510299279,0,0,0.142745387556993,0,0,-0.0494138591984546,-0.0174507527494167,0,0,0,0,0.00824500517931625,0,0
X002460.SZ,0,0,0,0,0,0,0,0.115630334241307,0.459396037148903,0,0,0,0,0.0532318326317362,0,0,0.0121195690096307,0.170147691672676,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402376204545895,0,0,0,0,0,0,0,0.216177498877753,0.155397059448636,0,0,0,-0.110446818326625,0.17307645505435,-0.177515486526635,0,0,0,-0.231954035275551,-0.043095384963174,0,0,0,0,0.0527949306544364,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0863077499597554,0,0,-0.449095717950445,0,0,0.066052917199304,0,0,0,0,0,-0.476464927211788,0,0,0,0.297047198850158,0,0,0.274451143600623,0,0,0,0,0,0,0,0,0,0,-0.0367606888331496,0,0,0,0,0,-0.218520932174599,0,0.13392111685959,0,0,0,0,0.0196535693744271,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.122301539326837,0,0,0.322647008770946,0,0.0368923637391817,0,0,0,0,0,0.0122393873592513,0,0,0,0,0,0,0.035671606909345,0,0,0,0,0,0,0,0,0,0,0.0532724649281741,0,0,0,0,0,0.0166472859531867,0,0,0,0,0,0,0,0,0,-0.0366659670970587,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0401655874779272,0,0,0,0,0,0.210948481831532,0,0,0,0,0.0255941195059377,0,0,0,0,-0.0247257762084094,0,0,0.0286060928018001,0,0,0,0,0,0,0.119218761981039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0217969055373835,-0.0728594614262922,0,0,0,0.0634125241834421,0,0
