,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600660.SH,X600188.SH,X600688.SH,X300072.SZ,X600362.SH,X600795.SH,X601992.SH,X002466.SZ,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X600176.SH,X000898.SZ,X600516.SH,X600157.SH,X000709.SZ,X000786.SZ,X600352.SH,X600027.SH,X000553.SZ,X000408.SZ,X000792.SZ,X002271.SZ,X600489.SH,X601699.SH,X600219.SH,X600808.SH,X000959.SZ,X601158.SH,X000983.SZ,X000883.SZ,X600339.SH,X000723.SZ,X000630.SZ,X002470.SZ,X002092.SZ,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.551548961299516,0,0.0261091686363949,0,0,0,0,0,0,0,0,0.0582956712172943,0.0805947868868021,0,0,0.00145271158525576,0,-0.0749850668751869,0,0,0,0.031187326035553,0,-0.0331562306990433,0,0,0.00515214967610799,0,0,0,-0.0390437952066072,0.0164070947000752,0.0634227967984737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.453667435930143,0,0.00376826457472959,0,-0.0814700979416148,0,0,0,0,0,0,0.024135008130865,0,0,0,0,0,0,0,0,0,0,-0.104735144053269,0,0,0,0,-0.00927811434000214,0,0,0,0,0.0086459009116078,0,0,0,0,-0.00159905141405653,0,0,0,0,0,0,0,0,-0.0163729774172658,0,0,-0.0193427091010572,0.0346543373542968,0,0,0,0,0,0
X601088.SH,0,0,0,0.100150336728373,0.202976527558589,0,0,0,0,0,0.231912839987801,0,0,-0.101379345519023,0,-0.100613747835679,0,0,0,0,0,0,0.00811661016029747,0,0,0,0,0,0,0,0,0,0,0.0336780502795086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224423018769311,0.0214917419492597,0.29267693705013,0,0,0.03288094234064,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159239711948609,0.549604425330401,0,0,0,-0.0074877894617005,0,0,0,0,-0.0271350502941633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513621710042783,-0.00695519361284145,0.0205909325613624,0,0,0,0,0
X600585.SH,0,0,0.38706604492015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913799035984225,0,0,0.170481647549812,0,0,0.0732818063828803,0,0,0,0,0.0916422928288229,0,0,0,-0.333086592613319,-0.0866690058282197,0,0,0,0,0,0,0,0,0,0,-0.0683567363604613,0,0,0,0,0,-0.00426872860730937,0.0124033967771027,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0209725783620502,0,0,0.101681543907679,0,0.0248416563098075,0,0,0,0.0394404865471134,0,0.0317531575753223,0,0,0.0112667076605443,0,0,0,0,0,0.0942494059173657,0,6.93889390390723e-18,0.0515549557095494,0.148856189807559,0,0,0.187461170226774,0,0,0,0,0,0,0,0,0.102785642497767,0,0,-0.0078621867648376,0,0,0,0,0,0,0
X600309.SH,-0.00218848950557518,0,0.0532621072560124,0,0,0,0,0,0,0,0,0,0,-0.0652842329266828,0,0,0,0.291467008906971,0,-0.179321632939165,0,0,0.337416120791672,0,0,0,0,-0.0283030910759851,0,0,-0.0985295945553417,-0.0937275847239923,-0.0387202919969671,-0.0651293858044987,0,0,0,0,0,0,0,0,0,0,0,0,0.488940286399973,0,0,-0.0142787052007547,-0.0121504100403648,0,0,0,0,0,0
X600011.SH,0,0,0,-0.155935640891165,-0.0231806501853758,0,0,0,0.00678666991524176,0,0.0244169986627505,0,0,0,0,0.234364653502349,0,0,-0.0189134374036593,0,0,0,-0.0598510079345941,0,-0.0301040944514711,0,0,0.0218400789023398,0,0.0911756740421018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114070345005594,0,-4.33680868994202e-19,0,-0.0246815948310868,0.0289467121249323,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0384185039046884,0,0,0,0,0,0.211916633490495,0,0,0,0,0.0160005296621001,0,0,0,0,0,0,-0.0039557102562373,0,0,0,0,0,0,0,0.0650064624683879,0,-1.0842021724855e-19,0,0,0.0382826402958904,0,0.00266702135611388,0,0,0.216173569990422,0,0,0,0,0,0,0.0237725746563286,0,0.00520186753765672,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0734302651411623,-0.121804080705158,0,0,0,0,0.159224005051571,-0.0401114207094559,0,0,0,0,0,-0.0385694907136419,0,-0.0936352277497444,0.0950192940280149,0,0.0473513288880018,0,0,0.0651135790668378,0,0,0,0.0928087328809005,0.054122716164007,0.126543005561579,0,0,0,0,0,0,0,0,0,0,0,-0.121699815386991,0,0,0,-0.0216417799854743,0.0331689079534924,0,0,0,0,0,0
X600188.SH,0,0,0.0303726968673256,0,0,0.055930507510479,0,0,0,0,0,0,-0.0185577232678193,0,0,0,0.0946609996280193,0,0,0,0,0,0,0,0,0,0,0,0.220987998851118,0,0.072225178249983,0.0623005956314617,0,0,0,0.100660637113908,0,0,0,0,0.447576306993631,0,0,0,0,0,0,0,0,0.0130764807503829,0,0,0,0,0,0,0
X600688.SH,0,0.068497509517684,0,0,-0.0399836054258986,0,0,0,0,0,0,0,0.0246002361645107,-0.0433523242004721,0,0,0.00201791329259777,0,0,0,0,0,0.0184736594635395,0,0.0923945288866422,0,0,-0.0653579820332205,0,0,0.183905865194266,0,0,0.0390579040814332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00342699195676732,-4.33680868994202e-19,0,0,0,0.0707550290723325,0,0
X300072.SZ,0,0,0.0814210477469082,0,0,0,0,0,0,-0.4792413457915,0,0,0,-0.160400305271632,0,0,0,0,-0.0440055429416577,0,0,0,0.178454872818121,0,0,0,0,0.122025761923869,0,0,0.0557178357707753,0,0,0.188009469845185,-0.0489383701429583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0542045061435094,0.0632200504028278,0,0,0,0,0,0
X600362.SH,0,0,0,0.208139835905633,0,-1.73472347597681e-18,0,-0.0229618941390265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297210852247876,0.0346287102538951,0.177159284682969,0,0,0,0.001214445519661,0,0,0,0,0,0.0265770278513436,0,0,0,0,0,0,0,0,0,0,0.166715672717438,0,0,0.104343046560688,0,0.00449979261961349,0.00880800993715966,0,0,0,0,0,0
X600795.SH,0,0,0,0.102790769065652,0,0.338110226425248,-0.08739126104986,0,0,0,0,0,-0.00224307461685354,0,0,0,0,0,0.108447799363584,0.072908126130189,0,0,0,0,0.0399563974771914,0,0,-0.0770060289170201,0,0,0,-0.14162057365295,0,0.100568714384211,0,0,0,0,0,0,0,0,0,-0.0766042787852288,0,0,0,0,0,-0.00577786556277265,0.0273528970085367,-0.0279377117368643,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0511310498903837,-0.0252573494647937,0,0,0,0,0.0244608198271795,0,0,0,-0.0451921756079675,0,0.149800950797367,0,0,0,0.0810956693124461,0,0,-1.73472347597681e-18,0.0158525898277179,0,0.155263189756341,0,0,0,0,0,0,0,0,0.0110251340867483,-0.020636271524362,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0353997178159727,0,0,0,0,0,0.0871314682231628,0,0,0,0,0,0,0,0.097283272746938,0.819933183227187,0,0,0,0,0.0186484881746315,0,0,0,0,0,0,0.117267480458193,0,0,0,0.0283677757605836,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00464221150954263,0.0281926663415802,0,0,0,0,0,0
X601991.SH,0,0,-0.0553603087358192,0,0,0,0.0883983010824202,0,0,0,0,0.0581227827621272,0,-0.074887469855519,0,0.0279700173421362,0.017986266612767,0,0,0,0,0.0276779369034994,0,0,-0.0137991225420256,0,0,0,0,0,0.0531699666994861,0,-0.0160194458439714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212541026575015,0,0,0,0,0.130462241938098,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0457773913004566,0,0,0,0,0,0.125671946990137,0,0,0,-0.0367001027844481,0.124113593538643,0,0.111812460018527,0,0,0,0,0,0,0,0,0,0,0,0.734839026524567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000587501030715885,-0.00255208976179132,-0.0702971488663695,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730017814375922,0,0,0,0,0.01590500504001,0,0,0,0,0,0.0863018057186022,0,0,0,0,0.210726816903402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006222871355739,-0.0311372982232309,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.115739964875281,0,-0.0757322126278331,0,0,0,0,0,0,0,0,0,0.0588814783793648,0,0.0523359908089602,0,0,0,0,0,-0.0566033439186222,0,0,0,0,0,0,0,-0.0685585195819257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00133400574276103,0.0112348769144764,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114384938047516,0,0,0,0,0,0,0.21997882978061,0.131778230010413,0,0,0,0,0,0,0,0.235677907113425,0,0.0998728495111265,0,0,0,0.291293468775954,0.145235817459338,0,0.0271301628095496,-0.142340873597817,0,0,0,0,0,0
X600176.SH,0,0,0.0688412968885557,0.0506935234566488,0.0768538192030023,0,0.121190243979083,0,0,0.358698180945052,0,0,0,0,0,0,0,0,0,-0.039751718877194,0,0,0,0,0,0,0,0.181726822932261,0,0,0.13092585504621,0.259831339425146,0,0,0,-0.157097464540871,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,-0.0251637796602992,0,0,0,0,0,0
