,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X601898.SH,X000792.SZ,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X000877.SZ,X601600.SH,X600795.SH,X002271.SZ,X601991.SH,X600027.SH,X600426.SH,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X601699.SH,X000408.SZ,X600096.SH,X600348.SH,X000629.SZ,X000723.SZ,X600995.SH,X000786.SZ,X600141.SH,X000933.SZ,X600219.SH,X600160.SH,X600985.SH,X600157.SH,X600489.SH,X002353.SZ,X300073.SZ,X002080.SZ,X600378.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0674101128913091,-0.0405484755359036,-0.00769485871924003,0,-0.0324201362133441,0,0,0.0277909164434307,0,0,0,0,0.0849786231636239,0,0,-0.0163485978603796,0,0,0,0,0,0.0431124552999402,0.146634574185698,0,0,0.0111430672004691,-0.0380149810692032,0,0,0,0,0,0,0,0,0,0,0.167388647696027,0,0,0.0112905355839191,0,-0.0355183590647743,-0.0398804756414542,0.0039394570083752,0,0,0,0,0,0
X601088.SH,0,0,0,3.46944695195361e-18,0.379287561337461,0.145887183543887,0,0,0.10761915202876,0,0.0786622558195916,0,0,-0.140533770254708,0,0,0,0,0,0,0,0,0,0,0,0,0.281547779833031,0,0,0,0,0,0,0,-0.125273295325272,0,-0.113275179148934,0,0,0,0,0.00749490974913009,0,0,0,0,0,0,0,0,0,0,0.00586461069886267,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0239236303342545,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0903458929736431,0,0,0.0147988136768053,0,0,0.0271518198782053,0.0347278100827047,0,0,0,0.00752250430523657,0,-0.00559101171186279,0.0011523658535295,0,-0.00293975196335238,0,0,0,0,0,0,0,0.127416680972744,0,0,0,0,0.0307608278887869,0,0,0,0,0,0,0,0,0
X600309.SH,0,0.0480093472036488,0,0,0,0,-0.0555312738183445,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0592173915741102,0,0.0352624209291614,0,0,0,0,0.0757915170917048,0,0,0,-0.0306894830906939,0,0,0,0,0,0,0,0.0509326024587655,0.142463259144109,0,0,0.022314416599047,0,0,0,0,0.00255654874066796,0,0,0,0,0,0,0,0
X600188.SH,0,0.416943142408281,0,0,0,0,0,0,0.19541411858027,0,0,0,0,0,0,0,0,0,0,-0.0626159468048241,0,0,-0.0225173703894767,0,0.121865324720277,0,0.075254241374249,0,0,0,0.0202092585077752,0,0,0.00714379297467332,0,0,0,0,0,0.149209717885674,0,0,0,0,0,0,0,0,0,0,0.127099736917141,-0.103268755930082,0.00207289259556456,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.694768565434918,0,0,0,0,0,0.0695681738483422,0,0,0,0,0,0,0,0,0,0,0,-0.0483244495172841,0,0,0,0,0,0,0.309521366520374,0,-0.00945813416461635,-0.0691781987749468,0,0,0,0.17409959583438,-0.0955188703071599,0,0,0.0201117574332034,0,0,0.18296298605223,0,0,0,0,0,0.0409990692122806,0,0,0,0,-0.0908549566874496,0,0
X002460.SZ,0,0,0,0,0,0.279771848044179,0,-0.149503855074618,0,0,0,0,0.0401077145252433,0,0,0,0,0,0,0.0591441988302809,0,0,0,0,0,0,0,-0.162949838855611,0,0,-8.67361737988404e-19,0,0,0.0495372716361458,0.053006563136793,0.121083293072792,0,0,0.0768480019564094,0.0656120971674327,0,0,0,0,0,0.0795273670489036,0,0,0,0,0,0.078796767008305,-0.050936719514,0,0,0,-0.0746718322917953,0,0
X600585.SH,0,0,0,0,0,-0.00941355045100288,0,0,0,0,0.0657562534986415,0,-0.000370918620613647,0,0,0,0,0,0,0,0,0.0887294882603256,0.0121611464307862,0,0.0230786460988611,0,0,0,0,0,0,0,0.0656637638087363,0,-2.16840434497101e-19,0,-0.0199253197940085,0.0681913815516739,0,0.0339139838060722,0,0,0,0,0,0,0,0,0,0.417278750644287,0,0.0277328469719136,0.0256390845167295,0,0,0,0,0,0
X601898.SH,0,0.0905113744498661,0,0,0.0161830098452826,0,0,0,0,0,0.0358306297522434,0,0,0,0,0,0,0,0,0,0,0.00855325066847613,-0.0637780310025714,0,0,0,0.317194959060023,0,0,0,0.0904145363850263,0,0.128512903439389,0,0,0,0,0,0,0,0.136411148718437,0,0,0,0,0.153765959563459,0,0,0,0,0,0,-0.0288909215229804,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.218248653980991,0,0,0,0,0.118847681931266,0,0,0,0,0,0,0,0,0,0.0851974196381387,0,0,0,0,0,0,0,0,0,0,0.227628613888449,0,0.0666794591318079,0.00556914215734932,0.0187275170678621,0,0,0,0.0183484345237244,0.11031156423261,0,0,0,0,0,0,0,0,0,0,0.0161714749472642,0.00882484519036491,0,0,0,0,0,0
