,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600795.SH,X601600.SH,X601991.SH,X600886.SH,X600688.SH,X600027.SH,X000709.SZ,X600188.SH,X600362.SH,X600111.SH,X000539.SZ,X600583.SH,X601158.SH,X600157.SH,X002075.SZ,X600352.SH,X000898.SZ,X600309.SH,X601992.SH,X600021.SH,X002353.SZ,X600808.SH,X600660.SH,X000629.SZ,X000027.SZ,X000883.SZ,X000878.SZ,X600863.SH,X600489.SH,X600578.SH,X000825.SZ,X000959.SZ,X002470.SZ,X000012.SZ,X600547.SH,X600022.SH,X601918.SH,X000792.SZ,X000600.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.646259435593902,0.136940934249885,0.0208457544178753,0,0,0,0,0,-0.0868912252117335,0,0,-0.00129759396019008,0,0.0260564512172331,0,0,0,0,0,0,0,0,0,0,0.170178666748947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000211937621186554,0,-0.0260923906251966,0,0,0,0,0,0,-0.100880212103849,0.0040463253043557,0,0,0,0,0,0,0
X600028.SH,0.480244129415405,0,0.120903216813557,0,0,0.12494687735247,1.0842021724855e-19,0,0,0,0,0,0.0384527467548639,0,0,0,0,0,0,0,0.0843595742164535,0.0456469832227551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460073433342717,0,0,0,0,0,0.00120253852653429,0.01584825596629,0.0437358851558009,0,0,0,0,0
X601088.SH,0,0,0,0.167821632423194,0,0.114397246814453,0.138565670203869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042768210468246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0193758059658449,0.00207570475378033,0,0,0,0,0,0
X600010.SH,0,0,0.192472456145704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845699211392939,0.0905637701030744,0,0.00796364000962062,0,0,0,0,0,0,0.127193387456529,0,0.274074559398346,0,0,0,0,0,0,-0.0151045369322171,-0.0149277323673313,0,0,0,0,0,0
X600011.SH,0.00328163867311099,0,0,0,0,0.0349694976944149,0.160188387926333,0,0,0,0,0,0,0.0925187265293664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475462171317643,0,0,0,0,0,0,0,0.0902971814503934,0,0.369663492899517,0,0,0,0,0,0,0.0146029737813462,0,0,0,0,0,-0.00683961248800471,0,0,0,0,0,0,0
X600019.SH,0,0.0163702947914832,0.0522902124757703,0,0.218152843908942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312380221056419,0,0,0,0,0,0,0,0,0,0,0.0813127276122872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00116627419287564,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.166336619725165,0,0,0.0411194216339311,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107419872619584,0,0,0,0,0,0,0,0,0.0638750459415567,0,0.167868440997177,0,0,0,0,0,0,0.133133632427013,0.215426478016281,0,0,0,0,0.00360574756605337,0,0,0,0,0,0,0
X600585.SH,0.0140323483489717,0,0,0,0.0328453341382782,0.218732416678572,0,0,0.0741122763853871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0869454844225647,0.0650211522920602,0.0914972357459811,0,0,0,0,0,0,0,0,0,0.0433685841691613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200666991991012,-0.0126816002416591,0,0,0,0,0,0
X600795.SH,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.0858892096763882,0.0581777998289947,0.0112910789046989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136967116308902,0,0,0,0,0,0,0,0.364457999998192,0,0.131064257178509,0,0,0,0.0350187365553043,0,0.0114066054520026,0,0,0,0,0,0,0.00418094096843387,0.0182873066692437,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0658706132065654,0,0.15450790558257,0,0,0,0,0,0.0864341859860343,0,0,0,0.0471388425581198,0,0,0,0,0,0,0,0,0,0.127984867060524,0,0,0.0442733843033259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201911846972942,0,0,0,0,0,0,0
