,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601600.SH,X601898.SH,X600688.SH,X601991.SH,X002466.SZ,X600362.SH,X600660.SH,X600795.SH,X600547.SH,X300072.SZ,X600516.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X000786.SZ,X600176.SH,X600299.SH,X000553.SZ,X600352.SH,X000709.SZ,X000825.SZ,X000792.SZ,X600027.SH,X000408.SZ,X002271.SZ,X601158.SH,X601699.SH,X600489.SH,X600219.SH,X600808.SH,X000883.SZ,X600426.SH,X002470.SZ,X600315.SH,X000630.SZ,X600157.SH,X000932.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.147428485648527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118544809479302,0,0,0,0,0,0,0.0803200609760468,0.0277808652215848,0,0,0,0,0.0136327645552488,0,0,0,0,0,0,0,0,0.143666467837855,0,0.0597315808835997,0,0,0,0,0,0.0706742719033681,0,0.00258567678953443,0,0,0,0,0,0,0
X600028.SH,0,0,0.372335504116196,0,0,0,0,0,0,0,0.0875256794704734,0,0,0,-0.00588916402689006,0,0.166434750957965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00918768626047792,0,0,0,0,0,0.0701375417497644,0,0.0175464100462465,0.0118096698429703,0,0,0,0,0,0
X601088.SH,0,0.114265144781606,0,0.137158080740788,0.0297998434293684,0,0,0.0421878073133659,0.0592881664962583,0,0.0525157228583489,0,0,0,0,0,0,0,-0.0118306176205445,0,0,0,0,0,0.0686679630582972,0.0355401214780669,-0.2056177617099,0,0,0,0,-0.0562411268102288,0,0,0,0,0.331863623057027,0,0,0,0,0,0,0,0,0,0,0,0,0.00427173614746773,-0.0292397096053211,0,0.0173303019043222,0,0,0,0
X600019.SH,0,0,0.381035553350842,0,0.0986242208537137,0,0,0.0525700583056529,0,0,0,0,0,0,0,0,-0.0122664502610143,0,0,0,0,-0.111048739706882,0,0,0,0,0,0,0,0,0.067821093039382,0,0,0,0,0,0.0782602901519857,0,0,0.115924938292701,0,0,0,0,0,0,0.0934072356496423,0,0,0.0243309326480335,-1.73472347597681e-18,0,0,0,0,0,0
X600585.SH,0,0,0.452903952640304,0.154824775908487,0,0,0,0.0403033548269382,0,0,0,0,0,0.0531702847132865,0,0,0,0,0,0.107713692627525,0,0,0,0,0.0817018173168342,0,0,0,0,0,0,0,0,0,0.10695374711092,0,0,0,0,0,0,0,0,0,0,0.0207424491908174,0.0691677103173702,0,0,0.00760150390169477,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0210750180957508,0,0,0,0,0,0,0,0,0,0,0,0,0.0190288820494177,0.206555323385698,0.0523058411170295,0,0.106313059492116,0,0,0,0,0,0.00616622918883805,0,0,0,-0.0333696975460758,0,0,0,0,0.211425148741357,0,0,0,0,0,0,0,0,0,0,0,0,-0.012786848938943,-0.0118463372893416,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167495367732598,0,0.0411559181859383,0,0,0,0,0.0672625593596995,0,0.047816758230152,0.0127055445103245,0,0,0,0,0,0,0,0.0914242566619235,0,0,0.115574455909412,0,0,0,0.0108620100365338,0.109586003052715,0,-0.0147588529556767,0,0,0,0,0,0,0
X600188.SH,0,0,0.363907039500515,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.117888388597476,0,0,0.113488453520947,0,0,0.33408977963863,0,0,0.20968123764078,0,0,0.143048677853594,0,0,0,0,0,0,0,0.113343687265008,0,0,0,0,0.0143854648744337,0,0,0,0.0502926760419174,0.138243861869298,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,1.01229092207266,0,-0.507914698565304,0,0,0,-0.0147244731988317,0,0,0.134435308641489,-0.16179450634174,0,0,0,0,0,0,0,-0.348728961632553,0.334752922382922,-0.0506505693757828,0,0,0,0,0,0,0.333206912692899,0,0,0,0,0,0,-0.23690068476604,-0.283310236604493,0,0,0,-0.561206237400962,0,0,0.0117945838503492,-0.128621917627041,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.349059937678049,0,0,0,0,0,0,0,0.0447786249451044,0,0,0,0,0,0,0.118630372227794,0,0,0.0876724290901476,0,0,0,0,0.0993883725261373,0,0,0.0525770674320998,0,0,0.0768822428947085,0,0,0,0,0.0484977897644734,0,0.0127407470452383,0,0,0,0,0,0,0
X600688.SH,0,0.270315272874612,0.0677110492610234,0,0,0,0,0,0,0,0,0,-0.0382695029868289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190494510194856,0.127519872801353,-0.059013714032568,0,0,4.33680868994202e-19,0,0,0,0,0,0.0128442397655818,0,0,0,-0.027085541764749,0.192576884293151,0,0.0165974077366644,0.0460747498515761,0,0.109167796087598,0,0,0,0
X601991.SH,0,0,0,0,0,0.106008920187708,0,0,0,0,0,0,0,0,0,0,0,0.0317738810186976,0,0,0,0.0227654232373299,0,0,0,0,0.0643733361912234,0.172515913555486,0,0,0.0236568446588344,0.0261152878541491,0,0,0.0921248046937898,0,0,0,0,0,0,0.0134261554723337,0,0,0,0,0.0359369173488266,0,0,0.00101526434860334,-0.0274203399285204,0,0,0,0,0,0
X002466.SZ,0,0,0,0.0600195575856802,0,0,0,0,0,0,0,0,0,-0.148076108718353,0,0,-0.0950951525325386,0,0.0441464314392508,0.529194185957971,0,0.0654141806087755,0,0,-0.0125076563374776,0,0,0.127257362094129,0,0,0,-0.027522693547416,0,0,0,0,0,0,0,0,0,-0.00622948516114431,0.0234473956722978,0,0,0,0,0,0,0.00202221700260355,-0.00426327144138321,0,-0.491813030343467,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.101191689077778,0,0.237581867338943,0,0,0,0,0,0,0.233681022604351,0,0,0,0,0.0150365047273853,0,0,0,0,0,0,0,0,0,0.0584516340077711,0,0,0,0,0.355097478020601,0,0,0,0,0,0.0269403017957284,0,0,0,0,0,0,0.0370714502924645,0.0503894906196271,0,0,0,0,0,0
X600660.SH,0,-0.0704578457931984,0,0,0,-0.0876486938914182,0,-0.100466399351309,0,0,0,0,0,0,0,0,0.0182756167631736,-0.0673806513046507,0,0,0,0,0,0,0.183521428600713,0.204481254024285,-0.148359177422816,0.115522921587935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340619626921308,0,0,-0.10473192887117,-0.115749677628784,0.200255741469415,0,0.00581814055679897,0.0102746624619082,0,0,0,0,0,0
X600795.SH,0,0.0390109276378471,0,0,0,0,0,0.0588845177087412,0,0,0,0,0,0,0,0,0.0420589431259905,0,0,0,0,0,0,0.0643715263429006,0,0,0,0.106605449698819,0,0,0,0,0,0,0,0,0,0,0,0.0668018147719675,0,0,0,0,0,0.0232051620793062,0.0475901372025624,0,0,0.00764004249835912,0.00286107963475255,0,0,0,0,0,0
X600547.SH,0,0.0103611235286037,0,0,0.119401701888539,0,0,0.0298505651628204,0,0,0,0,0,0.0395218795336504,0,0,0,0,-0.0962400879990122,0,0,0,0,-0.018483406245073,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01266473168141,0,0,0,0,0,0,0,0,0,0,0,0,0.0183146246430493,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,-0.0982835795184325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116851762516332,0.23955013732041,0,0,-0.0458104209641268,0,0.0646954156743995,0.0937353526623419,0,0,0,0,0,0,0,0,0,0.401619433086622,0,0,0,0,0,0.0666865496166292,0,-0.120692308456302,0,0.111763352599368,0,0,0,0,0
X600516.SH,0,0,-0.649933450693209,0,0,0.063823817617802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374091430870368,0,0.388126409220087,0,0,0,0.0961029491325476,0,0,0,0,0.253461791095051,0,0,0,0,0.272638257368166,0,0,0,0.0704087136939062,0.149005618640304,0,0,0.0596920028457021,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.0584896863995758,0,0,0,0,0,0,0.703797387608778,0,0,0,-0.163321293552161,0,0,0,0,0,0,0,0,0.360350159395187,0,0,0,0,0.0230424498174367,0,0,0,0,0,0,0,0,0,0,0,0,0.0765323737638005,0,0,0,0,0,-0.0415429167581129,-2.16840434497101e-19,0,0,0,0,0,0
