,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X600188.SH,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600010.SH,X600660.SH,X600011.SH,X000301.SZ,X000877.SZ,X000708.SZ,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600795.SH,X600362.SH,X600426.SH,X600096.SH,X000983.SZ,X000786.SZ,X600803.SH,X000723.SZ,X000408.SZ,X600141.SH,X002080.SZ,X300073.SZ,X601991.SH,X600219.SH,X601699.SH,X600486.SH,X300037.SZ,X002192.SZ,X600027.SH,X002353.SZ,X600801.SH,X002497.SZ,X000959.SZ,X600295.SH,X600157.SH,X600348.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292015845469624,0,0,0,0,0,0,0,0,0.0152575205544914,0.0907882453403185,0.146807521177512,-0.123514617883774,0,0,0,0,0,0,0,0,0,0.00915817897082748,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.236945197479825,0,0,-0.00364394340264161,0,0,0,0,0.00954371605574516,0,0
X601088.SH,0,0,0,0,0,0.256329386384633,0,0,0.0604396661905886,0,0,0,0,0,-0.0387455450148372,0,-0.0640002071978245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120785759491298,0,0,-0.0418095460260472,0,0,0,0,0,0,0,0,0,0,-0.00943131713544742,0,0,0,0,0,0,0
X600028.SH,0,0.0147283861496062,0,0.00329507460948128,0,0,0,0,0.0057530137824375,0,0,0,0,0,0,0,0,0,0,0.16888925276904,0,0,0,0.0263485903989165,0,0.0182931730231628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654686144365932,0,8.67361737988404e-19,0,0.0286044193533114,0,0,0,0,-0.018668857078928,-0.00159203908438631,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0659706863105391,0,0,0,0,0.0113998511646013,0,0.204222571830657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142093815327034,0,0,0,0.079063547256821,0,0.0182892547252481,0,0,0.0111022253949654,0,0,0,0,-0.0110994737050351,0,0
X002460.SZ,0,0,0,0,0,0,0.333121261977116,0,0,0,0,0.160243279145042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227944740915188,0,0,0,0,0.0877602526594265,0,0,-8.67361737988404e-19,0,0,0,0.12149242219324,0.148968661856246,0,0,0,0,0,0.0131147989510858,-0.045047915033232,-0.0547257381529284,0,0,-0.0511552966632979,0,0
X600188.SH,0,0.350778679773486,0,0,0,0,0,0,0.0676083188788493,0,0,0,0,0,0,-0.168053316706291,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0540719675383826,0,0,0.251122482446082,0,-0.0569738807908106,0,0,0.0129995159455373,0.0509120768176381,0,-0.121914029744509,0.0724963569521787,0,0.204419990537995,0,0,0.0606960832616937,-0.072785287819576,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.662277267560028,-0.0767109005568627,0,0,0,0,0,0,0,0,0,0.0273364818502141,0.019957883973675,0,0,0,0,0,0,0,0,0,0,0.038634984189169,0,0,0,0,0.0500167027707826,0,0,0,0.0388866980023755,0,0,-2.16840434497101e-19,0.0949366080864651,0,0,0,0.107615905959059,0,0,0,0,0,0,0.00623848487210204,0,0,0,0,-0.0172133362218717,0,0
X600585.SH,0,0,0,0.0387208305659125,0,0,0,0,-0.0471241218936817,0,0,0,0.131442435895487,-0.00439517360373736,0,0,0,0,0,0,0.180405679472754,0,0.00339093453474905,0,0,0,0,0,0,0.0228917581732637,0,0,0,0,-0.0410084640900447,0,0,0,0,0,-0.0208398533134899,0,0,0.37990312058951,0,0,0,0,0.000571566407222078,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.11839776127146,0.146354070049748,0,0,0,0,0,0,0,0,-0.00597087939912737,0,0,0,0,0,0,0,0,0,0,0,0,-0.048480944450357,0.0588835519552782,0,0,0.422367174367962,0.0874456156190234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00637771465173097,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.04822065526634,0.0140105706493766,0,0,0,0,0,0.152675518505295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0612748932759768,0,0,0.0897680773235941,0.048817501517092,0,0.0314666086832046,0,0,0.00907587797793648,0,0,0,0,0,0,0
