,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600547.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600027.SH,X600111.SH,X600516.SH,X601992.SH,X002466.SZ,X600299.SH,X600176.SH,X000629.SZ,X000709.SZ,X002460.SZ,X600808.SH,X600352.SH,X600801.SH,X600219.SH,X000825.SZ,X300072.SZ,X002110.SZ,X600489.SH,X600339.SH,X601158.SH,X000553.SZ,X000786.SZ,X600583.SH,X600426.SH,X601699.SH,X000883.SZ,X000932.SZ,X000301.SZ,X000630.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.16638286987169,0,0,0,0,-0.0708638757001701,0,0.197625176387093,0.0294676495926706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107740908368714,0,-0.0286576206093935,0,0,0,0,0,0,0,0,0.16661161658944,0,0,0,0.017247678930642,0,0,0,0,0.359765326800234,0,0,0,0.0111379174093053,0.0276217884561254,0,0,0,0,-0.0365885523353223,0
X600028.SH,0,0,0,0,0.255634323001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721526067112856,0.0269623999710631,0,0,0,0,0,0,0,0,0.0110929004758251,0,0.168925443073613,0.0811580446141542,0,0,0,0,0,0.0737394800322993,0,0,-0.0258281393644343,-0.00366609672408444,0,0,0,0,0,0,0
X601088.SH,0.137405390340718,0,0,0.0627993251257387,0,0,0,0,0.190047475697911,0,0.0255806479894337,0,0,0,0.0793961470012125,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0368838749777669,0,0,0,0,0,0.0255264309253431,0,0,0,0,0.03588120169839,0.0576666647313199,0,0.0569119136048006,0.00608197733815718,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.0923721572328235,0,0,0.078819560712653,0.0874535570830663,0,0,0,0,0,0,0,0,0,0,0,0.0928153316014146,0,0,0.0153464490210899,0,0,0,0,0.0364080972997516,0,0,0,0,0.531776299355467,0,0,0,0,0,0.0764942200532134,0,0,0,0,0.0129715509515425,0,0,0,0,0,0,0,0,0.00719142685730629,0,0,0,0,0,0
X600019.SH,0,0.10751687967274,0,0.035509721848537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617656454036332,0,0,4.33680868994202e-19,0,0,0,0,0,0.0163240528744419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348369668784661,0,0,0,0,-0.0082500484647567,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.117117950821606,0,0,0.0148667059169715,0,0,0,0,0,0,0,0,0.0062557871406158,0,0,0,0.768673307564748,0,0,0,0,0,0,0,0,0.0450097807755145,0,0,0,0,0,0,0,-0.0828751038886576,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276452192036842,0.0336057012916583,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812057306608806,0,0,8.67361737988404e-19,0,0,-0.279674974881739,0,0,0,0,0,0,0.0446561469108003,0,0,-0.20936021916484,0,0,0,0,0,0.138870400423684,0,0,-6.93889390390723e-18,0,0,0.193361234776629,-0.16162582376581,0,0.0766400426411864,0,0,0,0,-0.540352613107465,0
X600010.SH,0.182092818855472,0,0,0,0,0.00422354990655817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758798015992131,0.0568228947885098,0.17539093364371,0,0,0.00238652440731888,0,0,0,0,0,0,0,0,0,0,0.0128877511155876,0,0,0,0.00534043514950329,0,0,0,0.105452027974047,0,0,0,0,-0.0011458513271754,0,0,0,0,0,0,0
X601898.SH,0.116265976935112,0.221128876906214,0.255637001331997,-0.00850531409358917,0,0,0,0,0,0,0,0,0,0,0.0819766153351232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300092243231577,0,0.00121002554284738,0,0,0,0,0,0,0.234011955344433,0,0,0,0.0350493307945678,-0.0364328369076011,0,0,0,0,0,0
X601991.SH,0,0.0409763684536882,0,0,0,0,0,0,0.130097708692738,0,0,0,0,0.0627274513891666,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0866283103221178,0,0,0,0.0362624635941198,0,0.0133629065077403,-4.33680868994202e-19,0,0,0,0.0147217807490013,0,0,0,-0.025513336670504,-0.00868554016673369,0,0,0,0,0,0
