,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600027.SH,X600489.SH,X601699.SH,X600111.SH,X600010.SH,X600803.SH,X002460.SZ,X000983.SZ,X600160.SH,X600426.SH,X601991.SH,X000301.SZ,X000786.SZ,X002466.SZ,X000933.SZ,X002128.SZ,X000807.SZ,X600985.SH,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X600348.SH,X000883.SZ,X002353.SZ,X600096.SH,X600612.SH,X002271.SZ,X000027.SZ,X600995.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.00499740390600676,0.264984590648645,0,0,0,0,0,0.0950136673451085,0,0,0,0,0,-0.0875934844319644,0,0,0,0.121561182088932,0,0,0,0,-0.157463127746631,0,0,0,0,0,0,0,0.131038154538745,0,0,0,0,0,-0.0768543230278575,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X601088.SH,0.115006244029926,0,0.0642603374861532,0,0.100467636417148,0,0,0,0.102499275085014,0,0,0,0,0,0,0,0,0,0,0.106278728547654,0,0,0,0,0.0849482546058203,0.0232521941282244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285682040523612,0.0539950574231681,0,-0.0214116605208978,0,0,0,0,0,0,0,0,0,0.0330602997357686,0,0
X600028.SH,0.47020321397249,0,0,0,0,0,0,0,0.0446002923249176,0,0,0,0.0564229897070124,0,0,0,0,0,0,0,0,0,0,-0.0974122018208518,0,0,0,0,0,0,0,0,0,0.0330327253988343,0,0,0,0,0,0,0,0,0,0,0.0768286966164873,0,-0.0655338754517419,0.0128358700053387,0,0,0,0.00599278331330657,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151169035651757,0.082860561695244,0,0,0,0.0940074954791865,0,0,0,-0.00860245816771913,0,0.00781919796560331,0,0,0,0,0,0,0.000436087430954585,0,0,0.0358220793656692,0.0899807377940844,0.000915959170440192,0,0.0106031106870337,0,0,-0.122204375930621,0,0,0,0,0,0,0,0,0,0,0,0,0.0489232664473099,0,0
X600188.SH,0.0773263657697011,0,0,0,0,0.0682357705189691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309194113762115,0,0,0,0,0,-0.00947638376329407,0,0,0,-0.0383537812074235,0,0.0804021501195863,0.111037382980217,0,0.154963101130361,0,0,0,0,0,0,-8.67361737988404e-19,-0.125124877603997,0,0,0,-0.201408955135828,0,0,-0.120242737811003,0,-0.102474154898073,0,0,0,0,0,0,0
X601898.SH,0,0.0412188917405075,0,0,0.0513489722080252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145831673248059,0,0,0,0,0,0,0,-0.039892000478999,0,0,0,0,0,0,0.309414264627796,0,0,0,0,0,0,0,0,0.0989507881103057,0.245332721819918,0,-0.0381298584517846,0,0,0,0,0.19520185287167,-0.0433389140914261,0,0,0,0.150133174660377,0,0
X600019.SH,0,0,0,0,0,0.090658079933082,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.197148363661099,0,0,0,0,-0.0348804375179911,0,0,0,0,0,0,0,0.0250061492100437,0,0,0,0,0.0702470817484802,0,0,0,0,0,0,0,0,0,0.0441267660379569,0,0,0,0,0.214498749800218,0,8.67361737988404e-19,0.0240971626991017,0,0,0,-0.0252546844896878,0,0
X600011.SH,0.0242700985390541,0,0,0,0,0,0,0,0,0,0,0,0,0.222364571583837,0,0,0,0.160713387954165,0,-0.0214203256676213,0,0,0,0,0,0,0,0.303702008922556,0,-0.0784114079253142,0,0,0.167749959599577,0,0,0,0,0,0,0,0,0,0.0465119013597801,0,0,0,0,0,0,0,0,0.022289556238929,0.0423908226130964,0,0,0,-0.10316585196057,0,0
X601600.SH,0,0,0,0,0,0,0,0.0232335773873633,0,0,0,-0.0164613450801958,0,0,0,0,0,0,0,0,0,0,0.115532452003872,-0.0454460897051918,0,0.138736832125535,0,0,0,0,0,0.316061261242193,0,0.118104481292439,0.158943408985752,0,0,0,0.0401357854985247,0.158708021098302,1.73472347597681e-18,0,0,0,0,0.0632790054130332,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0267801803553922,0,0,-0.0253223196270372,0,0,0,0,0.275730000983107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156535332780927,0,-0.0555387663010934,0,0,0.0962301610160115,0,0,0,0,0,0,0,0,0,0,0,-0.012059430546635,0,0,0,-0.227818665455488,0.00549085052209576,0,0,0,0,0.0747857957509611,0,0
