,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600660.SH,X601898.SH,X600188.SH,X600688.SH,X601991.SH,X601600.SH,X002466.SZ,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X600516.SH,X300072.SZ,X002460.SZ,X600111.SH,X600027.SH,X000553.SZ,X600352.SH,X000898.SZ,X601992.SH,X000825.SZ,X600176.SH,X600299.SH,X000792.SZ,X000786.SZ,X000709.SZ,X000408.SZ,X600426.SH,X600808.SH,X000883.SZ,X600315.SH,X000830.SZ,X601699.SH,X601158.SH,X600339.SH,X000932.SZ,X600219.SH,X002110.SZ,X002271.SZ,X600583.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.106788263375088,0,0,0,0,0,0,0,0,0.0473796473779464,0,0,0,0,0,0,0,0.0610362685001139,0.0532382837897522,0,0,0,0,0,0.0948251932131015,0,0,0,0,0.0133602875184797,0.0106867905927033,0,0,0,0,0,0,0,-6.93889390390723e-18,0.166292097765114,0,0.0572797271977013,0,0,0,0,0.015506126154057,0,0,0.0107093225500363,0,0,0,0,0,0,0
X600028.SH,0.0886638417080558,0,0.314968710018447,0,0,0,0,0,-0.0962647860309691,0,0,0,0,0,-0.0767671587848228,0,0,0,-0.0704521824870792,0,0,0,0,0,-0.145019599832575,0.0200260852653008,0,0,0,-0.0162940396735231,-0.0143533119339765,0.0992838174643209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00452159780707722,0.017541549538001,0,-0.119609010373327,0,0,0,0
X601088.SH,0,0.259601197705449,0,0.115258006835658,0,0,0,0,0,0,0.381203384037513,0.0408657563302921,0,0,0.0849961187683335,0,0,0,0,0.0148719512504512,0,0,0,0,0,0,0,0,0,0,0.0576936295177528,0,0,0,-0.0447911273681098,0,0,0,0,0.00377300831186915,0,0,0,0,0,0,0,0,0,0,0.00417924548054808,-0.0223993603884564,0,0,0,0,0,0
X600585.SH,0,0,0.284942517064779,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,-0.0969685039927543,0.183751352358207,0,0,0,0,0,0,0,0,0,0.0294942112671301,0,0,0.284499172008381,0,0,0.181845027188313,0,0,0,0.0455155049597001,0,0,0,0.0133123792069078,0,0,0,0,0,0.0814568899003791,-0.0571271417371399,0.0789320828975602,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.00384738228121456,0,0,0,0,0.294476136715539,0,0,0.298578580089808,0,0,0,0,0,-0.0430046098389228,0,0,0,0,-0.12432917088278,0,0,0,0,0.127533007071386,0,0,0,0,-0.0980370794760854,0,0.139547452689355,0,0,0,0,0,-0.0129797861754538,0,0,0,0,0,0,0,0.000464825045859412,0.0285073347776168,0,0,0,0,0,0
X600309.SH,0,0,0,0.0731204392583408,0.0558895425557124,0,0,0,0,0,0.0116945886517473,0,0,0,-0.212968519765946,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118552719580703,0,0,0.0502964467132088,0,0.22269582211602,-0.114077762946648,0,0,0,0,0,0,0,0,-0.114147628015611,0,0,0,0,0,0,0.0217316843363598,0.0716780533517953,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11051809362012,0,0,0,0,0,0.003567272843663,0,0,0.206776019552452,0,0,0,0,0,0,0.233395909322542,-0.030292766267894,0,0,0,0,0,0,0,0.0213750277516507,0,0,0.00105574903595172,0,0,0,0,0,0,0,0.0176200916138236,-0.0528715216379159,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0384624042559612,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0891430294918694,0,0.445723238828153,0,0.056317036752936,0,0,0,0,0,0,0,0,0.17020955921295,0.141449643592303,0,0.0314986501145036,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.289521298677026,-0.106361606397228,0,0,0,0,0,0,0,0,0,0,0.0611257591904725,-0.222129059057114,-0.00908031691049391,0,0,0,0,0,0,-0.0334508451903647,0,0,0,0,0,0,0,0.00993482091489847,0.198801619609076,0,0,0.00202795497833674,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0103508674558068,0,0,0.0162309618037688,0,0,0,0,0,0.0536393912239773,0,0,0,0,0,0,0,0.185472514817813,0,0.0852019573177674,0,0,0,0.0335892319187212,0,0,0,0,0,0.0545111865087159,0.207437935503947,0.0398255237919128,0,0,0,0,0,0,0,0,-0.00158370558134384,-0.00507542864344366,0,0,0,0,0,0
