,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X002466.SZ,X600547.SH,X601898.SH,X000792.SZ,X601600.SH,X600886.SH,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600795.SH,X600027.SH,X002271.SZ,X601991.SH,X600362.SH,X600426.SH,X601699.SH,X600803.SH,X000983.SZ,X600176.SH,X600489.SH,X000807.SZ,X000786.SZ,X600995.SH,X000408.SZ,X000539.SZ,X600160.SH,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X002080.SZ,X600378.SH,X000932.SZ,X002409.SZ,X600157.SH,X000027.SZ,X600612.SH,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.69888177937568,0,0,0,0.129509116720904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169282122705185,0,0,0.060775032512227,0,0,0,-0.148956671288272,0,0,0,0,0,0.12363480588397,0,0,0,0,0,0,0,0,0,0,0,-0.116733265150679,0,0,0,0.136551549016064,0,0,0.0363601235061636,0,0.305942517800131,-0.172006985777914,0,0,0,0
X600028.SH,0.713258735375887,0,0,0,0,-0.0917282458721912,0,0,0,-0.0797937054711006,0.0827852892513964,0.0596692368490695,0,0,0,0,0,0,0,0,0,0,0,-0.00962607561233949,0.0545494777158387,0,0,0,0,0,-0.0473818578923731,0,0,-0.0442254347856973,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.00176635718386564,0,0,-0.009826008830805,0,0,0.00737667026982834,0,0,0,0,0,0,0
X601088.SH,0.137699131864269,0.120750929555657,0,0,0,-0.107523232565747,0,0,0,0,0,0.288978546964503,0,0.146596835952174,0,0,0,0,0,-0.114276453723105,0,0,0,0,0.12847595836225,0,0,0,0,0,0,0,0,0.26052078853927,0,0,0,0,0,0,0,0,0.000262955611348245,0,0,0,0,0,0,0,0,-0.0530940574322591,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.16556063261551,0,0,0,0,0,0.0350411611682347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135275463101177,0,0,0,0.0421306312981207,0,0.109242483332406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00664283001141498,-0.00778050646279045,0,0,0,0,0,0
X600011.SH,0,-0.0325091897148457,0,0,0,-0.0882769889882311,0,0,6.93889390390723e-18,0,0,-0.102943201498967,0,0,0,0,0,0,0,0,0,0.577296577973096,0.053603306039267,0,0.337426988977478,0,0,0,0,0,0,0,0,0,0,-0.305685319482855,0,0.00508048285398281,0,0,0,0,0.14497161184066,0,0,0,0,0,0,0,0,0.0431432866106967,0,0,0,0,0,0,0
X600188.SH,0.0791470143268156,0,0.134399842366636,0,0,0,0,0,0,0,0,0.281944837261358,0,0,0,0,0,0,0.276148216091464,0,0,0,0,0,0,0,0,0.211863950455939,0,0.00378078840077721,0,-0.0441206606009944,0.227335945525831,0,0,0,-0.0295842644348757,0,0,0.203353029698,0,0,0,0,0,0,0,0,0,0,0,-0.135761333706689,-0.0463019702178947,0,0,0,0,0,0
X600585.SH,0,0,0,0.121333031500074,8.67361737988404e-19,-0.040853933416357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456762306306079,0,-0.0966134550867483,0.0226304450404896,0,0,0,0,0,0,0,0,0,0.287184417734887,0,0,0.0369223161444005,0,0,0.00373762057732464,0,0,0.0122297811565339,0,0,0,0,0,0,0,0,-0.0089808656245181,0,-0.146902675389268,0,0,0,0,0
X600019.SH,0,0.0583442743057652,0,0,0,0.130869239779904,0,0,0,-0.0309483803104702,0.0941238988794853,0,0,0.050460292808084,0,0,0,0,0,0,0,0,0,0,0.0809130140524459,0.0764739773246484,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00205693962533128,0,0.173816949647973,0,0,0,0.0141105466954604,0,0,-0.0367985346112047,0,0,0.036275227996758,0,0,0,0,0,0,0
X002460.SZ,-0.0154588822226327,0,0,0,0,0,0,0,0,0.593678104393097,-0.0584274750688498,0,0,0,0,0,0,0,0,0,0.184897564466521,0,0,0,0,0,0,0,0,0,0,-0.0357972938290603,0,0,0,0.107503605317917,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113000472339521,0,0.182274388974331,0.0269031144164421,0,0,0,0,0,0,0
X002466.SZ,0,-0.0430956822851091,0,0,0,0,0,0,0.175492386436359,0,0,0,0.346501886432444,0,0,0,0,0,0,0.114481423682926,0,0,0,0.112663785982141,0,0,0,0.279029083911236,0,0,0,0,0,0,0,0,0.00840653306939351,0.260185531033651,0,0,0.0702844219097467,0,0.0282943060166966,0,0,0.0654083688406968,0,0,0,0,0,0,0.0619416480953986,0,0,0,0,0,0
