,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X600111.SH,X601991.SH,X600027.SH,X600157.SH,X600362.SH,X600188.SH,X002466.SZ,X600886.SH,X600623.SH,X601992.SH,X600547.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X600489.SH,X601158.SH,X300072.SZ,X600583.SH,X600549.SH,X000883.SZ,X000709.SZ,X002075.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X000027.SZ,X000630.SZ,X002460.SZ,X002407.SZ,X000983.SZ,X002470.SZ,X000012.SZ,X600176.SH,X600021.SH,X600098.SH,X000060.SZ,X000761.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.10556658253324,0,0,0,0.0711297507785127,0,0,0,0,0,0,0,-0.0163757430338505,0,0,0,0,0,0.166086733201018,0,0,0,0.0068854857549146,-0.0216374228982586,0,0,-0.00399103296606884,0,0,0,-0.0451341997262406,0,0,-0.0246136682577369,0,0,0,0,0,0,0,0,0,0,0,0.00828323159962237,0,0,0,0,0,0
X600028.SH,0.088912236313883,0,0,0,0,0,0,0.0904586923438657,0,0,0,0,0,0,-0.0127632305194264,0.0758702793425736,0,0,0,0,0,-0.00358969386385604,0,0,0,0.0571642177664284,0,0,0.0115299315797209,0.184616341358825,0,0,0,0,0,0,0,-0.0571588608894069,0,0,0,-0.0237441761322891,0,0,0,0,0,0,0,0,0,0.00860380850084781,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.256464005349222,0,0,0,0,0,0.176516584741732,0,0,0.038778589284477,0,0,0,0.0782757912923858,0,-0.0193692230851709,0,0,3.46944695195361e-18,0.0217664238822034,0,0,0,0,0,0,0,0,0,0,0,0.079747024008864,0,0,-0.0789050393473621,0,0,0,0,0,0,0,0,0,0,-0.00907211590041123,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0585452439397407,0,0,0,0,0,0,0,0,0,0,0,0.150930863782059,3.46944695195361e-18,0,0,0,-0.0215570864258077,0.0461590108533766,0.0327726364852447,0,0.0951534303958751,0,0,0.0239258012799653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00597507520247566,0.00120444014185678,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.388065652390251,0,0,0,0.208904838241424,0.01752753030611,0,0,0,0,0.0737086797537602,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0298031968191885,0,0,0.0507469708009937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128265172725089,0,0,-0.123605463876525,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0335448818649653,0.105186526654748,0.141843728702097,0,0,0,0,0,0,0,0,0,0.0274271655733995,0.00744685172539582,0,0,0,0,0,0,0,0,0,0.0800762035666565,0,0,0,0,0.148418361365098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0.33338930379709,0,0,0.0864612319145892,0,0,0,0,0,0.124229077897542,0,0,0,0,0,0,0,0.109792625710061,0,0,0.278502849689554,0,-0.14015641330123,0,0,0,0.103056044035699,0,0.152825098519856,0,0,0,0,0,0,0,0,-0.0288841972676031,0.055096021735974,0,0,0,0,-0.103664876779615,0,0,0,0,0,-0.014898947549018,0,0.136471228990225,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0.0594774069107188,0,0,0,0,0.0185309925055475,0,0.089382557196603,0,0,0,0,0,0,0,0,0,0.0631654814249552,0.286725681987811,0.316104929619896,0.023941445615281,0.00699571333739605,0,0,0.0387191831747859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092928402258149,0.0307773946008914,0,-0.0685538565715956,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0507154993968656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765871429474141,0,0,0,0.0777443756598493,0,0.0518977648775034,0,0,0,0,0,0,0.109929451232663,0,0,0.0202238328590904,0,0.176488545663036,0,0,0.0982773188906819,0,0,0.01475592479357,0.0126485342981331,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,3.46944695195361e-18,0,0.0877266496070552,0,0,0,0.161008145460792,0,0,0,0,0,0,0,0,0,0.00696094850676585,0,0,0,0,0,0,0,0,0.0936606404849083,0,0,0.00109570772986898,0,0.198217231212092,0,0,0,0,0,0,0,0,0,0,0,0,0.233050700674116,0,0,-0.00465049984335137,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.147079712466506,0.0307266525549453,0,0,0,0,0,0,0.0199580958716523,0.113178436397354,0,0,0,-4.33680868994202e-19,0.00266074260023723,0,0,0,0.0281767881737117,0,0,0,0,0.0775027412657796,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.624615424827449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044088048921312,0,0.0928840009918392,0,0,0,0,0,0,0,0,0.223077850953234,0,0,0,0.0303832763457532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464782468258169,0,6.93889390390723e-18,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.0902568242088246,0,0,0,0,0,0,0.0183385699750142,0,0,0,0,-4.62758043986258e-05,0,0,0,0.0507470478996895,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00281677014891452,0,0,0,0,0,0,0,0.0405086029642111,0.145403515037242,0,0,0.0828107296938603,0.0715102319020396,0,0,0,0,-0.0425161135060539,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.0727337298498187,0.0339005867501712,0,0,0,0,0,0,0,0,0,0.00720542925093757,0.00507429428374156,0,0.0499052934941646,0,0,0,0.122040843294437,0,0,0,0,0.0712322946846498,0,0,0,0,0,0,0,0,0,0,0,0,1.6940658945086e-21,0,0,0,0,0,0,0,0,0.00433958977243832,0.0123113040034586,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294722340704588,0,0,0,0.261515350022245,0,0,0,0.0786798589124358,0,0,0,0,0.112363621515939,0,0,0,0.0049470795592655,0,0,0,0,0.011619180713163,0,0,0,0,0,0.0733489631929266,0.0535593403209543,0,0.0386804154825297,0.0775311060675208,0,0,0,0,0,0
X600362.SH,0,0,0.200758586434505,0,0,0,0,0.0185892350254324,0,0,0,0.0667948603164898,0,0,0,0,0.105626856654498,0,0,0,0,0,0,0.198615708842625,0,0,0,0,0,0,0.0344503095321804,0,0,0,0,0,0,0.0153461120763947,0,0.181279049300046,-0.0166635499986984,-0.031339304763285,0,0,0,0,0,0,0.277374973277516,0,0,-0.107183818903435,0.085024255968141,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.118929617140042,0,0,0,0.108919407618761,0,0,0,0,0,0,0,0,0,0.0247131467992148,0,0.177453591581767,0,0,0.157182260331681,0,0,0,0.0774848502320819,0,0,0.041924997948091,0,0,0,0,0,0,0,-0.0770133231170759,0.421911278328033,0,0,0,0,0,0,-0.0912480700300585,0,-0.0127950901861671,-0.0352488883361606,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0510450884724549,0,0,0,0.14713800224967,0,0,0,0,0,0,0,0.0702381341918867,0,-0.0649827329150673,0,0,0.120814862441146,0,0,0,0,0.119399372256274,0,0,0,0.0261985885424367,0,0,0,0,0,0,0.71344394667307,0.317551810887693,0,0,-0.0249313784530833,0,0,0,0,-0.169918323938472,0,0.0410740686282716,0,0,0,0,0,0,0
X600886.SH,0,0,0,0.125986365966707,0,0,0,0,0,0,0,0,0,0,0,0.0905361766186981,0,0,0,0,0,0,0,0,0,0,0,0.0726925964771319,0,0.0310945486478334,0,0,0,0,0,0,0,-0.0216311608337942,0.102878465296109,0,0,0,0,0,0,0,0,0.108517514286422,0,0.0157905745910256,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,-0.143397785552278,0,0,0,0.024286536024762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278318037507503,0,0.228234947406265,0,0,0,-0.0375125880404041,0,0,0.105096181417469,0,0,0,0.00044557491160574,0,0,0.409633927088245,0,0,0,0.10691513306876,0,0,-0.023329511891517,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.243365293595314,0,0,0,0,0,0,0,0.043424882499398,0,0,0,0,0.00231297527292362,0,0,0,0,0.207596039220703,0,0,0,0,0.354227127960118,-0.0842093855065096,0,0,0.011161608685317,0,0,0,-0.0971584014116082,0,0,0.0399700666365253,0,0.0687783941792333,0.0926737635421988,0,0,0,0,0,0,0,0,0.0218262274297276,0.0578180132716255,0.02557034069971,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429552795984066,0,0,0,0,0,0,0.894772720258252,0,0,0,0.0433293409019664,0,0,0.0182801073904253,0,0,0,0,0,0,0.0500838723055758,0.0609633846612992,0,0,-0.0437085371453396,0,0,0,0,0,0,0.0368375007572451,0.0709134415544328,-0.0683665751148072,0,0,0,0,0
