,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X600019.SH,X601898.SH,X600188.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000708.SZ,X000807.SZ,X000301.SZ,X600027.SH,X000786.SZ,X601991.SH,X002466.SZ,X000408.SZ,X600219.SH,X002128.SZ,X600176.SH,X600426.SH,X002353.SZ,X600096.SH,X000983.SZ,X000630.SZ,X000933.SZ,X601168.SH,X600985.SH,X000877.SZ,X601699.SH,X600378.SH,X600157.SH,X000883.SZ,X600352.SH,X600299.SH,X600995.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.127478225745291,0.566917856299737,0,0,0,0,0,0,0,0,0,0,0,0.0157674071108077,0.0292338655080019,0,0,0,0,0,0,0,0.043623298010498,0,0,0,0,0,0.00485548498346153,0,0,0.069027952383508,0,0,0,0,0,0,0,0,0,0.0916639933691246,0,0,0,0,-0.0331879020947161,-0.0555232205955344,0,0,0.015791605099004,0.00719581476221416,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.435646406104428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426928909788421,0.121794173767312,0.0104179256896371,0.0750564071150238,0,0,0,0.0736270462576708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00558859204006973,-0.0165100359590532,0,0,0,0,0,0
X600028.SH,0.0909153167586282,0.368907241951107,0,0,0,0,0,0,0,0,0,0.0158595798514796,0.0596787193257556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337088376503855,0,0,0,0,0,0,0,0,-0.0142954177375669,0,0,0,0,0,0.0124157227011587,-0.0337133527474522,0.0122170115681886,-0.000874787774532003,0.101942999647847,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146167744501278,0.04948879760199,0,0,0.139594266343276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122158793333822,0,0,0.0253406566753559,0,0,0,0,0.0359289063870851,-0.0436587208806407,-0.0178993502050403,0.00938904863603923,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0.211458593196978,0,0,0,0,0.0463604729405815,0,0.0912856791238338,0,0,0,0,0,0,0,-0.00764128856442458,0,0,0,0,0.0263274717109255,0,0,0.104938785372509,0,0,0,0,0,0,0,0.109959258260186,0,0,0,0,0,0,0,0,-0.0107669258621797,0.00636650944526344,0,0.0886800650192052,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.162788210238094,0,0.221985151672713,0,0,0.0997655348843789,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.159151284462595,0.0340892291039601,0,0,0.0661622245237765,0,0,0,-0.157567452804228,0,0,0,0,0,0,0,0,0,0,0,0.0865206072163145,0,0,0,0,0,0,0,0.147155823332504,0,0.00739506256487424,0,0,0,0,0,0,0
X601898.SH,0,0.290139984478937,0,0,0,0.106497975706176,0,0.13564780831041,0,0,0,0.0855721809377145,0,0,0,0,0,0,0,0,0,0.0783677907851263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986375074536033,0,0,0,0,0,0,0,0,0,0,0.217539044327912,0.0278985812593297,0.0141594376634726,-0.00597599189528424,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.00568524612228618,0,0,0,0,0,0,0.0410029629555907,0,0.0197979909636642,0.0139199978975384,0,0,0,0,0,0,0,0,0.132314085487184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152466956416664,0.114950919525125,0,0.084737314733909,0,0.0488517478517936,0,0,0,0,0.0760705480827554,0,2.16840434497101e-19,-0.0184507052480927,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995588860767251,-0.212293160427628,0,0,0,0,0.202990175678447,0,0,0,0,0,0,0,0,-0.0308788119117747,0,0,0,0,0,0,0,0,-0.0796680434194677,0,0,0,0,0,0,0,0,-0.10589107920394,0,0.00377741068899197,0,0,0,-0.458530557725793,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167315377091434,0,0,-0.0692985649591523,0,0,0,0,0.0137522714874087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976845943085395,0.246602122348084,0,0,-0.014747143210541,0,0,0,0,0,0,-0.0236460703612149,0.0135072161038947,0,0,0,0,0,0
