,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X000877.SZ,X002466.SZ,X600010.SH,X600547.SH,X000708.SZ,X601600.SH,X600011.SH,X000301.SZ,X600660.SH,X600362.SH,X600426.SH,X600886.SH,X600176.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X601699.SH,X600803.SH,X600295.SH,X000807.SZ,X000408.SZ,X000630.SZ,X600219.SH,X600795.SH,X000932.SZ,X600801.SH,X600141.SH,X601991.SH,X600985.SH,X600489.SH,X000825.SZ,X601666.SH,X000959.SZ,X600486.SH,X000960.SZ,X000683.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0502830806911626,0,0,0.333725597556921,0,0,0,0,0.165420629294462,0,0,0,0,0,0,0,0,-0.0192684621117716,0,0,0,0,0,0,0,0,0,0,0,0,0.0696750925573337,0,0,0,0,0,0,0,0.112720544605825,0,0,0.0790979772179824,0,0,0,0,0.0677689544275087,0,0.0169659002001124,0,0.00746405888563473,-0.0304708551977772,0.202333598007128,0,0,0,0,0
X601088.SH,0.0837991693547834,0,0,0,0,0.0438762029326427,0,0,0,0.130379020698133,0,0,0,0,0,0,0,0,0,0,-0.0546972851356797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.414763634779363,0,0,0.0210492169083276,0,0,0,0,0,0,-0.00599006215876343,0.0278323945254833,0,0,0,0.1193358024555,0,0
X600028.SH,0.0852756396687523,0,0,0,0,0.0266353124546547,0,0,0,0.0803538765070999,3.46944695195361e-18,0,0,0,0,0,0,0,-0.00196759328176913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592825307688924,0,0,0,0.117924765062712,0,0,0,0,0,0,0,0,0.0311923691211358,0,0,0,-0.0107275984219004,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0481474528327884,0,0,0,0,0.145046774088855,0,0,0.217330088867074,0,0,0,0,0,0,0,0,0,0,0.0531042953831019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180579198014865,0.0321645568354808,0,0,0.102824915226007,0,-0.0121165012333162,0.0153104378221819,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101115133817262,0.00516957937034238,0,0,0,0.00562530837265978,0,0,0,0,0,0,0.447020869372329,0,0,0,0,0.0123332677266837,0,0,0,0,0,0,0,0,-0.000925268519318727,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0812964690004185,0,0,0,0,0,0,0,0,0,0.00426366897845716,0,0,0,0,0,0.0867679183451495,0,0,0.244529018774529,0,0,-0.0184127503953015,0,0,0,0,0,0,0.00386080355645153,0,0,0,0,0,0,0,0,0.361575481374439,0,0,0,0,0,0,-0.0628049112027909,0.109646137392222,0,0,0,0,0,0
X002460.SZ,0,-0.0699246743326331,0,0,0,0,0,0.168602486878792,0,0,0.241007394131874,0,0,0.46763543517987,0,0,0,0,0,0.143266901425048,0,0,0,-0.182192336688336,0,0,0,0,0,0,0,0,0,0,0.016473565541172,0,0,0,0,-0.00275387656477197,0,0,0,-0.100596639128988,0,0,0,0,0,0,0.182893716024335,-0.0118062961207305,-0.0104013727138235,0,0,0,0.0372081527770127,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0.265539379207479,-0.0343185590245531,0,0.208876213226754,0,0,0,0,0,0,-0.0210669067490634,0,0,0,0,0,0,0.355677597465436,0.150799183110984,0,0,0,0,0,0,0,0,0,0,0.135283760088523,0,0,0,-0.250523109056052,0.056596995948373,0,0,0,0,0,0,0,-0.0160308168590109,0,0,0,-0.0077457465967234,0,0
X600019.SH,0,0,0,0,0.00906856329070103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160416542624066,0,0,0,0,0,0,0,0.0392411068269019,0,0,0,0,0.00366054520886679,0,0,0,0,0,0.32233640382345,0.180547070119921,0,0,0,0,0.032271845800654,0.000227854859700343,0,0,0,0,0,0,0,-0.00645488765143057,0,0,0,0,0,0
X601898.SH,0,0.0576109630973548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176754872380642,0,0,0,0.0984794636152934,0,0.120905936323244,0.0768719146983979,0,0,0,0,0,0,0,0,0.260105039777687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
