,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X600188.SH,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X600019.SH,X600111.SH,X601898.SH,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X000408.SZ,X601991.SH,X600348.SH,X600096.SH,X300073.SZ,X000983.SZ,X600803.SH,X000723.SZ,X000786.SZ,X600160.SH,X600027.SH,X002080.SZ,X600219.SH,X600141.SH,X600378.SH,X601699.SH,X600549.SH,X600157.SH,X002407.SZ,X600399.SH,X600801.SH,X002353.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0830170216473957,0,0,0,0,0,0.0742326268155037,0.0341302376116713,-0.00772654137953531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.077474212674336,0,0,0,0.205756630806243,0.0129728777019509,0,-0.180913641293022,0,0,0,0,0,0,0,0,0.0808527120398204,0,0,0,0,0,-0.0268410317461478,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.196712294308652,0.147850154675049,0.28188059284431,0,0,0,8.67361737988404e-19,0,0,0,0.0685453267175748,0,0,0,0.0774303155901643,0,0,0,0,0,0,0,0,-0.00556028480385233,0,0,0,0,0,0.211763624689478,0,0,0,0,0,0,0,0,0,0,0,0,0.0871903210677762,0,0,0.045071171108464,0,0,0,0,0,0,0,-0.0122270706858308,0,0
X600028.SH,0,0.0449893184447005,0,0.00985571394734253,0,0,0,0,0.0239168069799466,-0.00306425525771452,0,0,0,0.0401764638020201,0,0,0,0,0,0,0,0.101974941509114,0,0,0,0,0,0,0,0,0,-0.0230977715911523,0.00872157423190744,0,0,0,0,0,0,0,0,0,0,0,0.0957176419577704,0,0,0,0,0.0316560043395074,0,0,0,0,0,0,-0.00787896833950145,0,0
X600309.SH,0,0.0561057552234876,0,0,0,0,0,0,0,-0.119098915755755,0,0,0.0710636360796517,0,0,0,0,0,0,0,0,0,0,0.0674089618672947,0.0747021792144733,0,-0.00831599142298933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00330309147769307,0,0,0.0294836081676284,0,0,0,0,0,0,0,0.00965019639689886,0,0
X002466.SZ,0,0,0,0,0,0,0.66946752128015,0,0.0199579531199911,0,0,0,0,0.0164363085725401,0,0,0.0311197642052834,0,0,0,0,0,0.0316834777280646,0,0,0,-0.207888337358628,0.00910799898948828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160080634267615,0,0,0,0.0990349501037024,0,0,0,0,0,0,0.0407404794611636,0,0
X600188.SH,0,0.027830476848547,0,0,0,0,0,0,0,0,0,0,0.498264295821175,0,0,0,0,0,0,0,0,0,-0.0179554607396038,0,0,0,0.047269054232128,0,0,0,0,-0.00939415120050753,0.100994344171944,0,0,0,0,0,0,0,0,0,0.183275305865593,0,0,0,0,0,0.0646041083543505,0,0,0,-0.0287106294568697,0,0,0,0,0,0
X002460.SZ,0,0.0453982189634747,0,0,0.0957153493801451,0,0,0,0.158324534849562,0,0,0.0402601904573323,0,0,0,0,0.0808308202365023,0.00340847541091569,0,0,0,0,0,0,0.108476825634895,0,0,0,-0.0773263252658348,0,0,0.107239124163418,0,0,0,0,0,0,0,0,0.109783407543846,0,0,0,0,0.0732988521093653,0,0,0,0,0,0,0,0,0,0,0.0562416706652767,0,0
X600585.SH,0,0,0,0,0,0.0113932465065825,-0.0224829572789189,0,0,-0.0258692690276602,0,0,0,0,0,0,0,0.114281838355139,0,0,0,0,0,0,0,0,0,0,0.009373010779553,0,0,0,0,0,0,0.0789249238503914,0,0,0,0,0,0,0,0,0,0,0,0.214734903514579,0,0,0,-0.0526502314205367,-0.0174220952881756,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.197534815462715,0,0,0,0,0,0,0,0,0.0834683920705164,0,0,0.103224157388796,0,0,0,0,0.00333344385545856,0.0396962914401042,0,0,0,0,-3.46944695195361e-18,0,0.0900945925291701,0,0,0,0,0,0,0,0,0.0919738145271622,0.315127456428777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258547692682611,0,0
X000301.SZ,0,0,0,-0.158308436695037,0.347154585851437,0,0,0,0,0,0,0,0,0,0,0.0591318198276667,0.146652510162425,0,0,0,0,0,0,-0.0384931325421575,0,0,0,0.270021098227253,0,0.103648429271421,0,0,-0.0414082677163238,0,0,-0.00294464543466454,0,0,0.104318993086994,0,0,0,0,0,0,0,0,0,0,0,0,-0.142963384101404,0,0,0,0,0.0567730417357414,0,0
X600019.SH,0,0.12246436629187,0,0,0,0,0,0,0,0.0402806589979955,0,-0.0340104234271076,0,0,0,0.0554328960899457,0,0,0,0,0,0,0,0,0,0,0.190847506251369,0,0,0.048374948057345,0,0,0.00778196189613143,0,0,0.0603698828186993,0,0,0,0,0,0.00396000196567313,0,0,0,0,-0.0825537837812199,0,0.0528694400850676,0,0,-0.0199146326130458,0,0,0,0,0.0444543492346645,0,0
X600111.SH,0,0,0,0,0,0,0.222396010927129,0,0,0,0,0,0,-0.108792051591428,0,0,-0.220752369688137,0,0,0,0,0.114666338585724,0,0.0789259574600406,0,0,0,0.24312088452643,0,0,0,0.00318401317797328,0,0,0,0,0.0693810192899343,0,0.0443919439680538,0,0,0.221577104240479,0,0.148425338280851,0,0,0,0,0,0,0,0,0,0,0,0,0.0464884749787843,0,0
X601898.SH,0,0.171945786358672,0,0,0,0.0403298981931101,0,0,0,0,0,0,0,0,0,0,0.0507144433311754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215478533265101,0,0.29879146965,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.065050427970446,0,0.116707827190797,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0269586673015788,-0.173485177338502,0,0,0,0,0,0,0.17176694843358,0.238689729722985,0,0,0,0,0.284064173654568,0,0,0,0.0263462772240349,0,0.13551893621517,0,0,0,0,0,0,0,0,0.784877302948898,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0582107218389466,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0505805698401136,0,0,0,0.0643947160598675,0,0,0,0.0618984673063496,0,0.267005018116423,0,0,0,0,0,0,0,0,0,0,0.0723328175569863,0,0,0.0668875662410119,-0.0554099852682788,0,0,0.117982906662367,0,0,0,0,0,0,-0.0415494826888568,0,0,0,0,0.0717528373349827,0.0800951716704318,0,0,0,0,0,0,0,0,0,-0.0389680524816856,0,0
