,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600547.SH,X601600.SH,X600585.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X002466.SZ,X002460.SZ,X600010.SH,X600111.SH,X000708.SZ,X600027.SH,X000301.SZ,X600489.SH,X601699.SH,X000983.SZ,X600160.SH,X000877.SZ,X600803.SH,X601991.SH,X600426.SH,X000630.SZ,X000408.SZ,X000786.SZ,X000807.SZ,X000933.SZ,X600985.SH,X601168.SH,X600176.SH,X600612.SH,X600219.SH,X002128.SZ,X002271.SZ,X000932.SZ,X000883.SZ,X600096.SH,X600348.SH,X000027.SZ,X000831.SZ,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.275469467158622,0,0,0.149830013839428,0,0.0729601581790511,0,0.0117715052013136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211575804459478,0,0,0,0,0,0,0,0.00891399189811851,0,0,0,0.0513204860641798,0,0,0,0,0,0,0,0,0,0,0,-0.00855651405926525,0,0,0.0228288643906519,0,0.0594657266861358,0,0,0,0,0
X601088.SH,0.0131662300443522,0,0,0,0.194503912286727,0,0.218013879180132,0,0,0,0,0,0,0,0,0,0,-0.0171885941068932,0,0,0,0,0,0,0,0.0700841061132754,0,0,0,0,0,0,0,0,0,0,0.109437609835189,0.024789005384686,-0.0438853606851379,0,0,0,0,0,0,0,0,0,0,0.0817687114888951,0,0,-0.0234407004076869,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.124600136114149,0,0,0.100438917126902,0,0,0,0,0,0.027996178396119,0,-0.0602963228378249,-0.0673199957882994,0,0,0,0,0,0.0773426897287162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124987341991919,0,0,0,0,-0.0974076782063068,0.0377304446650478,0,0,0,0,0,0,0,0.0165258652872953,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10034683842896,-0.0195943926288478,0,0.0755540258963797,0,0,0.0181871718145886,0.120280228555776,0,-0.0175829884227025,0,0.159282810318057,0,0,0,0.324612804242306,0,0,0.100552134189464,0.123417941094996,0,0,0,0,-0.198112914905115,0,0,0,0,0,0,0,0,0.0317431639903748,0.0565235850007664,0,0,-0.0318828598092583,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.170074481357777,0,0,0,0,0,0,0,0,0,0,0,-0.0452586077435707,0,0,0,0,0,0.105912674114818,0.32640780371613,0.186889656813571,0,0,0,0,0,0.0270105466309575,0,0,0,0,0,0,0,0,0,0.0835676016564855,0,0,0,0,0.0524963971304707,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,1.73472347597681e-18,0,0.577223812242007,0,-0.0504726049978902,0,0.32773961993401,0,0,0,0,0,0,-0.127910289112367,0,0,0,0,0,0,0.419608406496842,0,0,0,0,0,0,0,0,0,0,0,0.19628628956121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104274939818082,0,0,0,0,0,0,0
X600011.SH,0.0187811040912429,0,0,0,0,0.118097807121858,0,0,0,0,0,0,0,0,0.132230401778348,0,0,0,0,0,0,0.232235638214698,0,0,0,0,0,0,0,0.159838230926978,0,0,0,0,0,0,0,0,0,0,0,0,-0.010698199643751,0,0,0,0,0,0,0,0,0,-0.0099906717918889,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.11829667299768,0,0,0,0,0,0,0,0,0,0.0430428686754488,0,0,0,-0.0119371840669238,0,0,0,0,0.0447374084741306,0,0,0.00476917040062079,0,0,0,0,0,0,0,0,0,0,0.0967466386769566,0,-0.038384600261677,0,0,0,0.118425997804471,0,0,0,0,0,-0.0578331055443652,0,0,0,-0.00150945996199897,0,0,0,0,0
X600547.SH,0,0,0,0,-0.291782851880204,-0.0392423654191263,0,0,0,0,0,0,0,0,0,0,-0.0102201878314503,-0.0512863600233856,0,0,0,0,-0.00174658050722826,0.863791324265739,0,0,0,0,0,0,0,0,0,0,0,0.135037733650162,0,0,0,0,0,0,-0.0382150285164222,0,0,0,0,0,0,0,0,0,0,-0.064798574219103,0,0,0,0,0
X601600.SH,0.323983128235796,0,0,0,0,0,0,0,-0.0154113179017902,0,0,0,0,0,0,0,0,0,0,0,0,0.112245350234399,0,0,0,0,0.08911866516203,0,0,0,0.0320325217493337,0,0,0,0.179596968402874,0,0,0.130948214393702,0,0.186978892147084,0,0,0,0,0,0,0,0,0,0,0,0,0.00321278283924288,0.0896586105237989,0,0,0,0,0
X600585.SH,0,0,0,0.0153214349327284,0,0.094945046412922,0,0,0,0,0,0.0170880940930348,0,0,0,0,0,0,0.084788700216334,0,0,0,0,0,0,-0.0407110229434581,0,0,0,-0.0433052772423409,0,0,0,0,0,0,0,0,0.25114250878179,0,0,0,0,0.0676664154081891,0,0,0,0,0,0,0,0,0.00422905352950845,-0.171056235704073,0,0,0,0,0
