,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X000792.SZ,X600019.SH,X600011.SH,X601898.SH,X600111.SH,X000301.SZ,X600660.SH,X000708.SZ,X600010.SH,X601600.SH,X002271.SZ,X600547.SH,X600886.SH,X000877.SZ,X600426.SH,X600795.SH,X600362.SH,X601699.SH,X000983.SZ,X600027.SH,X600176.SH,X600803.SH,X601991.SH,X600995.SH,X000786.SZ,X000807.SZ,X000408.SZ,X000629.SZ,X600160.SH,X600219.SH,X000831.SZ,X600489.SH,X000723.SZ,X600378.SH,X600096.SH,X002080.SZ,X000933.SZ,X600348.SH,X300037.SZ,X000630.SZ,X600157.SH,X000932.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.189506598510739,0,0,0,0,0,0,0,-0.00578682913213381,0,0.0333461082560808,-0.0396543735812551,0,0,0,0.130767896381901,0.0477344680206292,0,0,0.0453814216057984,0.011721448525979,0,0,0.0277065088386124,0.0355063275377093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160714457276328,0,0,0,0,0,0,0,0,0,0.00715984051863583,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.378257243142886,0,0,0,0,0,0.0307012640417914,0,0,-0.00887203509315339,0,0,0.0934189199543694,0,0,0,0,0,0,0,0,0,0,0,0,0.0663100466342554,0,0,0,0,0,0,0,0,0,0,0,-0.155743207928304,0,0,0,0,0,0,0,0,-0.00684124389472352,-0.0481066415187166,0.0348272773998766,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.071198557719356,0,0,0,0,0.012247047269459,0,0.0993977744365049,0,0,0,0,0,0.0383068358854727,0.0292103216834845,0,0.0695098938741037,0,0,0,0,0.0225242218115166,0,1.0842021724855e-19,0.0301089977512011,0,0.00573374617804476,0,0.0185421177914317,0,0,0,0,0.0401495874066147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194552921437935,-0.00369294916546837,0,0,0,0,0,0
X600309.SH,0.110424574304955,0,0,0,0,0,0,0,0,0,-0.161517729005755,0.0654820502882205,0,0.185469057830586,0,0,0,0,-1.73472347597681e-18,0.0584295015828982,0,0.102475924115182,0,0,0,0,0,0,0,0,0,0,0.21417679082554,-0.035513086505701,0,-0.0657802303757237,-0.0245600816942624,0,0,0,0,0,0,-0.0132294446856915,0,0,0,0,0,0.199929122025336,0,0.0251087725658129,-0.0220529731009438,0,0,0,0,0,0
X600188.SH,0,0.654290189866149,0,0,0,0,0,0,0,0,0,0,0,0.0127649666243277,-0.223169396647716,0,0,0,0,0,0,0,0,0.117609950717297,0,0.129683754724708,0,0,0,0.15806496564269,0,0,0,0,0,0,0,0,-0.0043872053964636,0,0,0,0,0,0.3140929430213,0.043570433860335,0,0,0,0,-0.0632214926468581,-0.0187581229381812,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.0126503501087957,0,0.60854115601114,0,0,0,0,0,0,0,0,0,0,0,-0.00565101355419225,0,0,0,0,0,0,0,0.0442921166749099,0,0,0.0127901477926378,0,0,-0.018899851578304,0,0.100394630841178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786424577158312,0.00537558489715301,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.639514755588925,0,0,0,0,0,0,0.120390274027827,0,0,0,0,0,0,0,0,-0.0205850006167412,0,0,0,0,0,-0.0307091264903419,0,0,0,0,0,0.16571656002937,0,0,0.0694389723345387,0,0.00706806436941081,0,0,0,0,0,0,0,0.0361273154277367,0,0,0,0,0.0126178118598768,-0.0110044883081032,-0.0387711897838002,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773876069262537,0,0,0.0517146506787137,0,0,0,0,0.407807843324013,0,0,0,0.00104697976145549,0.0241258390590477,0,0,0,0,0,0.162630058753809,0,0.020811291523641,0,-0.130759194655852,0.00090538742290647,0,0,0,0,-0.0138935187440224,0,0.147073247793864,0,0,0,0,0,0,0.00913749520224174,-0.00832603557102506,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.301643592800957,0.109598787543053,0.0585221956755304,0,0,0,0,0.119543130445653,0,0,0,-0.0136733029733962,0,0.0161090399776057,0,0,0.0310834026832865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121392351939625,0,0,0,0.069334849729709,0,-0.00436366198183202,0,0,0,0,0,0
X600019.SH,0,0,0.0911418855403886,0,0,0,0,0,0,0,0,0.142939299718897,0,0,0,0,0.0318183868090163,0.222106625551653,0.126864505207324,0,0,0,0,0,0,0.0132485518852564,0,0,0.0749558602262915,0,0,0,0.00424345509891145,0,0,-0.0162270144372107,0,0,0,0,0,0,0,0,0,0,-0.0377979469724981,0.0743577065473191,0,0.0486856390833308,0,0.0066280605990674,-0.0226017660004977,0,0,0,0,0,0
