,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600585.SH,X600660.SH,X601600.SH,X600011.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X002128.SZ,X000807.SZ,X600176.SH,X000630.SZ,X601168.SH,X000933.SZ,X600985.SH,X600096.SH,X000408.SZ,X000877.SZ,X000883.SZ,X000027.SZ,X600995.SH,X002353.SZ,X600378.SH,X000932.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.581816193612561,0.156488839098733,0,0,0.0412988583744717,0,0,0.168501976856844,0,0,0.121204816233859,0,0.0444852433889803,0,0.157925477363331,0,0,0,0,0,0,0,-0.0104200080851715,0,0,0,0,0,0,-0.0103008263839831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088550802073646,0,0,0,0,0,0,-0.0136088098924457,0,0,0,-0.0347720111822234,0,0
X600028.SH,0.356167292997851,0,0.184715005485989,0,0.104035926380304,0,0.0831152049984529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066615027023486,0,0,0,0.137244332516063,0,0,0.0290819625190165,0,0,0,0,0.0405929686729294,0.013156493947016,0,0,0,0,0.0161465072786595,0,0
X601088.SH,0,0.257649987474817,0,0,0,0.166528308553042,0.0101570559388626,0,0,0.0606498171820698,0,0.160832048456598,0,0,0,0,0,0,0,0,0.165740851880053,-0.0325201827345518,0,-0.0653457721838803,0,0,-0.0894382932427967,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,-0.0369533308930951,0,0,0,-0.0959317431002719,0,-0.0087483991264329,0,0,0,0,0,0,0,0,0,0.0237642363156648,0,0
X600309.SH,0,0,0,0,0,-0.0267307193446657,0,0,0,0,0,0,0,0,0,-0.0911669721914988,0,0,0,0,0.0754987121860993,-0.157824398610046,0,0,0,0,0.0884904827236304,0,0,0,0.0148575878793783,0,0.403141691570958,0,0,0,0,0,0,0,0,0.0911001662687657,0,0,0,-0.0104219618159747,0.131100246490268,0,0,0,0,-0.0151008579196186,0,0,0,0,-0.0251015067640006,0,0
X601898.SH,0.0149008666254584,0.273463948415359,0,0,0,0.166950675878669,0,0,0.0812508018759421,0,0,0.186814131156116,0,0,0,0,0,0,0,0,0,0.112929218802567,0,0,0,0,0,0,0.137827754531712,0,0,0,0,0,0,0,0.0453202827352586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301323103027689,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.227489471263542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17974885021074,0,-0.0502774966285367,0,0,0,0,0,0,0.495996766423222,0,0,0,0,0,0,0,0,0,0.463806490306739,-0.038812806058322,0,0,0,0,0,-0.15459009912257,0,0,0,0,0,0,0.0124862064076573,0,0,0,0.0241443963293074,0,0
X600019.SH,0,0.237072493278738,0.0276717789413076,0,0.137047201093607,0,0,0,0,0,0.00934622821374852,0,0.16125060174876,0,0,0,0,0,0,0.219185081830295,-0.106529191238504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0609640419682443,0,0,0,0,0,0,0,0,0,-0.133454789157957,0.118563442134069,0,0,0,0.145359802901814,0,-0.0851977834218839,0,0,-0.0074680555393082,0,0
X600547.SH,0,0,0,-0.0849191063913557,0,0,0,0,0,0,0,0,0,0,0,0.677622205903454,0,0,0.176638963885361,0,-0.0559443194955125,0,0,0,0,0.159678675581334,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.159516580751158,0.110969584847014,-0.0770210400185161,0,0,0,0,0.014064671451514,0,0
X600886.SH,0.415681606346535,0,0,0,0,0,-0.0588758526680051,0,0,0,0,0,0,0.0786937216982916,0,0.0100710630765414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.304509915886032,0,0,0.087601693382753,-0.121137022374716,0,0,0,0,0,-0.0839389663393673,0,0,0,0,0,0.0327387270667918,0,0,0,-0.00388047358873801,0,0.00966277654135778,4.33680868994202e-19,0,0,-0.0158043372822903,0,0
X600585.SH,0,0,0,0.074875406126645,0,0,0,0,0,0,0,0,0,0,0.17071929548764,0,0,0,0,0,0,-0.011887827870334,0,0,0.127259772365905,0,0,0,0,0.0875104714726865,0,0,0,0,0.0505936900124463,0,0,0,0,0.0341609973949608,0,0,0.076753899120374,0,0,0,-0.0577379377584369,0,0,0,0,0,0,-0.00364138935981529,-0.0401827472619276,0,0.00222096044079421,0,0
