,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000708.SZ,X000301.SZ,X000807.SZ,X002466.SZ,X000786.SZ,X600027.SH,X601991.SH,X000408.SZ,X600219.SH,X600176.SH,X000983.SZ,X600426.SH,X002128.SZ,X000630.SZ,X601168.SH,X601699.SH,X000933.SZ,X600378.SH,X600096.SH,X002353.SZ,X000877.SZ,X600985.SH,X600157.SH,X600299.SH,X000831.SZ,X600549.SH,X600352.SH,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.747422916381775,0,0,0.0393789453031071,0,0,0,0,0,0,0,0,0.0284084447478677,0.00597818375153869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435637121647909,0,0,0,0,0,0,0,0,0,0,0,0.000529932148607545,0,0,0,0,0,0,0,0,0,-0.00390819504209209,0.00975323579181119,0,0,0,0.00640393599885787,0,0
X601088.SH,0,0,0,0,0,0.53600906608972,0,0,0,0,0.0458303755787251,0,0,0,0,0,0,0,0,0.0153926931887866,0,0,0,0,0,0,0,0,0.0506785917494941,0,0.0678453176467719,0,0,0,0.00366839416649977,0,0,0,0,0,0,0,0,0,0,0.0283085095209711,0,0,0,0,0,0.0209970616492813,-0.000295376866676749,0,0,0,0.0274319440803944,0,0
X600028.SH,0,0,0,0,0,0.146763920315665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796296152439972,0,0,0,0,0,0,-0.0573992755560737,0,0,0,0,0,0,0,0.139439319631381,0,0,0,0,0,0.18358729281483,0,0,0,0,0,0,-0.00676908435572304,0.0157264186411945,0,0,0,0,-0.0058978827321042,0,0
X600309.SH,0,-0.0382809128994736,0,0,0,0,0,0,0,0,0,0,0,0.00878611142132813,0,0,0,0,0.0135027079776096,0.130288750842706,0,0,0.242277296487215,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0601768172090454,0,0,0,0,0,0,0.131786471343376,0,0.00629769858234304,0.0109943609286897,0,0,0,0,-0.0728380057837634,-0.0195222214611169,0.0078554733734573,0,0,0,-0.0053687580619899,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.00879846111245221,0,0,0,0,0,0.387922252816145,0,-0.00746660105199147,0.227056671181813,0,0.117766068580911,0,0.0484111243059581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185188236993009,0,0,-0.166185032847568,0.0498435393766551,0,0,0,0,4.33680868994202e-19,0,-0.00130953045612554,-0.0854670358154537,0,0,0,0,0
X601898.SH,0,0.61266322693273,0,0,0,0,0,0,0,0,0,0,0.0202993888319841,0,0,0,0,0,0,-0.00968109314262545,0,0,0.153312190933323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171346927149389,0,0,0,0,0,0,0,0,0,0,0,0.0239756363867413,0.0306705334406802,-0.00569710274263043,0,0,0,-0.0377610356467367,0,0
X600019.SH,0,0.0505549866327394,0,0,0,0.24961669612757,0,0,0.195413803486858,0,0,0,0,0,0,0,0,0,0,0,0,0.0430160189697652,0.0703889093253926,0,0,0,0.0264284673308887,0.144778732534772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618638512107452,0,0,0,0,0,0,0,0,0.0138672238310789,0,0,0,0,-0.0240231709909587,0,0
X600188.SH,0,0,0,0,0.0202738670220723,0.0999647399826376,0,0,0,0,0,0,0,0,0,0.0348924183363787,0.0432913195730489,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0310118916683919,0.0109376798615816,0,0,0,0.193557308045927,0,0,0,0.11780410432137,0,0,6.93889390390723e-18,0,0,0,0,0.0787352294915856,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0209471745964871,0,0,0,0,0,0,0,0,0,0,1.19321149114848,0,-0.192094964275611,0,0,0,0,0.0520947391425553,0,0.0123109530582197,0,0,0,0.0963395276454854,-0.158626916848726,0,0,0,0,0,0,0,0,0,0.106117319648522,-0.335925664108205,0,0.00315066641839809,0,0,0,0,0,0,0,5.42101086242752e-20,0,0.0245381539730975,0,-0.0167643637500023,0,0
X600585.SH,0,0,0,0.33631674256811,0,0.0174443712651538,0,0,0,0,0,0.0316067876109626,0,0,0,0,0,0,0,0.04455260027911,-6.93889390390723e-18,-0.43077649205302,0,0,0,0,0,0,0,0.0503362564263657,0,0,0,0,0,0,0,0,-0.0981218102748428,0.0640625185709256,0,0,0.284652307558182,0.0183736279425509,-0.0358972207223143,0,0,0,0,0,0,-2.16840434497101e-19,0.00270708568857613,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.111264431809926,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.158011396169479,0,0.425296654312838,0,0,0,0,0.103597150699435,0,0,0,-0.101670836589059,-0.00746397968486616,0,0,0,0,0,0,0,0,0,0,0,-0.0464867219064173,0,0,0,0,0,-0.0129120158536908,0.156714218049162,0,0,0,0,0,0.0172811735845856,-0.0134777251571247,0,0,0,-0.00957895569971321,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.00972201545466223,0,0,0,0,8.67361737988404e-19,0.545872332640508,-0.0374492326309531,0,0,0,0.103031514927717,0.0158532528883717,0,0,0,0,0,0,0,-0.0280475850702401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165258595936689,0.0107562834133068,0.00271122876491085,0,0,0,-0.0218100897601384,0,0
X600011.SH,0,0,0,0,0,0,0.148116701934375,0,0.0556400307456038,0,0.072903130214598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374207253913029,0,0,0,0,0,0,0,0,0,0.0338263693481261,0,-0.0205919354396916,0,0,0.0109320747204283,0,0.0846223414927398,0,0,0,0,0,-0.0141259616939322,-0.00136785684482119,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965104527116227,0,0,0,0.0058345482745453,0,0,0,0,0,0.289668039091273,0,0,0,0.0983308461976124,0,0,0,0.135291803409712,0,0,0,0,0.115485808089464,0,0,0,0,0,0.0641398481701772,0,0.0915688351379969,0,0,0,0,-0.00552845117669161,0.00845609637564458,0,0,0,-0.0245932243746826,0,0
