,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002271.SZ,X600801.SH,X002460.SZ,X000792.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X601992.SH,X600027.SH,X600299.SH,X600111.SH,X600489.SH,X002075.SZ,X600176.SH,X000723.SZ,X002466.SZ,X600126.SH,X000401.SZ,X600426.SH,X000553.SZ,X601158.SH,X000898.SZ,X600219.SH,X600516.SH,X000932.SZ,X002353.SZ,X000883.SZ,X600486.SH,X600583.SH,X000709.SZ,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0410637837968541,0,0.102670795803561,0,0,-6.93889390390723e-18,0,0.142068905619472,0,0,0,0,0.0172023900385847,0,0,0,0,0,0,0.0989352953694492,0,0.0288742855434494,0,0,0.0628804432019087,0,0,0.0527331897517382,0,0,0,0,0,0,0,0,0,0,0,0,0.0149212711076388,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.127318153346767,0,0,0,-0.0494513247399678,0,0,0,0.194011626767117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201062010079982,0,0,0.115103183848025,0,0.0877676135906399,0,0,0,0,0,0,0,-6.93889390390723e-18,0,6.93889390390723e-18,0,0,0,0.0338257719621137,0,0,0,0,0,0,0,0.01433421304481,0.00998974343257202,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0.393038480057349,0,0,0,0,0,0,0,0,0.200910622926529,0.0844709616991355,0,0,0,0,0,0,0,0,0,-0.0333772613514722,0,0,0.00831117392725826,0,0.141767777121292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161034542869021,-0.00342572464962377,0,0,0,0,0,0
X601088.SH,0,0,0.128565961565274,0,0,0,0,0,0.351605260024695,0,0,0,0,0,0,0,0,0.0510601074100594,0.0715561144827878,1.38777878078145e-17,0.101682016197294,0,0,0,0,0,0,0,0,0,-0.045958439184873,0,0.0142965680726673,0.0547879032439049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163078214317747,0.0273290306061132,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0.0342205316161558,0.0704541515548821,0,0,0,0,0,0,0,0.0269483455139177,0.0575933509718181,0,0,0,0,0,0,0.0219880261608742,0,0,0,0,0.0999204438181246,0,0,0,0,0,0,0,0,0,0,0.113774123503014,0,0,0.0343077300514533,0,0,0,0,0.0178052788191652,0.011854761298136,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.105031658454896,0,0,0,0,0,0,0.0215247408020699,0,0,0,0,0,0,0,0,0,0,0.943377893330316,0.0994177993486705,0,-8.67361737988404e-19,0,0.0831648630656567,0,0,0,0,0,0,0,0,-0.0323767723649114,0,0,-0.0195613006467774,0,0,0,0,0.00546843403419247,0.0404809729674288,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00121316389196354,0,0,0.0121795333431933,0,0,0,0,0,0,0.184063222934349,0.0227888686575904,0.202064355648845,0.0304831044231088,0.0997619176980902,0,0,0,0,0.146551836627076,0.0219111490799682,0,0,0,0,0,0.0161246002465078,0,0,0,0,0,0,0,0,0,0,0,0,0.0226091574072152,0,0,0,0,0.00616325474395992,-0.00199548297022527,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.122230508757485,0,0,0.000955448322596385,0,0,0,0,0,0.135578326286088,0,0,0,0,0,0.0620978592983382,0,0,0,0,0,0.111705544268015,0,0,0.0355239218420825,0.0751766753729395,0,0,0,0,0,3.46944695195361e-18,0,0,0.132784429723453,0,0,0.00896880008036371,0,0,0,0,0.0256969402384326,-0.0505739404317207,0,0,0,0,0,0
X600011.SH,0,0,0,0.096252454090054,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228282597357015,0,0,0,0,0,0,0,0,0.602385914907513,0.0583744481341579,0,0,0,0,0.0196606734533374,-0.0311101019398118,0,0,0,0.165653957041242,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183490444300661,0.010408107774495,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.12237929149718,0.10303605841597,0,0,0,0,0,0,-0.0288697394786097,0,0.152682337607539,0,0,0.0518760959137708,1.38777878078145e-17,0,0,0,0,0.203058820434729,-0.0420197535666022,0,0,0,0.0365175447723854,0,0,0,0,0,0,0,0,0,0,0,0.0181783083608147,0,0,0,0,0.0533051432122137,0.0284962893949344,0,0,0,0,0,0
X600801.SH,0,0,0.318547520368128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00723531221722291,0.0286113903015039,0,0,0,0,0,0,0,0,0,0.0426738028063746,0.0553733987160119,0.122197723711738,0.00740732883345449,0,0.395448116162144,0,0.0210735681773333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106583033348914,-0.0018065071627965,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.151757629116789,0,0,-0.137877454499648,0,0,0,0,0,6.93889390390723e-18,0,0.0902720073690051,0,0,0,0,0,0,0,0,0,0.076941352005727,0,0.0751287284248865,0.223309926312476,0,0,0,0,0,0,0,0,0,0.273275687425973,0,0,0.31932093090881,0,0,0,0.0727536459510404,0,0.00633599499869458,-0.149394609277982,0,0,0,0,0
