,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X600886.SH,X601600.SH,X002466.SZ,X000792.SZ,X002460.SZ,X600795.SH,X601699.SH,X600111.SH,X000708.SZ,X600010.SH,X600362.SH,X000301.SZ,X000877.SZ,X000983.SZ,X600426.SH,X600027.SH,X600803.SH,X002271.SZ,X600489.SH,X601991.SH,X600160.SH,X600985.SH,X000807.SZ,X000408.SZ,X600176.SH,X000786.SZ,X000630.SZ,X000933.SZ,X600612.SH,X300037.SZ,X000932.SZ,X600348.SH,X600219.SH,X002128.SZ,X600995.SH,X601168.SH,X600688.SH,X600157.SH,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.756418548733403,0.130579049597117,0,0,0,0,0,0,0,0,0.00455691797477827,0,-0.214731950254239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.229988611530161,0,0,0,0,0,0.0586109130469293,0,0,0,0,0.23356929684779,0,0,0,0,0,0,0,0,0,0,0,0,0.0505868650661994,0,0,0,0.0570831626465298,0,0
X600028.SH,0.607916437558274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174428501529421,0,0,0,0,0,0,0,0,0.0382484798013025,0,0.0197458284469369,0.0554868785433467,0,0,0,0,0,0,0,0,0,0,0,0,-0.115160266756442,0,0,0.0874640533480246,0,0,0,0,0,-0.00750204569256614,-0.00411158727707168,0,0,0,0,0,0
X601088.SH,0.110450822990195,0.082002142443833,0,0,0.114155453102579,0,0.214311270013574,0,0,0,0,0,0,-0.00341590065778874,0,0,0,0,-0.107152371247679,0,0,0,0,0,0,0,0,-0.0482842963547978,0,0,0,0,0,0,0,0.0558466197489993,0,0,0.0276810160263479,0,-0.119781085200618,0,0,0,0,0,0,0,0,0,0,0,0.00903352526888498,0,0,0,0,0,0
X600309.SH,0,0.0353741123886902,0,0,0.0404310319277341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291223500980585,0,0,0,0.0785617841225944,0,0.126797910658466,0,0,0,0.175605508402318,0.121650417384896,0,-0.0638110445443249,0,0,0,0,0,0.15030900462352,0.234395402612937,0,0,0,0,0,0,0.556585497858719,0,-0.00288724903680688,-0.0577981932719279,0.0823393114089741,-0.136086560132407,0,0,-0.113544816185724,0,0
X600188.SH,0,0,0,0,0,0,0.286543559094514,0,0,0.132454089542787,0,0,0,0,0,0,0,0.23242975875951,0,0,0,0,0,0,0.0865800204324775,0,0,0,0,0,0,0.0333292080509901,0.116621345352962,0,0,0,0,0,0.179517577077607,0,0,0,0,0,0,0,0,0,0,0,0,-0.00110653173089559,-0.0100213994962372,0,0,0,0,0,0
X600019.SH,0,0,0,0,-8.67361737988404e-19,0,0.179051392385257,0,0,0,0,0,0,0,0,0,0,0,0,0.249102895796272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48988996719291,0,0.0506717991954319,0,0.0267341928374491,0,0,0.192757980471246,0,0,0,0,0.253541391212548,0.136644827770146,0,0,0,8.67361737988404e-19,0.0147598889574689,0.0781666971734302,0,0,0.0308290895360038,0,0
X601898.SH,0.0815118292040512,0,0.183301576192152,0,0.271746646336384,0.00682390150495983,0,0,0,0,0,0.000944037853113055,0,0,0,0.06852297817963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372156221339881,0,0.0268463371051698,0,0,0,0,0,0.0374096204517104,0,0,0,0,0,0,0.00469887807075157,-0.0176803874769792,0,0,0,0.0264618123283949,0,0
X600011.SH,-0.0156165760453586,0,0,0,0,0,0,0,0,0,0,0.092737275332945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434749172172992,0,0,0,0,0,0,0,0,0.0629827253745064,0,0,0,0,0,-0.0616672384002751,0,0,0,0.123092607498951,0,0,0,0,0,0.000365639353000206,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.176242960237498,0,0,0,0,0,0,-0.0374636616276441,0,0,0.0424850420773466,0,0.0123883090094459,0,0,0,0,0,0,0,0.295549787194109,0.0449841879161117,0.00732793374502727,0,0,0.151687035528484,-0.0408588167376588,0,0,0,0,0,0.148887801887655,0.0745226910555551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00912052527442022,0.0112996510485962,0,0,0,0,0,0
X600547.SH,0,0.0557984336814982,0,0,0.131485727897102,0,0,-0.0175622692972741,0,0,0,0,0.0106313635898232,0,0,-0.0171882031616502,0,-0.0554198426340231,0,0,0,0.0545654191564246,0,0,0.0201065574287601,-0.107330668954305,0,0,0,0.525068848291896,0,0,0,0,0,0,0,0,0,0.0112021087460689,0,0,0,0,0.0213767274982946,0,0,0,0,0,-0.0312438344636525,0.00771393671787885,0,0,0,0,0,0,0
X600660.SH,0,0.0128681637791039,0,0,0,0,0,0,0.328827265365487,0.0395677574797474,0,0.171552792289344,0,0,0,-0.0338589731140067,0,0,0,0,0.0285423525997464,0,0,0,0.221943154091232,0,0.128324909639473,0,-0.126397169125789,0,0,0,0,-0.0450945663834538,0,0,0,0,0,0,0.199320980660576,0,0,0,0,0,0,0,0,0,0,0.000920354245092548,0.0140535019982676,0,0,0,0,0,0
X600886.SH,0.114026056592817,0,0.200378900778445,0,0,0,0,0.119416926387857,0,0,0.165485495594941,0,0,0,0,0,0.196962207915311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051885692493477,0,0,0,0,0,0,0,0,0,0,0,0,-0.10282071754087,0,-0.00799053214208474,0.0260346982497793,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.150778487043153,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218209860375581,0,0,0,0,0,0,0,0,0,0,0.152928462964271,0,0,0.354011517533794,0.0346032344443828,0,0,0,0.124889114825217,0,0.0566243033491118,0,0,0.276268128510458,0,0,0.169060748615605,0,0,0,0,-8.67361737988404e-19,0.0107759495827571,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,-0.0256146174801814,0,0.162122783096949,0,0,0,0,0,0.746011945705085,0,-0.11467160467247,0,0,0,0,0.10914804415774,0,0,0,0,0,0,0.0242817159394696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00336626000627229,2.16840434497101e-19,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0870984575716542,0,0,0,0,0.154153574963441,0,0,0.292062539972128,0,0,0,0,0.284607243217797,0,0,0,0,0,0,0,0,0,0.0846497985348212,0,0,0,0,0,0.0124705470986775,0.0424801675632895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0806716375011399,0.0274697159711528,-0.0394030191156134,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,-0.0740719515654452,0,0,0,0.706814680336977,0,0,0,-3.46944695195361e-18,0.0587747944066109,0.138204357217313,0.116937375822468,0,0,0,0,0,0.0352461274163051,-0.046846478214187,0,0,0,0,-0.191433522552068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00108524528102727,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.418887571224556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487750662064881,0,0,0,0,0,0,0,0,0.036906673042153,-0.0554492917815772,0,0,0,0,0,0,0,0,0,-0.00963583404544177,-0.00821865889437219,-0.00119729494912147,0,0,0,0.046887957343795,0,0
X601699.SH,0,0,0,0,0.323450408746927,0,0.252095782646659,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176121120535435,0,0,0,0.00928364055537444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970729544778506,0.00144350875902593,0,0,0.0709887720392481,0,0,0,0,0,0,0,0,0.0138324197365822,0.00179583774795248,0,0,0,0.0253651330092193,0,0
X600111.SH,0.00940700702410349,0,0,0,0,0,0,0,0,0,0,0,0,0.291818887953814,0,0,0,0,0,0,0.114956884655861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065558914016684,0,0.0421796288789772,0,0,0,0,0.298762906521153,0,0,0,0,0,0,0.0254001457817197,-0.0137790064331785,-0.0754094577957941,0,0,0,0,0
