,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X601600.SH,X600010.SH,X600309.SH,X600011.SH,X601898.SH,X600688.SH,X600660.SH,X600795.SH,X300072.SZ,X601992.SH,X600188.SH,X600362.SH,X002466.SZ,X601991.SH,X600547.SH,X002460.SZ,X600886.SH,X600111.SH,X000898.SZ,X600516.SH,X000709.SZ,X600157.SH,X600027.SH,X600176.SH,X000786.SZ,X000553.SZ,X600352.SH,X000792.SZ,X000408.SZ,X600489.SH,X600808.SH,X600219.SH,X000959.SZ,X002271.SZ,X601158.SH,X601699.SH,X600339.SH,X000983.SZ,X000723.SZ,X000883.SZ,X002092.SZ,X002470.SZ,X000630.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.466303756553253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0817271775588723,0,0,-0.0478199365221274,0,0,0,0,0,0,0,0,0,0,0,0,0.0367480270523651,0,0,0,0,0,0.0537212780742561,0,-0.0969391618022962,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,-0.000175562155160877,0,0,0,0,0,0
X600028.SH,0.443168759271956,0,0.00409072015127867,0,-0.0353604671455502,0,0,-0.012674417203007,0,0,0.0479099172743747,-0.00399415454590765,0,0,0,-0.0285647309936082,0,0,0,0,0,0,0,0,-0.00207111185070998,0,0,0,-0.0807917921024204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475676287438278,0,0,0,0,0,0.0487186452244049,0,0.0156050950436142,0.00613470430599153,-0.13794931526027,0,0,0,0,0
X601088.SH,0,0,0,0.0502050843664289,0.0803501000367973,0,0,0,0,0,0.0839877439979879,0,0.410108147965077,0,0,0.189912584152913,0,0,0,0,-0.0612148616162557,0,0,0,0.0203788148542169,0,0,0,0,0.124734879561326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332933760967122,-0.0379257059170943,0,0,0,0,0,0
X600019.SH,0,0,0.156330781987078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242496034623505,0,0,0.328321635729112,-0.0423109081331485,0,0,0,0.0647367859107051,0,0,0,-0.0244514398412193,0,0,0.273242174095856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578003319217365,-0.0307231005306491,0.0526031741670766,0,0,0,0,0
X600585.SH,0,0,0.256991624991668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140694254269017,0,0,0.0416926533127175,0,0,0,0.0237752573006025,0,0,0,0,0,0,0,-0.0700134739387281,0,0,0.139794309670734,0,0,0,0,0,-0.397265126052438,0,-0.329700671899603,0,0,0,0,0.157859238870191,0,-0.0183597440911372,0.0448327142753212,-0.0404530700640255,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144173912433871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673694746488184,-0.0516793909010379,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0167433714220965,0,0,0,0,0,0.0247905395516092,0,0.0397483013257907,0.0749455946056134,0,0,0,0.0338997056455058,0,0,0,0,0,0,0,0,0,0.0848431493609181,0,0,0.0223009531064921,0,0.290209440468373,0,0,0,0,0,0,0,0,0,0.0803784574345453,0,0,0,0,-0.000556934391689521,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,-0.00527085521327131,0,0,0,0,0,0,0,0,0,0,0,0,-0.235120886576816,0,0,-0.38437194684443,-0.040578857797096,0.12579956720472,0,-0.0552116329458642,0,0,0,-0.00184361174140824,0,0,0,0,-0.0137348116720213,-0.126797550374808,0,-0.0297247193354714,0,0,0,0,0,0,0,-0.0358770036618318,0,0,0,0,0.827199732193329,0,0,0,0,0,0.00370154698249484,0,0,0,0,0,0
X600011.SH,0,0.120392720524822,0,0,-0.0453718020715608,0,0,0,0,0,0,0,0,0,0,0.0424865937648284,0,0,0,0,0,0,-0.0147547585045558,0,0,0,0,0,-0.0349212593855631,0.0365427826606476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538509879651449,0,1.0842021724855e-19,-0.0527066187172534,0,0.0201400017009191,0,-0.0432989406624786,0.0386312799195093,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.00833160044491392,0,0.0760993353052668,0,0,0,0,0,0,0,0,0.222550069409843,0,0,0,0,0,0,0,0,0.00197970800345823,0,0,0,0,0,0.0228841806235848,0,0.0525057884552015,0,0,0.0223988590426797,0,0,0,0,0.0116528105350878,0,0.182186012780081,0,0,0,0,0,0,0,-0.0076285337364947,0,0,0,0,0,0,0
X600688.SH,0.21054539113499,0.216785990844345,0,0.00544715948567657,0,0,0,0,0,0,0,0,0.0215476394220727,0,0,0,0,0.00557114450449273,0,0,0,0,0,0,0,0,0,0,0.134119457901474,-0.00534249465775563,0.0172159650126079,0,0.0599735602144975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00766818536665973,0.00584454109617247,0,0,0,0.0298645937808464,0,0
X600660.SH,0,0,0,0,0,0,0,0.0790999590177992,0,0,0,0,0,0.250706903273725,0,0,0,0,0,0,0,0,0,0,0.0403740771103286,0,0,0,0.0644482456948281,0.0416152829477387,0,0,0.0465645215310547,0.00511673317540627,0,0,0,0,0.11160152249747,0,0,0,0,0,0,0,0,0,0,0,-0.0358561037106354,0.0472184880544271,0,0,0,0,0,0
