,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600176.SH,X600362.SH,X000786.SZ,X600426.SH,X600886.SH,X601600.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X000301.SZ,X601991.SH,X600795.SH,X600801.SH,X600352.SH,X600489.SH,X600486.SH,X300037.SZ,X002080.SZ,X600219.SH,X600688.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X600157.SH,X600529.SH,X600299.SH,X000027.SZ,X000898.SZ,X000932.SZ,X601168.SH,X600399.SH,X300073.SZ,X000630.SZ,X000723.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,-0.00856419875196912,0,0,0,0,0,0.115837169509942,0,0,0,0,0,0.000596130618967541,0,0.0783626963226718,0,0.0060708204839421,0,0,0,0,0,0,0.00392995165596521,0,0,0,0,0,0,0,-0.0196107796083975,0,0,0,0,0,0,0,0,0,0,0,0,-0.00201814172229095,0,0,0,0,-0.00160693762528086,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0462429050353518,0.0386748057222651,0,0,0,0.0129818436946187,0,0,0,-0.0237319608935021,0,0,0,0,0,0,0,0,0,0,0,0.0529901102606265,0,0,0,0,0,0,0,-0.0188213373321526,0,0,0.15483975427053,0,0,0.00788156506150567,0,0,0.0108782295046337,0,0,0.00513854612925493,0,0,0,0,-0.00752221748836684,0,0
X601088.SH,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.706733912011038,0,0,0.138064868453461,-0.0146826088287028,0,0,0,0,0,0,0.0139046633990319,0,0,0,0,0,0,0,0,0,-0.0187316316336637,-0.0481955397392472,0,0,0,0,-0.0898322839503814,0,0,0,0,0,0.00305320298716605,0,0,0,0,-0.00532786976476463,0,0
X600309.SH,0,0,0,0,0,0,0.0471619383822297,0,0,0,-0.150990194194916,-0.0685724541182295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319983031709809,0.000425013541740172,0,-0.00791185864814758,0,-0.0523856002258433,0,0,0,0,-0.108313249822222,0,0,0,0.125292723415141,0,0,0,0,0,0,0,0.0265724833698128,0,0,0,0,0.00126310923663121,0,0
X600585.SH,0,0,0,0.0956028419079669,0,0,0.00290310351939864,0,0,0.078042026254417,-0.0599397285911636,0,-0.0115147398677865,0,0,0,0,0.0430806671010064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262837937987261,0,0,0,0,0,0.0844105987813923,0,0.0334700694676886,0,0,0,0,0,0,0.0299481036849943,0,0,0,0,0.00243795214959364,0,0
X600019.SH,0,0,0,0,0,0,0,-0.083063842848442,0,0,0,0,0,0.11470413544612,0,0,0,0,0.218144485350744,0,0,0,0,0,0,0,0,0,0,0,0.0355443645811397,0,0.0265826552394813,0,0,0,0,0,0,0,0,0,0,0,0,0.100097999883959,0,0.0476021501800228,0,0,0.0166753651510398,0.0306086822331656,0.0499003247787678,0,0,0,0.00513595510843321,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0570974459591206,0,0,0.262896952608525,0,0,0,0,0,0,0,0,0.39616959187481,0,0,0.0588291979237188,0,0,0,0,0,0,0,0.303995046731685,0,0,0,0,0,0,0,0,0.0549243912630051,0,0,0,0,0.0289755624348992,0,0,0,0.134944033340122,0,0,0,-0.0968311946084927,0,0,0,-0.0183235912807245,0,0
X600660.SH,0,0,0.0646500755386983,0,0,-0.182554753030551,0.139927562173523,0,0,0,0,0,0,0,0,-0.097683896302251,0,0,0,-0.036015913162876,0,0,0,0.0375383903545184,0,0,0.144652267853612,0.0313304545257578,0,0,0.155113658476569,0,0,0,0,0,0,0,0,0,-0.00833559023756455,0,0,0,0,0,0,0,0,0,0,0,0.0332181447174078,0,0,0,0.0179130964792487,0,0
X000708.SZ,0,0,0.19757684448008,0,0,0,0,0,0,0,0,0.0549155567550412,0,0.0444803762573959,0,0,0,0,0,0,0,0,0.116802365718167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181242938264805,0,0,0,0,0,0,0,0,0.166316364314702,0,0,0,-0.0256339205445903,0.102806096895824,0,0,0,-0.00193920515721429,0,0
X600547.SH,0,0,0,0,0,0.0271688439099789,0.0509498261261633,-0.0437500691728373,0,0,0,0,-0.0414269608616512,0,0,0,0,0,0,-0.0313945414542431,0,0,0,0,0,0,0,0,0.587949120493303,0,0.0267187223820565,0.011604850129071,0,0,0,0,0,0,0,0,0,0,0,0,0.0289334149434051,0.0476930874911146,8.67361737988404e-19,0,0,0,0,0.0106100075914593,0,0,0,0,0.00484710929052918,0,0
