,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X601898.SH,X601600.SH,X600010.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600426.SH,X600886.SH,X600362.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X601699.SH,X000807.SZ,X600096.SH,X600219.SH,X600803.SH,X000786.SZ,X600795.SH,X601991.SH,X002353.SZ,X002080.SZ,X600141.SH,X000630.SZ,X600489.SH,X300073.SZ,X600688.SH,X600486.SH,X600801.SH,X000825.SZ,X600985.SH,X601666.SH,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0992661083637348,0,0,0.106623837841241,0,0,0,0.0285613467492804,0,0,0,0,0.0214045874475097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12385601936048,0,0,0,0,0,0,0,0,0,0,0,0,0.246163654333705,0,0.175231224428289,0,0,0,0,0,0,0,-0.0350247958777829,0,0,0,0.0345542886848689,0,0
X601088.SH,0.109805046095508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251155118637615,0,0,0,0,0,0,0,0,0,0,0,0.0164439838795149,0,0,0,0,0,0.282071578233431,0.192013558187466,0,0,0,3.46944695195361e-18,0.0327149895070274,0,0,0,0.0700930948820586,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.056178811452036,0,-0.0260049275676295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441926323943726,0,0,0.0143238192483351,0,0,0,0,0,0,0,0,0,0.0673654878510601,0,0,0.190452458361735,0,0,0,0,0,0,0,0,-0.0147856639756245,0,0,0,0,0.0123537073539112,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321899848067283,0,0.13094345406916,0.0237428148282715,0.216223339641767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154820127696703,0,0,0,0,0,0,0.0282711654258291,0,0,0,0,0,0.0145831264218298,0,-0.0168147985977877,0.0203120628137957,0,0,0,0,0,0
X600585.SH,0.0255969408181472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348148705430546,0,0,0,0,0,0,0,0,0,-0.00805568165302319,0,0,0,0,0,0,0.112528799817618,0,0,0,0,0,0,0,0,0,0,0.49879773787461,3.46944695195361e-18,0,0,0,0,0,-0.0021192334115346,0,0,0,0,0.00295999364191552,0,0
X600188.SH,0,0,0,0,0,0,0.00807595843447559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106301743084996,0,0.0678465227269539,0,0,0,0.350637860109275,0,0,0,0,0.0595498326548357,0.0632340091563069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266570142868984,0,0,0,-6.93889390390723e-18,0.0383573928771085,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.0425678613007788,0,0.132091016714555,0,0.0529774341857629,0.387565508374443,0,0,0,0,0,-0.0375065055166459,0,0,0,0,0,0,0,0,0,0,0.0726758519194466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242000625387738,0,0,0,-0.13294859036068,0,0,0,0,0.0251993403736288,0,-0.0382706622664343,0,0,0,-0.015945780794686,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.296758040029032,0.200939338856009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38463448519378,0,0,0,0,0.149686172840304,0,0,0,0,0,0,0,0.0730793091740004,0,0,0,0,0,0,-0.273285478512856,0,0.0247166325626701,0,0.0369509589619418,0,-0.00938255596182124,0,0,0,0,0,0,0
X600019.SH,0.017335106294036,0,0,0,0.221265313821735,0,0,0,0,0,0,0.0787219861531157,0,0,0,0,0.0377420498181196,0,0,0,0,0,0,0,0,0,0,0.00824048119273226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189864378108467,0.11844303321626,0.10611062199232,0,0,0,0,-0.0105854134235082,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0284480769378478,0.272702692103186,0,0,0,0.0592411020502741,0,0,0,0,0.152960729649199,0,0,0,0,0.129315331741155,0,0,0,0,0.136977860503084,0,0,0,0.0916593448192505,-6.93889390390723e-18,0.10264791342786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0851274110918874,-0.0269747656902101,0,0,0,0.0598600987526708,0,0
X002466.SZ,-0.37351000069426,0,0,0,0,0,0.642863841632121,0.173177672537061,0,0,0,0,-0.0112065432911388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12877530749138,0.11232984513316,0,0,0,0,0,0,0,-0.0290115612608119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705422921183958,-0.0795776249319423,0,0,0,0.035222557758375,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.147426389578816,0,0,0,0,0,0,0.0272041981660901,0,0,0,0,0,0,0,0,0,-0.0494234457272133,0,0,0,0,0,0,0.0661284229223689,0.481663999473528,0,0,0,0,0.281905700364799,0,0,0,0,0,0,0,0,0,0.144215902351001,0,-0.0703026879767003,0.0994246561647908,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0.0438058641013778,0,0,0,0,0,-0.0899148761508644,0,0,0,0,0.290727154156685,0,-0.0137199731187368,0,0,0,0,0,0,0.114566997857611,0,0,0.0989023181936969,0,0,0.0824864331995856,0,0,0,0,0.0767019359590751,0,0,0,-0.107032497384468,0,0,0,0,0.190236738793684,0,0,0,0,0,0,0,0.0241470381636529,0,0,0,0.0377540767384557,0,0
X601898.SH,0.0162801758533429,0.0656965032764383,0,0,0,0.0630674478661227,0,0,0,0,-0.0315917823562328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18571846649288,0.217935481000826,0,0,0,0,0,0,0,0,0,0.0229193854900032,0,0,0.0820478496650257,0,0,0,0.219571000710711,0,0,0,0,0,0.0110373321401399,0,0,0,-0.0303566586427683,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0812920341212281,0,0,0,0.178602428669507,0,0,0,0,1.73472347597681e-18,0,0,0,0,-3.46944695195361e-18,0,0,0,0.47141996760298,0,0.253982746614489,0,0,0,0,0,0,0,0,0,0,0,0.0791360808311963,0,0.151925240715166,0,0,0,-0.0208581866998663,0,0,0.00714563649532433,0,0,0,-0.00391091528192648,0,0
